entity_type,entity_id,resource,identifier
drug,DB00967,Drugs Product Database (DPD),12210
drug,DB00967,ChEBI,291342
drug,DB00967,PubChem Compound,124087
drug,DB00967,PubChem Substance,46507996
drug,DB00967,KEGG Drug,D03693
drug,DB00967,ChemSpider,110575
drug,DB00967,BindingDB,50073179
drug,DB00967,PharmGKB,PA164776964
drug,DB00967,PDB,Y5R
drug,DB00967,Therapeutic Targets Database,DAP000331
drug,DB00967,Wikipedia,Desloratadine
drug,DB00967,ChEMBL,CHEMBL1172
drug,DB00967,ZINC,ZINC000000001261
drug,DB00967,RxCUI,275635
drug,DB00968,Drugs Product Database (DPD),10295
drug,DB00968,Drugs Product Database (DPD),20297
drug,DB00968,ChEBI,61058
drug,DB00968,PubChem Compound,38853
drug,DB00968,PubChem Substance,46508535
drug,DB00968,KEGG Compound,C07194
drug,DB00968,KEGG Drug,D08205
drug,DB00968,ChemSpider,35562
drug,DB00968,BindingDB,48449
drug,DB00968,PharmGKB,PA450453
drug,DB00968,Therapeutic Targets Database,DAP000226
drug,DB00968,Wikipedia,Methyldopa
drug,DB00968,ChEMBL,CHEMBL459
drug,DB00968,ZINC,ZINC000000020255
drug,DB00968,RxCUI,1545996
drug,DB00969,ChEBI,253342
drug,DB00969,PubChem Compound,2099
drug,DB00969,PubChem Substance,46506274
drug,DB00969,KEGG Drug,D07129
drug,DB00969,ChemSpider,2015
drug,DB00969,BindingDB,93624
drug,DB00969,PharmGKB,PA164745502
drug,DB00969,PDB,S7Y
drug,DB00969,Therapeutic Targets Database,DAP000369
drug,DB00969,IUPHAR,2296
drug,DB00969,Guide to Pharmacology,2296
drug,DB00969,Wikipedia,Alosetron
drug,DB00969,ChEMBL,CHEMBL1110
drug,DB00969,ZINC,ZINC000013537284
drug,DB00969,RxCUI,85248
drug,DB00970,Drugs Product Database (DPD),8486
drug,DB00970,ChEBI,27666
drug,DB00970,PubChem Compound,457193
drug,DB00970,PubChem Substance,46509192
drug,DB00970,KEGG Compound,C06770
drug,DB00970,KEGG Drug,D00214
drug,DB00970,ChemSpider,10482167
drug,DB00970,BindingDB,50089528
drug,DB00970,PharmGKB,PA151917012
drug,DB00970,Therapeutic Targets Database,DNC000380
drug,DB00970,Wikipedia,Dactinomycin
drug,DB00970,ChEMBL,CHEMBL1554
drug,DB00970,RxCUI,3100
drug,DB00971,Drugs Product Database (DPD),10052
drug,DB00971,ChEBI,135934
drug,DB00971,PubChem Compound,24087
drug,DB00971,PubChem Substance,46507535
drug,DB00971,ChemSpider,22519
drug,DB00971,PharmGKB,PA164771240
drug,DB00971,ChEMBL,CHEMBL1200680
drug,DB00971,RxCUI,36345
drug,DB00972,Drugs Product Database (DPD),22525
drug,DB00972,ChEBI,2950
drug,DB00972,PubChem Compound,2267
drug,DB00972,PubChem Substance,46507582
drug,DB00972,KEGG Compound,C07768
drug,DB00972,KEGG Drug,D07483
drug,DB00972,ChemSpider,2180
drug,DB00972,BindingDB,50341448
drug,DB00972,PharmGKB,PA448517
drug,DB00972,Therapeutic Targets Database,DNC000270
drug,DB00972,Wikipedia,Azelastine
drug,DB00972,ChEMBL,CHEMBL639
drug,DB00972,RxCUI,18603
drug,DB00973,Drugs Product Database (DPD),12754
drug,DB00973,ChEBI,49040
drug,DB00973,PubChem Compound,150311
drug,DB00973,PubChem Substance,46507625
drug,DB00973,KEGG Drug,D01966
drug,DB00973,ChemSpider,132493
drug,DB00973,BindingDB,50371521
drug,DB00973,PharmGKB,PA10816
drug,DB00973,PDB,H56
drug,DB00973,Therapeutic Targets Database,DAP000717
drug,DB00973,Wikipedia,Ezetimibe
drug,DB00973,ChEMBL,CHEMBL1138
drug,DB00973,ZINC,ZINC000003810860
drug,DB00973,RxCUI,341248
drug,DB00974,Drugs Product Database (DPD),3829
drug,DB00974,Drugs Product Database (DPD),5888
drug,DB00974,Drugs Product Database (DPD),3836
drug,DB00974,ChEBI,4735
drug,DB00974,PubChem Compound,6049
drug,DB00974,PubChem Substance,46508301
drug,DB00974,KEGG Compound,C00284
drug,DB00974,KEGG Drug,D00052
drug,DB00974,ChemSpider,5826
drug,DB00974,BindingDB,50330325
drug,DB00974,PharmGKB,PA449439
drug,DB00974,PDB,EDT
drug,DB00974,Therapeutic Targets Database,DNC000594
drug,DB00974,Wikipedia,Ethylenediaminetetraacetic_acid
drug,DB00974,ChEMBL,CHEMBL858
drug,DB00974,ZINC,ZINC000019364242
drug,DB00974,RxCUI,1370600
drug,DB00975,Drugs Product Database (DPD),7219
drug,DB00975,ChEBI,4653
drug,DB00975,PubChem Compound,3108
drug,DB00975,PubChem Substance,46506292
drug,DB00975,KEGG Drug,D00302
drug,DB00975,ChemSpider,2997
drug,DB00975,BindingDB,23620
drug,DB00975,PharmGKB,PA449367
drug,DB00975,PDB,H9F
drug,DB00975,Therapeutic Targets Database,DNC001625
drug,DB00975,Wikipedia,Dipyridamole
drug,DB00975,ChEMBL,CHEMBL932
drug,DB00975,ZINC,ZINC000000643046
drug,DB00975,RxCUI,3521
drug,DB00976,Drugs Product Database (DPD),13168
drug,DB00976,ChEBI,29688
drug,DB00976,PubChem Compound,3002190
drug,DB00976,PubChem Substance,46504510
drug,DB00976,KEGG Compound,C12009
drug,DB00976,KEGG Drug,D01078
drug,DB00976,ChemSpider,2273373
drug,DB00976,BindingDB,50378137
drug,DB00976,PharmGKB,PA10202
drug,DB00976,PDB,TEL
drug,DB00976,Therapeutic Targets Database,DAP000109
drug,DB00976,Wikipedia,Telithromycin
drug,DB00976,ChEMBL,CHEMBL1136
drug,DB00976,ZINC,ZINC000009574770
drug,DB00976,RxCUI,274786
drug,DB00977,Drugs Product Database (DPD),7426
drug,DB00977,ChEBI,4903
drug,DB00977,PubChem Compound,5991
drug,DB00977,PubChem Substance,46508618
drug,DB00977,KEGG Compound,C07534
drug,DB00977,KEGG Drug,D00554
drug,DB00977,ChemSpider,5770
drug,DB00977,BindingDB,50187243
drug,DB00977,PharmGKB,PA449527
drug,DB00977,PDB,3WF
drug,DB00977,Therapeutic Targets Database,DAP001018
drug,DB00977,Wikipedia,Ethinylestradiol
drug,DB00977,ChEMBL,CHEMBL691
drug,DB00977,ZINC,ZINC000003812897
drug,DB00977,RxCUI,4124
drug,DB00978,ChEBI,116278
drug,DB00978,PubChem Compound,3948
drug,DB00978,PubChem Substance,46508499
drug,DB00978,KEGG Compound,C07078
drug,DB00978,KEGG Drug,D02318
drug,DB00978,ChemSpider,3811
drug,DB00978,BindingDB,50417952
drug,DB00978,PharmGKB,PA164749165
drug,DB00978,Therapeutic Targets Database,DAP000653
drug,DB00978,Wikipedia,Lomefloxacin
drug,DB00978,ChEMBL,CHEMBL561
drug,DB00978,RxCUI,28872
drug,DB00979,Drugs Product Database (DPD),4179
drug,DB00979,ChEBI,4024
drug,DB00979,PubChem Compound,2905
drug,DB00979,PubChem Substance,46504517
drug,DB00979,KEGG Compound,C06932
drug,DB00979,ChemSpider,2802
drug,DB00979,BindingDB,82375
drug,DB00979,PharmGKB,PA164743019
drug,DB00979,Therapeutic Targets Database,DAP001111
drug,DB00979,Wikipedia,Cyclopentolate
drug,DB00979,ChEMBL,CHEMBL1201338
drug,DB00979,RxCUI,3001
drug,DB00980,ChEBI,109549
drug,DB00980,PubChem Compound,208902
drug,DB00980,PubChem Substance,46505923
drug,DB00980,ChemSpider,181000
drug,DB00980,BindingDB,50118470
drug,DB00980,PharmGKB,PA164744896
drug,DB00980,PDB,JEV
drug,DB00980,Therapeutic Targets Database,DAP000070
drug,DB00980,IUPHAR,1356
drug,DB00980,Guide to Pharmacology,1356
drug,DB00980,Wikipedia,Ramelteon
drug,DB00980,ChEMBL,CHEMBL1218
drug,DB00980,ZINC,ZINC000003960338
drug,DB00980,RxCUI,596205
drug,DB00981,Drugs Product Database (DPD),10016
drug,DB00981,ChEBI,27953
drug,DB00981,PubChem Compound,5983
drug,DB00981,PubChem Substance,46506998
drug,DB00981,KEGG Compound,C06535
drug,DB00981,KEGG Drug,D00196
drug,DB00981,ChemSpider,5763
drug,DB00981,BindingDB,50222010
drug,DB00981,PharmGKB,PA450957
drug,DB00981,Therapeutic Targets Database,DAP000561
drug,DB00981,Wikipedia,Physostigmine
drug,DB00981,ChEMBL,CHEMBL94
drug,DB00981,ZINC,ZINC000091689892
drug,DB00981,RxCUI,8299
drug,DB00982,Drugs Product Database (DPD),5044
drug,DB00982,ChEBI,6067
drug,DB00982,PubChem Compound,5282379
drug,DB00982,PubChem Substance,46508729
drug,DB00982,KEGG Drug,D00348
drug,DB00982,ChemSpider,4445539
drug,DB00982,BindingDB,50031459
drug,DB00982,PharmGKB,PA450128
drug,DB00982,Therapeutic Targets Database,DAP000009
drug,DB00982,Wikipedia,Isotretinoin
drug,DB00982,ChEMBL,CHEMBL547
drug,DB00982,ZINC,ZINC000003792789
drug,DB00982,RxCUI,6064
drug,DB00983,Drugs Product Database (DPD),11381
drug,DB00983,Drugs Product Database (DPD),12633
drug,DB00983,ChEBI,63082
drug,DB00983,PubChem Compound,3410
drug,DB00983,PubChem Substance,46507099
drug,DB00983,KEGG Compound,C07805
drug,DB00983,KEGG Drug,D07990
drug,DB00983,ChemSpider,3292
drug,DB00983,BindingDB,86453
drug,DB00983,PharmGKB,PA134687907
drug,DB00983,Therapeutic Targets Database,DAP000247
drug,DB00983,IUPHAR,3465
drug,DB00983,Guide to Pharmacology,3465
drug,DB00983,Wikipedia,Formoterol
drug,DB00983,ChEMBL,CHEMBL1256786
drug,DB00983,RxCUI,25255
drug,DB00984,ChEBI,7468
drug,DB00984,PubChem Compound,229455
drug,DB00984,PubChem Substance,46506276
drug,DB00984,KEGG Compound,C08155
drug,DB00984,KEGG Drug,D00956
drug,DB00984,ChemSpider,199761
drug,DB00984,PharmGKB,PA164746281
drug,DB00984,Therapeutic Targets Database,DAP000903
drug,DB00984,Wikipedia,Nandrolone
drug,DB00984,ChEMBL,CHEMBL1200412
drug,DB00984,ZINC,ZINC000003881613
drug,DB00984,RxCUI,31495
drug,DB00985,Drugs Product Database (DPD),9782
drug,DB00985,ChEBI,94848
drug,DB00985,PubChem Compound,441281
drug,DB00985,PubChem Substance,46504881
drug,DB00985,KEGG Drug,D00520
drug,DB00985,ChemSpider,10210
drug,DB00985,PharmGKB,PA449338
drug,DB00985,Therapeutic Targets Database,DAP000333
drug,DB00985,Wikipedia,Dimenhydrinate
drug,DB00985,ChEMBL,CHEMBL1200406
drug,DB00985,RxCUI,3444
drug,DB00986,Drugs Product Database (DPD),9967
drug,DB00986,Drugs Product Database (DPD),21481
drug,DB00986,ChEBI,94449
drug,DB00986,PubChem Compound,9933193
drug,DB00986,PubChem Substance,46509133
drug,DB00986,KEGG Drug,D00540
drug,DB00986,ChemSpider,3374
drug,DB00986,BindingDB,50417445
drug,DB00986,PharmGKB,PA164754882
drug,DB00986,Therapeutic Targets Database,DAP001116
drug,DB00986,Wikipedia,Glycopyrronium_bromide
drug,DB00986,ChEMBL,CHEMBL1201335
drug,DB00986,RxCUI,1546438
drug,DB00987,Drugs Product Database (DPD),2953
drug,DB00987,ChEBI,28680
drug,DB00987,PubChem Compound,6253
drug,DB00987,PubChem Substance,46505879
drug,DB00987,KEGG Compound,C02961
drug,DB00987,KEGG Drug,D00168
drug,DB00987,ChemSpider,6017
drug,DB00987,BindingDB,50087289
drug,DB00987,PharmGKB,PA449177
drug,DB00987,PDB,AR3
drug,DB00987,Therapeutic Targets Database,DNC001551
drug,DB00987,Wikipedia,Cytarabine
drug,DB00987,ChEMBL,CHEMBL803
drug,DB00987,ZINC,ZINC000003795098
drug,DB00987,RxCUI,3041
drug,DB00988,Drugs Product Database (DPD),2322
drug,DB00988,ChEBI,18243
drug,DB00988,PubChem Compound,681
drug,DB00988,PubChem Substance,46506043
drug,DB00988,KEGG Compound,C03758
drug,DB00988,KEGG Drug,D07870
drug,DB00988,ChemSpider,661
drug,DB00988,BindingDB,55121
drug,DB00988,PharmGKB,PA449396
drug,DB00988,PDB,LDP
drug,DB00988,Therapeutic Targets Database,DAP000212
drug,DB00988,IUPHAR,940
drug,DB00988,Guide to Pharmacology,940
drug,DB00988,Wikipedia,Dopamine
drug,DB00988,ChEMBL,CHEMBL59
drug,DB00988,ZINC,ZINC000000033882
drug,DB00988,RxCUI,3628
drug,DB00989,Drugs Product Database (DPD),11987
drug,DB00989,ChEBI,8874
drug,DB00989,PubChem Compound,77991
drug,DB00989,PubChem Substance,46507452
drug,DB00989,KEGG Compound,C11766
drug,DB00989,KEGG Drug,D03822
drug,DB00989,ChemSpider,70377
drug,DB00989,BindingDB,11682
drug,DB00989,PharmGKB,PA451262
drug,DB00989,Therapeutic Targets Database,DAP000149
drug,DB00989,Wikipedia,Rivastigmine
drug,DB00989,ChEMBL,CHEMBL636
drug,DB00989,ZINC,ZINC000000004413
drug,DB00989,RxCUI,183379
drug,DB00990,Drugs Product Database (DPD),12019
drug,DB00990,ChEBI,4953
drug,DB00990,PubChem Compound,60198
drug,DB00990,PubChem Substance,46508243
drug,DB00990,KEGG Compound,C08162
drug,DB00990,KEGG Drug,D00963
drug,DB00990,ChemSpider,54278
drug,DB00990,BindingDB,50398447
drug,DB00990,PharmGKB,PA449563
drug,DB00990,PDB,EXM
drug,DB00990,Therapeutic Targets Database,DAP000625
drug,DB00990,Wikipedia,Exemestane
drug,DB00990,ChEMBL,CHEMBL1200374
drug,DB00990,ZINC,ZINC000003973334
drug,DB00990,RxCUI,258494
drug,DB00991,Drugs Product Database (DPD),1863
drug,DB00991,ChEBI,7822
drug,DB00991,PubChem Compound,4614
drug,DB00991,PubChem Substance,46506429
drug,DB00991,KEGG Compound,C07356
drug,DB00991,KEGG Drug,D00463
drug,DB00991,ChemSpider,4453
drug,DB00991,BindingDB,50002861
drug,DB00991,PharmGKB,PA450730
drug,DB00991,PDB,BJ6
drug,DB00991,Therapeutic Targets Database,DAP000622
drug,DB00991,Wikipedia,Oxaprozin
drug,DB00991,ChEMBL,CHEMBL1071
drug,DB00991,ZINC,ZINC000049643479
drug,DB00991,RxCUI,32613
drug,DB00992,Drugs Product Database (DPD),20439
drug,DB00992,ChEBI,724125
drug,DB00992,PubChem Compound,157922
drug,DB00992,PubChem Substance,46507004
drug,DB00992,KEGG Drug,D08204
drug,DB00992,ChemSpider,138950
drug,DB00992,PharmGKB,PA164784028
drug,DB00992,Therapeutic Targets Database,DAP001024
drug,DB00992,Wikipedia,Methyl_aminolevulinate
drug,DB00992,ChEMBL,CHEMBL1096562
drug,DB00992,ZINC,ZINC000001909090
drug,DB00992,RxCUI,337068
drug,DB00993,Drugs Product Database (DPD),10128
drug,DB00993,ChEBI,2948
drug,DB00993,PubChem Compound,2265
drug,DB00993,PubChem Substance,46508252
drug,DB00993,KEGG Compound,C06837
drug,DB00993,KEGG Drug,D00238
drug,DB00993,ChemSpider,2178
drug,DB00993,BindingDB,50373919
drug,DB00993,PharmGKB,PA448515
drug,DB00993,Therapeutic Targets Database,DAP000782
drug,DB00993,Wikipedia,Azathioprine
drug,DB00993,ChEMBL,CHEMBL1542
drug,DB00993,ZINC,ZINC000004258316
drug,DB00993,RxCUI,1256
drug,DB00994,Drugs Product Database (DPD),8638
drug,DB00994,Drugs Product Database (DPD),8636
drug,DB00994,ChEBI,7507
drug,DB00994,PubChem Substance,46505525
drug,DB00994,KEGG Compound,C00384
drug,DB00994,KEGG Drug,D08260
drug,DB00994,PharmGKB,PA450608
drug,DB00994,PDB,CNY
drug,DB00994,Therapeutic Targets Database,DAP000036
drug,DB00994,Wikipedia,Neomycin
drug,DB00994,RxCUI,7299
drug,DB00995,Drugs Product Database (DPD),1898
drug,DB00995,ChEBI,2922
drug,DB00995,PubChem Compound,70788951
drug,DB00995,PubChem Substance,46507010
drug,DB00995,KEGG Drug,D00237
drug,DB00995,ChemSpider,5293650
drug,DB00995,BindingDB,50153291
drug,DB00995,PharmGKB,PA448510
drug,DB00995,Therapeutic Targets Database,DAP000757
drug,DB00995,Wikipedia,Auranofin
drug,DB00995,ChEMBL,CHEMBL1366
drug,DB00995,RxCUI,1227
drug,DB00996,Drugs Product Database (DPD),470
drug,DB00996,ChEBI,42797
drug,DB00996,PubChem Compound,3446
drug,DB00996,PubChem Substance,46506529
drug,DB00996,KEGG Drug,D00332
drug,DB00996,ChemSpider,3328
drug,DB00996,BindingDB,50080153
drug,DB00996,PharmGKB,PA449720
drug,DB00996,PDB,GBN
drug,DB00996,Therapeutic Targets Database,DNC000670
drug,DB00996,Wikipedia,Gabapentin
drug,DB00996,ChEMBL,CHEMBL940
drug,DB00996,ZINC,ZINC000000004949
drug,DB00996,RxCUI,25480
drug,DB00997,Drugs Product Database (DPD),2298
drug,DB00997,ChEBI,28748
drug,DB00997,PubChem Compound,31703
drug,DB00997,PubChem Substance,46507641
drug,DB00997,KEGG Compound,C01661
drug,DB00997,KEGG Drug,D03899
drug,DB00997,ChemSpider,29400
drug,DB00997,BindingDB,32022
drug,DB00997,PharmGKB,PA449412
drug,DB00997,PDB,DM2
drug,DB00997,Therapeutic Targets Database,DNC000163
drug,DB00997,Wikipedia,Doxorubicin
drug,DB00997,ChEMBL,CHEMBL53463
drug,DB00997,ZINC,ZINC000003918087
drug,DB00997,RxCUI,3639
drug,DB00998,Drugs Product Database (DPD),13350
drug,DB00998,ChEBI,134991
drug,DB00998,PubChem Compound,77992
drug,DB00998,PubChem Substance,46506288
drug,DB00998,KEGG Drug,D07997
drug,DB00998,ChemSpider,70378
drug,DB00998,BindingDB,50073689
drug,DB00998,PharmGKB,PA164754891
drug,DB00998,Therapeutic Targets Database,DAP000063
drug,DB00998,Wikipedia,Frovatriptan
drug,DB00998,ChEMBL,CHEMBL1279
drug,DB00998,ZINC,ZINC000000018635
drug,DB00998,RxCUI,228783
drug,DB00999,Drugs Product Database (DPD),10234
drug,DB00999,ChEBI,5778
drug,DB00999,PubChem Compound,3639
drug,DB00999,PubChem Substance,46504440
drug,DB00999,KEGG Compound,C07041
drug,DB00999,KEGG Drug,D00340
drug,DB00999,ChemSpider,3513
drug,DB00999,BindingDB,13076
drug,DB00999,PharmGKB,PA449899
drug,DB00999,PDB,HCZ
drug,DB00999,Therapeutic Targets Database,DAP000750
drug,DB00999,Wikipedia,Hydrochlorothiazide
drug,DB00999,ChEMBL,CHEMBL435
drug,DB00999,ZINC,ZINC000000896569
drug,DB00999,RxCUI,5487
drug,DB01000,ChEBI,31444
drug,DB01000,PubChem Compound,19003
drug,DB01000,PubChem Substance,46508073
drug,DB01000,KEGG Compound,C12766
drug,DB01000,KEGG Drug,D01334
drug,DB01000,ChemSpider,17941
drug,DB01000,BindingDB,50350474
drug,DB01000,PharmGKB,PA164743456
drug,DB01000,Therapeutic Targets Database,DAP001159
drug,DB01000,Wikipedia,Ciclacillin
drug,DB01000,ChEMBL,CHEMBL1200356
drug,DB01000,ZINC,ZINC000003830609
drug,DB01000,RxCUI,2968
drug,DB01001,Drugs Product Database (DPD),2585
drug,DB01001,Drugs Product Database (DPD),2583
drug,DB01001,ChEBI,2549
drug,DB01001,PubChem Compound,2083
drug,DB01001,PubChem Substance,46505312
drug,DB01001,KEGG Drug,D02147
drug,DB01001,ChemSpider,1999
drug,DB01001,BindingDB,25769
drug,DB01001,PharmGKB,PA448068
drug,DB01001,Therapeutic Targets Database,DNC000873
drug,DB01001,IUPHAR,558
drug,DB01001,Guide to Pharmacology,558
drug,DB01001,Wikipedia,Salbutamol
drug,DB01001,ChEMBL,CHEMBL714
drug,DB01001,RxCUI,435
drug,DB01002,ChEBI,6149
drug,DB01002,PubChem Compound,92253
drug,DB01002,PubChem Substance,46505295
drug,DB01002,KEGG Compound,C07887
drug,DB01002,KEGG Drug,D08116
drug,DB01002,ChemSpider,83289
drug,DB01002,BindingDB,50417951
drug,DB01002,PharmGKB,PA164754741
drug,DB01002,PDB,OJ0
drug,DB01002,Therapeutic Targets Database,DAP001233
drug,DB01002,Wikipedia,Levobupivacaine
drug,DB01002,ChEMBL,CHEMBL1201193
drug,DB01002,ZINC,ZINC000001530812
drug,DB01002,RxCUI,259453
drug,DB01003,Drugs Product Database (DPD),11447
drug,DB01003,ChEBI,59773
drug,DB01003,PubChem Compound,2882
drug,DB01003,PubChem Substance,46504509
drug,DB01003,KEGG Compound,C06928
drug,DB01003,KEGG Drug,D07753
drug,DB01003,ChemSpider,2779
drug,DB01003,BindingDB,50440033
drug,DB01003,PharmGKB,PA449138
drug,DB01003,Therapeutic Targets Database,DAP000819
drug,DB01003,Wikipedia,Cromoglicic_acid
drug,DB01003,ChEMBL,CHEMBL428880
drug,DB01003,ZINC,ZINC000001530788
drug,DB01003,RxCUI,2921
drug,DB01004,Drugs Product Database (DPD),135
drug,DB01004,Drugs Product Database (DPD),1238
drug,DB01004,ChEBI,465284
drug,DB01004,PubChem Compound,3454
drug,DB01004,PubChem Substance,46507294
drug,DB01004,KEGG Drug,D00333
drug,DB01004,ChemSpider,3336
drug,DB01004,BindingDB,85707
drug,DB01004,PharmGKB,PA449733
drug,DB01004,PDB,GA2
drug,DB01004,Therapeutic Targets Database,DAP000645
drug,DB01004,Wikipedia,Ganciclovir
drug,DB01004,ChEMBL,CHEMBL182
drug,DB01004,ZINC,ZINC000000001505
drug,DB01004,RxCUI,4678
drug,DB01005,Drugs Product Database (DPD),10140
drug,DB01005,ChEBI,44423
drug,DB01005,PubChem Compound,3657
drug,DB01005,PubChem Substance,46506927
drug,DB01005,KEGG Compound,C07044
drug,DB01005,KEGG Drug,D00341
drug,DB01005,ChemSpider,3530
drug,DB01005,BindingDB,50017811
drug,DB01005,PharmGKB,PA449942
drug,DB01005,PDB,NHY
drug,DB01005,Therapeutic Targets Database,DAP000739
drug,DB01005,Wikipedia,Hydroxycarbamide
drug,DB01005,ChEMBL,CHEMBL467
drug,DB01005,ZINC,ZINC000008034120
drug,DB01005,RxCUI,5552
drug,DB01006,Drugs Product Database (DPD),11446
drug,DB01006,ChEBI,6413
drug,DB01006,PubChem Compound,3902
drug,DB01006,PubChem Substance,46504610
drug,DB01006,KEGG Compound,C08163
drug,DB01006,KEGG Drug,D00964
drug,DB01006,ChemSpider,3765
drug,DB01006,BindingDB,13061
drug,DB01006,PharmGKB,PA450196
drug,DB01006,Therapeutic Targets Database,DAP000626
drug,DB01006,Wikipedia,Letrozole
drug,DB01006,ChEMBL,CHEMBL1444
drug,DB01006,ZINC,ZINC000003778874
drug,DB01006,RxCUI,72965
drug,DB01007,Drugs Product Database (DPD),1808
drug,DB01007,ChEBI,77898
drug,DB01007,PubChem Compound,5482
drug,DB01007,PubChem Substance,46508604
drug,DB01007,KEGG Compound,C08082
drug,DB01007,KEGG Drug,D00890
drug,DB01007,ChemSpider,5282
drug,DB01007,BindingDB,50370218
drug,DB01007,PharmGKB,PA164746156
drug,DB01007,Therapeutic Targets Database,DAP001268
drug,DB01007,Wikipedia,Tioconazole
drug,DB01007,ChEMBL,CHEMBL1200438
drug,DB01007,RxCUI,38298
drug,DB01008,Drugs Product Database (DPD),9556
drug,DB01008,ChEBI,28901
drug,DB01008,PubChem Compound,2478
drug,DB01008,PubChem Substance,46506234
drug,DB01008,KEGG Compound,C06862
drug,DB01008,KEGG Drug,D00248
drug,DB01008,ChemSpider,2384
drug,DB01008,BindingDB,50237623
drug,DB01008,PharmGKB,PA448691
drug,DB01008,Wikipedia,Busulfan
drug,DB01008,ChEMBL,CHEMBL820
drug,DB01008,ZINC,ZINC000001530572
drug,DB01008,RxCUI,1828
drug,DB01009,Drugs Product Database (DPD),2327
drug,DB01009,ChEBI,6128
drug,DB01009,PubChem Compound,3825
drug,DB01009,PubChem Substance,46505715
drug,DB01009,KEGG Compound,C01716
drug,DB01009,KEGG Drug,D00132
drug,DB01009,ChemSpider,3693
drug,DB01009,BindingDB,50022271
drug,DB01009,PharmGKB,PA450149
drug,DB01009,Therapeutic Targets Database,DAP000623
drug,DB01009,Wikipedia,Ketoprofen
drug,DB01009,ChEMBL,CHEMBL571
drug,DB01009,RxCUI,6142
drug,DB01010,Drugs Product Database (DPD),6289
drug,DB01010,ChEBI,251408
drug,DB01010,PubChem Compound,3202
drug,DB01010,PubChem Substance,46507530
drug,DB01010,KEGG Compound,C06976
drug,DB01010,ChemSpider,3090
drug,DB01010,BindingDB,120262
drug,DB01010,PharmGKB,PA449437
drug,DB01010,PDB,EDR
drug,DB01010,Therapeutic Targets Database,DAP000562
drug,DB01010,Wikipedia,Edrophonium
drug,DB01010,ChEMBL,CHEMBL1104
drug,DB01010,ZINC,ZINC000000001341
drug,DB01010,RxCUI,3752
drug,DB01011,ChEBI,44241
drug,DB01011,PubChem Compound,4174
drug,DB01011,PubChem Substance,46504862
drug,DB01011,KEGG Compound,C07205
drug,DB01011,KEGG Drug,D00410
drug,DB01011,ChemSpider,4030
drug,DB01011,BindingDB,50028166
drug,DB01011,PharmGKB,PA450486
drug,DB01011,PDB,MYT
drug,DB01011,Therapeutic Targets Database,DAP000424
drug,DB01011,Wikipedia,Metyrapone
drug,DB01011,ChEMBL,CHEMBL934
drug,DB01011,ZINC,ZINC000000001728
drug,DB01011,RxCUI,6923
drug,DB01012,Drugs Product Database (DPD),13352
drug,DB01012,ChEBI,48390
drug,DB01012,PubChem Compound,156419
drug,DB01012,PubChem Substance,46506315
drug,DB01012,KEGG Drug,D03504
drug,DB01012,ChemSpider,137743
drug,DB01012,BindingDB,50416875
drug,DB01012,PharmGKB,PA164776671
drug,DB01012,PDB,YP4
drug,DB01012,Therapeutic Targets Database,DAP000256
drug,DB01012,IUPHAR,3308
drug,DB01012,Guide to Pharmacology,3308
drug,DB01012,Wikipedia,Cinacalcet
drug,DB01012,ChEMBL,CHEMBL1201284
drug,DB01012,ZINC,ZINC000001550499
drug,DB01012,RxCUI,407990
drug,DB01013,Drugs Product Database (DPD),7558
drug,DB01013,ChEBI,31414
drug,DB01013,PubChem Compound,32798
drug,DB01013,PubChem Substance,46505670
drug,DB01013,KEGG Drug,D01272
drug,DB01013,ChemSpider,30399
drug,DB01013,BindingDB,39347
drug,DB01013,PharmGKB,PA164744375
drug,DB01013,PDB,XRD
drug,DB01013,Therapeutic Targets Database,DAP001183
drug,DB01013,Wikipedia,Clobetasol_propionate
drug,DB01013,ChEMBL,CHEMBL1159650
drug,DB01013,ZINC,ZINC000003977767
drug,DB01013,RxCUI,21245
drug,DB01014,ChEBI,267413
drug,DB01014,PubChem Compound,6335412
drug,DB01014,PubChem Substance,46505592
drug,DB01014,KEGG Drug,D07488
drug,DB01014,ChemSpider,10662422
drug,DB01014,BindingDB,50565694
drug,DB01014,PharmGKB,PA448536
drug,DB01014,Therapeutic Targets Database,DAP000733
drug,DB01014,Wikipedia,Balsalazide
drug,DB01014,ChEMBL,CHEMBL1201346
drug,DB01014,ZINC,ZINC000003952881
drug,DB01014,RxCUI,18747
drug,DB01015,Drugs Product Database (DPD),8174
drug,DB01015,ChEBI,9332
drug,DB01015,PubChem Compound,5329
drug,DB01015,PubChem Substance,46508111
drug,DB01015,KEGG Compound,C07315
drug,DB01015,KEGG Drug,D00447
drug,DB01015,ChemSpider,5138
drug,DB01015,BindingDB,50029770
drug,DB01015,PharmGKB,PA451544
drug,DB01015,PDB,08D
drug,DB01015,Therapeutic Targets Database,DNC001393
drug,DB01015,Wikipedia,Sulfamethoxazole
drug,DB01015,ChEMBL,CHEMBL443
drug,DB01015,ZINC,ZINC000000089763
drug,DB01015,RxCUI,10180
drug,DB01016,Drugs Product Database (DPD),4007
drug,DB01016,ChEBI,5441
drug,DB01016,PubChem Compound,3488
drug,DB01016,PubChem Substance,46509154
drug,DB01016,KEGG Compound,C07022
drug,DB01016,KEGG Drug,D00336
drug,DB01016,ChemSpider,3368
drug,DB01016,BindingDB,50012957
drug,DB01016,PharmGKB,PA449782
