entity_type,entity_id,resource,identifier
drug,DB00076,Wikipedia,Digoxin_Immune_Fab
drug,DB00076,RxCUI,1745257
drug,DB00078,Drugs Product Database (DPD),12697
drug,DB00078,PubChem Substance,46506112
drug,DB00078,GenBank,J00470
drug,DB00078,PharmGKB,PA164781375
drug,DB00078,UniProtKB,P01865
drug,DB00078,Therapeutic Targets Database,DAP000383
drug,DB00078,Wikipedia,Ibritumomab_tiuxetan
drug,DB00078,RxCUI,262323
drug,DB00080,Drugs Product Database (DPD),20161
drug,DB00080,ChEBI,600103
drug,DB00080,PubChem Compound,16134395
drug,DB00080,PubChem Substance,46504551
drug,DB00080,KEGG Compound,C12013
drug,DB00080,KEGG Drug,D01080
drug,DB00080,ChemSpider,10200644
drug,DB00080,BindingDB,50635835
drug,DB00080,PharmGKB,PA164768820
drug,DB00080,Therapeutic Targets Database,DAP001328
drug,DB00080,Wikipedia,Daptomycin
drug,DB00080,ChEMBL,CHEMBL4744444
drug,DB00080,RxCUI,22299
drug,DB00081,Drugs Product Database (DPD),16096
drug,DB00081,PubChem Substance,46506662
drug,DB00081,GenBank,J00228
drug,DB00081,PharmGKB,PA164748364
drug,DB00081,UniProtKB,P01857
drug,DB00081,Therapeutic Targets Database,DAP000384
drug,DB00081,Wikipedia,Tositumomab
drug,DB00081,ChEMBL,CHEMBL1201604
drug,DB00081,RxCUI,263010
drug,DB00082,Drugs Product Database (DPD),16581
drug,DB00082,PubChem Substance,46505507
drug,DB00082,GenBank,AF374232
drug,DB00082,PharmGKB,PA164749630
drug,DB00082,UniProtKB,P58756
drug,DB00082,Therapeutic Targets Database,DAP000286
drug,DB00082,Wikipedia,Pegvisomant
drug,DB00082,ChEMBL,CHEMBL1201515
drug,DB00082,RxCUI,278739
drug,DB00083,Drugs Product Database (DPD),17056
drug,DB00083,Drugs Product Database (DPD),21616
drug,DB00083,Drugs Product Database (DPD),21617
drug,DB00083,Drugs Product Database (DPD),22972
drug,DB00083,PubChem Substance,46505347
drug,DB00083,KEGG Compound,C07946
drug,DB00083,KEGG Drug,D00783
drug,DB00083,GenBank,X52066
drug,DB00083,PharmGKB,PA164754825
drug,DB00083,UniProtKB,P10845
drug,DB00083,Therapeutic Targets Database,DAP001298
drug,DB00083,Wikipedia,Botulinum_toxin
drug,DB00083,RxCUI,1000104
drug,DB00085,Drugs Product Database (DPD),3173
drug,DB00085,Drugs Product Database (DPD),9754
drug,DB00085,PubChem Substance,46504728
drug,DB00085,KEGG Drug,D05349
drug,DB00085,GenBank,M18785
drug,DB00085,PharmGKB,PA448428
drug,DB00085,UniProtKB,P04746
drug,DB00085,Wikipedia,Pancreatic_enzymes_(medication)
drug,DB00085,ChEMBL,CHEMBL2108074
drug,DB00085,RxCUI,7880
drug,DB00086,Drugs Product Database (DPD),5991
drug,DB00086,PubChem Substance,46505625
drug,DB00086,GenBank,K02986
drug,DB00086,PharmGKB,PA164754919
drug,DB00086,UniProtKB,P00779
drug,DB00086,Therapeutic Targets Database,DAP001198
drug,DB00086,Wikipedia,Streptokinase
drug,DB00086,ChEMBL,CHEMBL2108147
drug,DB00086,RxCUI,10106
drug,DB00087,Drugs Product Database (DPD),12491
drug,DB00087,PubChem Substance,46507379
drug,DB00087,PharmGKB,PA164783958
drug,DB00087,Therapeutic Targets Database,DAP000385
drug,DB00087,Wikipedia,Alemtuzumab
drug,DB00087,ChEMBL,CHEMBL1201587
drug,DB00087,RxCUI,117055
drug,DB00088,PubChem Substance,46507500
drug,DB00088,GenBank,M16328
drug,DB00088,PharmGKB,PA164748093
drug,DB00088,UniProtKB,P04062
drug,DB00088,Wikipedia,Alglucerase
drug,DB00088,ChEMBL,CHEMBL1201633
drug,DB00088,RxCUI,46049
drug,DB00089,Drugs Product Database (DPD),20500
drug,DB00089,PubChem Substance,46506263
drug,DB00089,PharmGKB,PA164745489
drug,DB00089,Therapeutic Targets Database,DAP001049
drug,DB00089,Wikipedia,Indium_(111In)_capromab_pendetide
drug,DB00089,ChEMBL,CHEMBL2108285
drug,DB00089,RxCUI,136300
drug,DB00090,Drugs Product Database (DPD),13106
drug,DB00090,PubChem Substance,46505612
drug,DB00090,GenBank,M74715
drug,DB00090,PharmGKB,PA164776670
drug,DB00090,UniProtKB,P35475
drug,DB00090,Wikipedia,Iduronidase
drug,DB00090,ChEMBL,CHEMBL1201595
drug,DB00090,RxCUI,392509
drug,DB00091,Drugs Product Database (DPD),11396
drug,DB00091,Drugs Product Database (DPD),1915
drug,DB00091,Drugs Product Database (DPD),13144
drug,DB00091,ChEBI,4031
drug,DB00091,PubChem Compound,5284373
drug,DB00091,PubChem Substance,46508198
drug,DB00091,KEGG Compound,C05086
drug,DB00091,KEGG Drug,D00184
drug,DB00091,ChemSpider,4447449
drug,DB00091,BindingDB,50022815
drug,DB00091,PharmGKB,PA449167
drug,DB00091,Therapeutic Targets Database,DNC001177
drug,DB00091,Wikipedia,Ciclosporin
drug,DB00091,ChEMBL,CHEMBL160
drug,DB00091,RxCUI,3008
drug,DB00092,Drugs Product Database (DPD),12559
drug,DB00092,PubChem Substance,46505772
drug,DB00092,PharmGKB,PA164748040
drug,DB00092,Therapeutic Targets Database,DAP000540
drug,DB00092,Wikipedia,Alefacept
drug,DB00092,ChEMBL,CHEMBL1201571
drug,DB00092,RxCUI,299635
drug,DB00094,Drugs Product Database (DPD),7649
drug,DB00094,Drugs Product Database (DPD),306
drug,DB00094,PubChem Substance,46507385
drug,DB00094,GenBank,M16647
drug,DB00094,PharmGKB,PA451835
drug,DB00094,UniProtKB,P01225
drug,DB00094,Therapeutic Targets Database,DAP001029
drug,DB00094,Wikipedia,Urofollitropin
drug,DB00094,ChEMBL,CHEMBL1201520
drug,DB00094,RxCUI,134404
drug,DB00095,Drugs Product Database (DPD),13093
drug,DB00095,PubChem Substance,46505252
drug,DB00095,PharmGKB,PA164748817
drug,DB00095,Therapeutic Targets Database,DAP001095
drug,DB00095,Wikipedia,Efalizumab
drug,DB00095,ChEMBL,CHEMBL1201575
drug,DB00095,RxCUI,356988
drug,DB00097,Drugs Product Database (DPD),12389
drug,DB00097,Drugs Product Database (DPD),14798
drug,DB00097,PubChem Substance,46506863
drug,DB00097,GenBank,J00117
drug,DB00097,PharmGKB,PA164783947
drug,DB00097,UniProtKB,P01233
drug,DB00097,Therapeutic Targets Database,DAP001030
drug,DB00097,Wikipedia,Human_chorionic_gonadotropin
drug,DB00097,ChEMBL,CHEMBL1201464
drug,DB00097,RxCUI,283550
drug,DB00098,Drugs Product Database (DPD),12118
drug,DB00098,PubChem Substance,46506920
drug,DB00098,PharmGKB,PA164743704
drug,DB00098,Therapeutic Targets Database,DAP001300
drug,DB00098,Wikipedia,Anti-thymocyte_globulin
drug,DB00098,RxCUI,107044
drug,DB00099,Drugs Product Database (DPD),7657
drug,DB00099,Drugs Product Database (DPD),23013
drug,DB00099,PubChem Substance,46505833
drug,DB00099,KEGG Drug,D03235
drug,DB00099,GenBank,X03438
drug,DB00099,PharmGKB,PA449626
drug,DB00099,UniProtKB,P09919
drug,DB00099,Therapeutic Targets Database,DAP000113
drug,DB00099,Wikipedia,Filgrastim
drug,DB00099,ChEMBL,CHEMBL1201567
drug,DB00099,RxCUI,1433764
drug,DB00100,Drugs Product Database (DPD),90
drug,DB00100,Drugs Product Database (DPD),11417
drug,DB00100,Drugs Product Database (DPD),22522
drug,DB00100,PubChem Substance,46508858
drug,DB00100,KEGG Compound,C03101
drug,DB00100,GenBank,K02402
drug,DB00100,PharmGKB,PA164744952
drug,DB00100,UniProtKB,P00740
drug,DB00100,Therapeutic Targets Database,DAP000964
drug,DB00100,Wikipedia,Factor_IX
drug,DB00100,RxCUI,1300488
drug,DB00102,Drugs Product Database (DPD),11832
drug,DB00102,PubChem Substance,46508246
drug,DB00102,GenBank,K01401
drug,DB00102,PharmGKB,PA164749511
drug,DB00102,UniProtKB,P01127
drug,DB00102,Therapeutic Targets Database,DAP000028
drug,DB00102,Wikipedia,Becaplermin
drug,DB00102,ChEMBL,CHEMBL1201556
drug,DB00102,RxCUI,115238
drug,DB00103,Drugs Product Database (DPD),13296
drug,DB00103,Drugs Product Database (DPD),13300
drug,DB00103,PubChem Substance,46508538
drug,DB00103,GenBank,X14448
drug,DB00103,PharmGKB,PA164746527
drug,DB00103,UniProtKB,P06280
drug,DB00103,Wikipedia,%CE%91-Galactosidase
drug,DB00103,ChEMBL,CHEMBL2108888
drug,DB00103,RxCUI,338817
drug,DB00104,Drugs Product Database (DPD),1255
drug,DB00104,PubChem Compound,448601
drug,DB00104,PubChem Substance,46504600
drug,DB00104,KEGG Compound,C07306
drug,DB00104,KEGG Drug,D00442
drug,DB00104,ChemSpider,395352
drug,DB00104,BindingDB,50272772
drug,DB00104,PharmGKB,PA450678
drug,DB00104,Therapeutic Targets Database,DAP000397
drug,DB00104,Wikipedia,Octreotide
drug,DB00104,ChEMBL,CHEMBL1680
drug,DB00104,RxCUI,7617
drug,DB00105,Drugs Product Database (DPD),1751
drug,DB00105,PubChem Substance,46507075
drug,DB00105,PharmGKB,PA164783990
drug,DB00105,UniProtKB,P01563
drug,DB00105,Therapeutic Targets Database,DAP001285
drug,DB00105,Wikipedia,Interferon_alfa-2b
drug,DB00105,RxCUI,5880
drug,DB00106,ChEBI,337298
drug,DB00106,PubChem Compound,16131215
drug,DB00106,PubChem Substance,46508237
drug,DB00106,KEGG Drug,D02738
drug,DB00106,ChemSpider,10482301
drug,DB00106,BindingDB,50102442
drug,DB00106,PharmGKB,PA164754915
drug,DB00106,Therapeutic Targets Database,DAP000094
drug,DB00106,IUPHAR,1188
drug,DB00106,Guide to Pharmacology,1188
drug,DB00106,Wikipedia,Abarelix
drug,DB00106,ChEMBL,CHEMBL1252
drug,DB00106,RxCUI,301739
drug,DB00107,Drugs Product Database (DPD),7375
drug,DB00107,PubChem Substance,46506775
drug,DB00107,KEGG Compound,C00746
drug,DB00107,KEGG Drug,D00089
drug,DB00107,PharmGKB,PA450760
drug,DB00107,Therapeutic Targets Database,DAP001156
drug,DB00107,IUPHAR,2174
drug,DB00107,Guide to Pharmacology,2174
drug,DB00107,Wikipedia,Oxytocin
drug,DB00107,ChEMBL,CHEMBL395429
drug,DB00107,RxCUI,7824
drug,DB00108,Drugs Product Database (DPD),12577
drug,DB00108,PubChem Substance,46505849
drug,DB00108,PharmGKB,PA164747191
drug,DB00108,Therapeutic Targets Database,DAP001094
drug,DB00108,Wikipedia,Natalizumab
drug,DB00108,ChEMBL,CHEMBL1201607
drug,DB00108,RxCUI,354770
drug,DB00109,Drugs Product Database (DPD),13031
drug,DB00109,PubChem Substance,46506067
drug,DB00109,ChemSpider,16743716
drug,DB00109,BindingDB,50023615
drug,DB00109,GenBank,U12055
drug,DB00109,PharmGKB,PA164744517
drug,DB00109,UniProtKB,Q70626
drug,DB00109,Therapeutic Targets Database,DAP000157
drug,DB00109,Wikipedia,Enfuvirtide
drug,DB00109,ChEMBL,CHEMBL525076
drug,DB00109,RxCUI,139896
drug,DB00110,Drugs Product Database (DPD),12770
drug,DB00110,PubChem Substance,46506637
drug,DB00110,PharmGKB,PA164748781
drug,DB00110,Therapeutic Targets Database,DAP000386
drug,DB00110,Wikipedia,Palivizumab
drug,DB00110,ChEMBL,CHEMBL1201586
drug,DB00110,RxCUI,194279
drug,DB00111,Drugs Product Database (DPD),11957
drug,DB00111,Drugs Product Database (DPD),22834
drug,DB00111,PubChem Substance,46504469
drug,DB00111,KEGG Drug,D03639
drug,DB00111,GenBank,J00228
drug,DB00111,PharmGKB,PA164764446
drug,DB00111,UniProtKB,P01857
drug,DB00111,Therapeutic Targets Database,DAP000389
drug,DB00111,Wikipedia,Daclizumab
drug,DB00111,ChEMBL,CHEMBL1201605
drug,DB00111,RxCUI,190353
drug,DB00112,Drugs Product Database (DPD),16200
drug,DB00112,PubChem Substance,46504473
drug,DB00112,PharmGKB,PA130232992
drug,DB00112,Therapeutic Targets Database,DAP000393
drug,DB00112,Wikipedia,Bevacizumab
drug,DB00112,ChEMBL,CHEMBL1201583
drug,DB00112,RxCUI,253337
drug,DB00114,ChEBI,18405
drug,DB00114,PubChem Compound,1051
drug,DB00114,PubChem Substance,46506428
drug,DB00114,KEGG Compound,C00018
drug,DB00114,KEGG Drug,D00006
drug,DB00114,ChemSpider,1022
drug,DB00114,BindingDB,50118216
drug,DB00114,PharmGKB,PA164749650
drug,DB00114,PDB,PLP
drug,DB00114,Therapeutic Targets Database,DNC001499
drug,DB00114,Wikipedia,Pyridoxal_phosphate
drug,DB00114,ChEMBL,CHEMBL82202
drug,DB00114,ZINC,ZINC000001532514
drug,DB00114,RxCUI,9004
drug,DB00115,Drugs Product Database (DPD),781
drug,DB00115,Drugs Product Database (DPD),4821
drug,DB00115,Drugs Product Database (DPD),4991
drug,DB00115,ChEBI,17439
drug,DB00115,PubChem Compound,70678590
drug,DB00115,PubChem Substance,46509031
drug,DB00115,KEGG Compound,C02823
drug,DB00115,KEGG Drug,D00166
drug,DB00115,ChemSpider,21864832
drug,DB00115,PharmGKB,PA451892
drug,DB00115,PDB,CNC
drug,DB00115,Wikipedia,Cyanocobalamin
drug,DB00115,ChEMBL,CHEMBL2110563
drug,DB00115,RxCUI,11248
drug,DB00117,Drugs Product Database (DPD),10237
drug,DB00117,ChEBI,15971
drug,DB00117,PubChem Compound,6274
drug,DB00117,PubChem Substance,46507001
drug,DB00117,KEGG Compound,C00135
drug,DB00117,KEGG Drug,D00032
drug,DB00117,ChemSpider,6038
drug,DB00117,BindingDB,7953
drug,DB00117,PharmGKB,PA449882
drug,DB00117,PDB,HIS
drug,DB00117,IUPHAR,3310
drug,DB00117,Guide to Pharmacology,3310
drug,DB00117,Wikipedia,Histidine
drug,DB00117,ChEMBL,CHEMBL17962
drug,DB00117,ZINC,ZINC000006661227
drug,DB00117,RxCUI,5340
drug,DB00118,ChEBI,67040
drug,DB00118,PubChem Compound,34755
drug,DB00118,PubChem Substance,46505280
drug,DB00118,KEGG Compound,C00019
drug,DB00118,ChemSpider,31982
drug,DB00118,BindingDB,28422
drug,DB00118,PharmGKB,PA164754994
drug,DB00118,PDB,SAM
drug,DB00118,Wikipedia,S-Adenosyl_methionine
drug,DB00118,ChEMBL,CHEMBL1088977
drug,DB00118,RxCUI,9504
drug,DB00119,ChEBI,32816
drug,DB00119,PubChem Compound,1060
drug,DB00119,PubChem Substance,46505692
drug,DB00119,KEGG Compound,C00022
drug,DB00119,ChemSpider,1031
drug,DB00119,BindingDB,19473
drug,DB00119,PharmGKB,PA164778686
drug,DB00119,PDB,PYR
drug,DB00119,Therapeutic Targets Database,DAP000543
drug,DB00119,Wikipedia,Pyruvic_acid
drug,DB00119,ChEMBL,CHEMBL1162144
drug,DB00119,ZINC,ZINC000001532517
drug,DB00119,RxCUI,35161
drug,DB00120,Drugs Product Database (DPD),942
drug,DB00120,Drugs Product Database (DPD),10223
drug,DB00120,Drugs Product Database (DPD),750
drug,DB00120,ChEBI,58095
drug,DB00120,PubChem Compound,6140
drug,DB00120,PubChem Substance,46505708
drug,DB00120,KEGG Compound,C00079
drug,DB00120,KEGG Drug,D00021
drug,DB00120,ChemSpider,5910
drug,DB00120,BindingDB,18073
drug,DB00120,PharmGKB,PA450931
drug,DB00120,PDB,PHE
drug,DB00120,Therapeutic Targets Database,DAP000807
drug,DB00120,IUPHAR,3313
drug,DB00120,Guide to Pharmacology,3313
drug,DB00120,Wikipedia,Phenylalanine
drug,DB00120,ChEMBL,CHEMBL301523
drug,DB00120,ZINC,ZINC000000105196
drug,DB00120,RxCUI,8156
drug,DB00121,Drugs Product Database (DPD),4962
drug,DB00121,ChEBI,15956
drug,DB00121,PubChem Compound,171548
drug,DB00121,PubChem Substance,46508694
drug,DB00121,KEGG Compound,C00120
drug,DB00121,KEGG Drug,D00029
drug,DB00121,ChemSpider,149962
drug,DB00121,BindingDB,12
drug,DB00121,PharmGKB,PA448625
drug,DB00121,PDB,BTN
drug,DB00121,Wikipedia,Biotin
drug,DB00121,ChEMBL,CHEMBL857
drug,DB00121,ZINC,ZINC000035024346
drug,DB00121,RxCUI,1588
drug,DB00122,Drugs Product Database (DPD),4955
drug,DB00122,Drugs Product Database (DPD),4956
drug,DB00122,Drugs Product Database (DPD),4947
drug,DB00122,Drugs Product Database (DPD),4949
drug,DB00122,ChEBI,15354
drug,DB00122,PubChem Compound,305
drug,DB00122,PubChem Substance,46508132
drug,DB00122,KEGG Compound,C00114
drug,DB00122,KEGG Drug,D07690
drug,DB00122,ChemSpider,299
drug,DB00122,BindingDB,50026220
drug,DB00122,PharmGKB,PA448976
drug,DB00122,PDB,CHT
drug,DB00122,Wikipedia,Choline
drug,DB00122,ChEMBL,CHEMBL920
drug,DB00122,ZINC,ZINC000003079337
drug,DB00122,RxCUI,2449
drug,DB00123,Drugs Product Database (DPD),9806
drug,DB00123,Drugs Product Database (DPD),8700
drug,DB00123,Drugs Product Database (DPD),193
drug,DB00123,Drugs Product Database (DPD),2396
drug,DB00123,ChEBI,194466
drug,DB00123,PubChem Compound,5962
drug,DB00123,PubChem Substance,46504770
drug,DB00123,KEGG Compound,C00047
drug,DB00123,KEGG Drug,D02304
drug,DB00123,ChemSpider,5747
drug,DB00123,BindingDB,217367
drug,DB00123,PharmGKB,PA450280
drug,DB00123,PDB,LYS
drug,DB00123,Wikipedia,Lysine
drug,DB00123,ChEMBL,CHEMBL8085
drug,DB00123,ZINC,ZINC000001532522
drug,DB00123,RxCUI,6536
drug,DB00125,Drugs Product Database (DPD),938
drug,DB00125,Drugs Product Database (DPD),13800
drug,DB00125,Drugs Product Database (DPD),10242
drug,DB00125,ChEBI,16467
drug,DB00125,PubChem Compound,6322
drug,DB00125,PubChem Substance,46507180
drug,DB00125,KEGG Compound,C00062
drug,DB00125,KEGG Drug,D02982
drug,DB00125,ChemSpider,6082
drug,DB00125,BindingDB,21959
drug,DB00125,PharmGKB,PA448478
drug,DB00125,PDB,ARG
drug,DB00125,IUPHAR,721
drug,DB00125,Guide to Pharmacology,721
drug,DB00125,Wikipedia,Arginine
drug,DB00125,ChEMBL,CHEMBL1485
drug,DB00125,ZINC,ZINC000001532525
drug,DB00125,RxCUI,1091
drug,DB00126,Drugs Product Database (DPD),646
drug,DB00126,Drugs Product Database (DPD),4937
drug,DB00126,Drugs Product Database (DPD),5015
drug,DB00126,Drugs Product Database (DPD),136
drug,DB00126,Drugs Product Database (DPD),4934
drug,DB00126,Drugs Product Database (DPD),717
drug,DB00126,Drugs Product Database (DPD),645
drug,DB00126,ChEBI,29073
drug,DB00126,PubChem Compound,54670067
drug,DB00126,PubChem Substance,46505070
drug,DB00126,KEGG Compound,C00072
drug,DB00126,KEGG Drug,D00018
drug,DB00126,ChemSpider,10189562
drug,DB00126,BindingDB,50090256
drug,DB00126,PharmGKB,PA451898
drug,DB00126,PDB,ASC
drug,DB00126,Therapeutic Targets Database,DNC000259
drug,DB00126,Wikipedia,Vitamin_C
drug,DB00126,ChEMBL,CHEMBL196
drug,DB00126,ZINC,ZINC000100006770
drug,DB00126,RxCUI,1151
drug,DB00128,Drugs Product Database (DPD),9397
drug,DB00128,ChEBI,17053
drug,DB00128,PubChem Compound,5960
drug,DB00128,PubChem Substance,46507997
drug,DB00128,KEGG Compound,C00049
drug,DB00128,KEGG Drug,D00013
drug,DB00128,ChemSpider,5745
drug,DB00128,BindingDB,18125
drug,DB00128,PharmGKB,PA448494
drug,DB00128,PDB,IAS
drug,DB00128,IUPHAR,3309
drug,DB00128,Guide to Pharmacology,3309
drug,DB00128,Wikipedia,Aspartic_acid
drug,DB00128,ChEMBL,CHEMBL274323
drug,DB00128,ZINC,ZINC000000895032
drug,DB00128,RxCUI,1169
drug,DB00129,Drugs Product Database (DPD),1820
drug,DB00129,Drugs Product Database (DPD),11709
drug,DB00129,ChEBI,15729
drug,DB00129,PubChem Compound,6262
drug,DB00129,PubChem Substance,46505239
drug,DB00129,KEGG Compound,C00077
drug,DB00129,ChemSpider,6026
drug,DB00129,BindingDB,50487430
drug,DB00129,PharmGKB,PA164783814
drug,DB00129,PDB,ORN
drug,DB00129,IUPHAR,725
drug,DB00129,Guide to Pharmacology,725
drug,DB00129,Wikipedia,Ornithine
drug,DB00129,ChEMBL,CHEMBL446143
drug,DB00129,ZINC,ZINC000001532530
drug,DB00129,RxCUI,7704
drug,DB00130,ChEBI,18050
drug,DB00130,PubChem Compound,5961
drug,DB00130,PubChem Substance,46505866
drug,DB00130,KEGG Compound,C00064
drug,DB00130,KEGG Drug,D00015
drug,DB00130,ChemSpider,5746
drug,DB00130,BindingDB,18121
drug,DB00130,PharmGKB,PA10090
drug,DB00130,PDB,GLN
drug,DB00130,IUPHAR,723
drug,DB00130,Guide to Pharmacology,723
drug,DB00130,Wikipedia,Glutamine
drug,DB00130,ChEMBL,CHEMBL930
drug,DB00130,ZINC,ZINC000001532526
drug,DB00130,RxCUI,4885
drug,DB00131,ChEBI,16027
drug,DB00131,PubChem Compound,6083
drug,DB00131,PubChem Substance,46507628
drug,DB00131,KEGG Compound,C00020
drug,DB00131,KEGG Drug,D02769
drug,DB00131,ChemSpider,5858
drug,DB00131,BindingDB,18137
drug,DB00131,PharmGKB,PA164744376
drug,DB00131,PDB,AMP
drug,DB00131,Therapeutic Targets Database,DAP001319
drug,DB00131,Wikipedia,Adenosine_monophosphate
drug,DB00131,ChEMBL,CHEMBL752
drug,DB00131,ZINC,ZINC000003860156
drug,DB00131,RxCUI,309
drug,DB00132,Drugs Product Database (DPD),1351
drug,DB00132,ChEBI,27432
drug,DB00132,PubChem Compound,5280934
drug,DB00132,PubChem Substance,46507620
drug,DB00132,KEGG Compound,C06427
drug,DB00132,ChemSpider,4444437
drug,DB00132,BindingDB,51201294
drug,DB00132,PharmGKB,PA449384
drug,DB00132,PDB,LNL
drug,DB00132,IUPHAR,1049
drug,DB00132,Guide to Pharmacology,1049
drug,DB00132,Wikipedia,%CE%91-Linolenic_acid
drug,DB00132,ChEMBL,CHEMBL8739
drug,DB00132,ZINC,ZINC000003802189
drug,DB00132,RxCUI,52071
drug,DB00133,Drugs Product Database (DPD),9927
drug,DB00133,ChEBI,17115
drug,DB00133,PubChem Compound,5951
drug,DB00133,PubChem Substance,46506450
drug,DB00133,KEGG Compound,C00065
drug,DB00133,KEGG Drug,D00016
drug,DB00133,ChemSpider,5736
drug,DB00133,BindingDB,50357212
drug,DB00133,PharmGKB,PA451330
drug,DB00133,PDB,SER
drug,DB00133,IUPHAR,726
drug,DB00133,Guide to Pharmacology,726
drug,DB00133,Wikipedia,Serine
drug,DB00133,ChEMBL,CHEMBL11298
drug,DB00133,ZINC,ZINC000000895034
drug,DB00133,RxCUI,9671
drug,DB00134,Drugs Product Database (DPD),3180
drug,DB00134,Drugs Product Database (DPD),7217
drug,DB00134,ChEBI,57844
drug,DB00134,PubChem Compound,6137
drug,DB00134,PubChem Substance,46505750
drug,DB00134,KEGG Compound,C00073
drug,DB00134,KEGG Drug,D00019
drug,DB00134,ChemSpider,5907
drug,DB00134,BindingDB,50142500
drug,DB00134,PharmGKB,PA450423
drug,DB00134,PDB,MET
drug,DB00134,Wikipedia,Methionine
drug,DB00134,ChEMBL,CHEMBL42336
drug,DB00134,ZINC,ZINC000001532529
drug,DB00134,RxCUI,6837
drug,DB00135,Drugs Product Database (DPD),897
drug,DB00135,Drugs Product Database (DPD),9750
drug,DB00135,ChEBI,17895
drug,DB00135,PubChem Compound,6057
drug,DB00135,PubChem Substance,46507885
drug,DB00135,KEGG Compound,C00082
drug,DB00135,KEGG Drug,D00022
drug,DB00135,ChemSpider,5833
drug,DB00135,BindingDB,18129
drug,DB00135,PharmGKB,PA451822
drug,DB00135,PDB,TYR
drug,DB00135,Therapeutic Targets Database,DAP000808
drug,DB00135,Wikipedia,Tyrosine
drug,DB00135,ChEMBL,CHEMBL925
drug,DB00135,ZINC,ZINC000000266964
drug,DB00135,RxCUI,10962
drug,DB00136,Drugs Product Database (DPD),4893
drug,DB00136,ChEBI,17823
drug,DB00136,PubChem Compound,5280453
drug,DB00136,PubChem Substance,46508162
drug,DB00136,KEGG Compound,C01673
drug,DB00136,KEGG Drug,D00129
drug,DB00136,ChemSpider,4444108
drug,DB00136,BindingDB,50200182
drug,DB00136,PharmGKB,PA448717
drug,DB00136,PDB,VDX
drug,DB00136,Therapeutic Targets Database,DAP000289
drug,DB00136,IUPHAR,2779
drug,DB00136,Guide to Pharmacology,2779
drug,DB00136,Wikipedia,Calcitriol
drug,DB00136,ChEMBL,CHEMBL846
drug,DB00136,ZINC,ZINC000100015048
drug,DB00136,RxCUI,1894
drug,DB00137,ChEBI,28838
drug,DB00137,PubChem Compound,5281243
drug,DB00137,PubChem Substance,46508835
drug,DB00137,KEGG Compound,C08601
drug,DB00137,ChemSpider,4444655
drug,DB00137,PharmGKB,PA164748318
drug,DB00137,PDB,A1LXP
drug,DB00137,Wikipedia,Xanthophyll
