interactant_id,polypeptide_id
BE0001111,Q16678
BE0000685,P04278
BE0000742,P11388
BE0000871,Q14289
BE0001195,P13569
BE0002433,P05177
BE0009369,P00185
BE0002887,P10632
BE0002793,P11712
BE0004760,P04800
BE0004761,P05183
BE0002638,P08684
BE0000337,P02766
BE0001032,P08183
BE0000785,P33527
BE0001067,Q9UNQ0
BE0001004,Q9Y6L6
BE0001042,O94956
BE0001200,P08100
BE0000487,Q07343
BE0001133,P27815
BE0001287,Q08499
BE0000267,P00915
BE0000322,P00918
BE0001226,P46072
BE0003645,Q8TCC7
BE0001213,P02743
BE0009963,P27815
BE0009963,Q07343
BE0009963,Q08493
BE0009963,Q08499
BE0002638,P08684
BE0002433,P05177
BE0001222,P46883
BE0003531,P17538
BE0001246,P00183
BE0000829,P42262
BE0001739,P07477
BE0000250,P00491
BE0002433,P05177
BE0001238,P50870
BE0000322,P00918
BE0000605,Q9UKU7
BE0002499,P71278
BE0000944,P01579
BE0001487,P83223
BE0000148,P23368
BE0002001,P0C278
BE0000838,P12931
BE0002148,P48147
BE0002204,P47989
BE0002887,P10632
BE0002793,P11712
BE0003543,P04798
BE0002638,P08684
BE0003536,P33261
BE0003538,O60656
BE0000530,P02768
BE0000925,P02763
BE0001067,Q9UNQ0
BE0003645,Q8TCC7
BE0001066,Q4U2R8
BE0000005,P35228
BE0000263,P29474
BE0001229,Q05603
BE0000747,P15121
BE0000332,P9WGR1
BE0002006,P0AEK4
BE0001260,P04183
BE0004525,P21283
BE0003844,P60174
BE0000592,P42330
BE0003074,P16152
BE0002638,P08684
BE0000253,P80404
BE0001240,P31939
BE0001246,P00183
BE0003531,P17538
BE0001739,P07477
BE0001263,P10844
BE0001089,P11413
BE0000123,P03372
BE0000792,Q92731
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0004956,Q05586
BE0004956,Q12879
BE0004956,Q13224
BE0004956,Q14957
BE0004956,O15399
BE0004956,Q8TCU5
BE0004956,O60391
BE0000132,P10275
BE0000071,Q07869
BE0000156,Q99720
BE0000956,O75469
BE0003848,Q14994
BE0003612,P24462
BE0000194,P14061
BE0000886,Q06520
BE0001264,O00204
BE0000051,P14060
BE0001230,P22637
BE0000344,P05093
BE0003659,Q9NPD5
BE0001042,O94956
BE0001004,Q9Y6L6
BE0003642,P46721
BE0000785,P33527
BE0001067,Q9UNQ0
BE0001188,O15439
BE0004467,P02144
BE0000465,P00326
BE0000695,P62942
BE0004477,P54819
BE0001262,P00568
BE0003738,P9WPB7
BE0002512,Q79FX6
BE0000695,P62942
BE0000048,P00734
BE0000895,P00749
BE0001739,P07477
BE0001229,Q05603
BE0004527,P48735
BE0001251,O75874
BE0001200,P08100
BE0002050,P03366
BE0000088,P14618
BE0000623,P18031
BE0000599,P12235
BE0001739,P07477
BE0000872,P05771
BE0001739,P07477
BE0001014,P62937
BE0001023,Q8NER1
BE0003416,Q8NET8
BE0001122,O75762
BE0001186,Q7Z2W7
BE0001246,P00183
BE0001739,P07477
BE0003654,Q8TF71
BE0000222,Q01650
BE0001379,P07822
BE0000322,P00918
BE0000337,P02766
BE0010009,Q9UBC3
BE0002436,P50135
BE0001261,P12823
BE0000865,P11086
BE0001211,P9WPB5
BE0000567,Q14353
BE0002517,O14717
BE0000372,Q14749
BE0002521,P9WPB3
BE0002512,Q79FX6
BE0002436,P50135
BE0001382,P9WIQ3
BE0001277,P11309
BE0000614,P07101
BE0000252,P14679
BE0001019,Q16539
BE0000440,O60669
BE0000669,P53985
BE0000449,O15427
BE0004708,Q8N695
BE0000008,Q13423
BE0001238,P50870
BE0002638,P08684
BE0001209,P68400
BE0000048,P00734
BE0000230,P54577
BE0000048,P00734
BE0001739,P07477
BE0001739,P07477
BE0001065,P49841
BE0003491,P01308
BE0004584,Q16613
BE0003790,P45983
BE0003791,P33981
BE0001097,P53779
BE0003772,P45984
BE0003789,Q9UQF2
BE0001294,P0A6I3
BE0000322,P00918
BE0000776,P14324
BE0001349,P15555
BE0003654,Q8TF71
BE0001133,P27815
BE0001287,Q08499
BE0000487,Q07343
BE0002353,Q08493
BE0001065,P49841
BE0000267,P00915
BE0000535,P22748
BE0000322,P00918
BE0001413,Q9L9D7
BE0003195,P15289
BE0001739,P07477
BE0000426,P22303
BE0001019,Q16539
BE0002411,P07949
BE0001424,P08631
BE0001292,P25779
BE0000994,P02788
BE0001264,O00204
BE0000927,P50225
BE0003317,P07998
BE0000886,Q06520
BE0000951,P49888
BE0002561,O43704
BE0001326,P06971
BE0003655,Q92959
BE0000623,P18031
BE0000263,P29474
BE0000067,P29475
BE0010782,Q04864
BE0013795,Q01201
BE0005551,Q04206
BE0002387,Q00653
BE0001086,P19838
BE0000916,P11217
BE0002050,P03366
BE0001246,P00183
BE0004467,P02144
BE0001353,P17931
BE0001320,P26841
BE0000838,P12931
BE0000842,P06239
BE0000228,P23381
BE0001343,P00953
BE0000263,P29474
BE0000814,P09211
BE0000807,P09488
BE0000005,P35228
BE0001739,P07477
BE0000017,P23219
BE0000337,P02766
BE0002565,Q8GEZ8
BE0004496,Q9NPH2
BE0004699,Q8TET4
BE0004698,Q14697
BE0000876,P10253
BE0003317,P07998
BE0002566,P9WQG9
BE0000916,P11217
BE0000270,P00797
BE0003758,Q9UNI1
BE0003533,P05181
BE0000132,P10275
BE0000194,P14061
BE0001111,Q16678
BE0000962,Q04760
BE0000747,P15121
BE0000309,P16050
BE0000248,P09917
BE0004501,Q7Z4J2
BE0001421,P00722
BE0001284,Q06187
BE0000428,P31749
BE0002654,Q99418
BE0001193,O15530
BE0001273,Q08188
BE0002006,P0AEK4
BE0000838,P12931
BE0001349,P15555
BE0004457,P19961
BE0001292,P25779
BE0001361,Q54873
BE0000143,P07437
BE0000026,Q9H4B7
BE0001367,P68371
BE0001408,P04350
BE0001391,P68366
BE0001415,Q13509
BE0001340,Q71U36
BE0027478,P0DPH7
BE0027478,P0DPH8
BE0002638,P08684
BE0001739,P07477
BE0000123,P03372
BE0000792,Q92731
BE0000248,P09917
BE0001225,P24300
BE0000854,P27487
BE0001421,P00722
BE0002050,P03366
BE0001072,P24941
BE0003848,Q14994
BE0000071,Q07869
BE0003418,P05019
BE0002050,P03366
BE0000248,P09917
BE0000017,P23219
BE0000916,P11217
BE0000956,O75469
BE0001069,Q92887
BE0001004,Q9Y6L6
BE0000838,P12931
BE0000302,P00807
BE0001358,P00811
BE0001167,O60760
BE0000689,P05230
BE0000748,P21802
BE0004574,Q86YB8
BE0001409,Q9WYT0
BE0001739,P07477
BE0000895,P00749
BE0000838,P12931
BE0001033,P22830
BE0001108,P19367
BE0001056,P35557
BE0000530,P02768
BE0001057,P11166
BE0001045,P11168
BE0004707,P11169
BE0000893,P14672
BE0005216,P22732
BE0005217,Q9UGQ3
BE0005218,Q6PXP3
BE0005219,Q9NY64
BE0004783,Q9NRM0
BE0005220,O95528
BE0005221,Q9BYW1
BE0005222,Q8TD20
BE0004754,P13866
BE0004753,P31639
BE0003455,P01024
BE0000838,P12931
BE0000623,P18031
BE0000814,P09211
BE0002281,P08263
BE0004171,P02689
BE0000404,P11926
BE0000101,P17707
BE0000172,P08588
BE0000694,P07550
BE0000757,Q9H015
BE0001301,P40859
BE0001421,P00722
BE0002639,P04746
BE0001184,P15559
BE0002201,Q9HBH1
BE0000365,Q05586
BE0001248,P00720
BE0003382,O14757
BE0001193,O15530
BE0003783,P00800
BE0001739,P07477
BE0003761,P17612
BE0000663,P10276
BE0000078,P28702
BE0000067,P29475
BE0000735,P09601
BE0000689,P05230
BE0001167,O60760
BE0002535,P68826
BE0000050,P13716
BE0000322,P00918
BE0001516,P20035
BE0001368,Q46891
BE0001285,Q59643
BE0003317,P07998
BE0001381,P0A6D3
BE0001397,P00780
BE0001475,P0A6K3
BE0000597,P05041
BE0001525,P0A7E1
BE0001613,Q60099
BE0001778,P0A1V8
BE0001988,P42321
BE0001792,O07347
BE0001668,P22629
BE0001905,P0A733
BE0002624,Q13363
BE0001966,Q9X0N8
BE0002640,P9WPE1
BE0002641,O14936
BE0002642,P9WKE9
BE0002643,Q9X278
BE0004623,Q9BVM4
BE0004470,P20472
BE0004569,P14621
BE0002644,Q81C15
BE0002645,P80357
BE0002646,P39841
BE0002647,Q9X0V0
BE0002648,P75914
BE0002650,O34714
BE0002651,P16544
BE0002652,Q9NQX3
BE0002653,Q81F54
BE0002654,Q99418
BE0002655,Q06700
BE0002656,Q9WXS0
BE0002657,P77872
BE0002658,Q9X0F9
BE0002659,Q8ILQ7
BE0002488,Q27796
BE0002660,O31465
BE0002661,P77454
BE0002662,P30749
BE0002663,Q9X0L5
BE0002664,Q9Z4N6
BE0002665,Q5SHZ4
BE0027485,P0DPB9
BE0027485,P0DPC1
BE0000449,O15427
BE0001193,O15530
BE0000838,P12931
BE0001019,Q16539
BE0000058,P14780
BE0001065,P49841
BE0009446,P49840
BE0000695,P62942
BE0001019,Q16539
BE0009963,P27815
BE0009963,Q07343
BE0009963,Q08493
BE0009963,Q08499
BE0000487,Q07343
BE0001287,Q08499
BE0001133,P27815
BE0000182,O76074
BE0001640,P14555
BE0003768,Q9NZK7
BE0000417,Q13224
BE0004797,P14867
BE0004797,P47869
BE0004797,P34903
BE0004797,P48169
BE0004797,P31644
BE0004797,Q16445
BE0004797,P18505
BE0004797,P47870
BE0004797,P28472
BE0004797,O14764
BE0004797,P78334
BE0004797,Q8N1C3
BE0004797,P18507
BE0004797,Q99928
BE0004797,O00591
BE0004797,Q9UN88
BE0000217,Q9UBS5
BE0000433,P23415
BE0000055,P48167
BE0000414,O75311
BE0000745,P23416
BE0001384,P37610
BE0001392,P54965
BE0002239,O95932
BE0002303,Q14032
BE0000536,Q7Z2H8
BE0009148,P31641
BE0001018,P46059
BE0001248,P00720
BE0001287,Q08499
BE0000487,Q07343
BE0003317,P07998
BE0000453,P10721
BE0000838,P12931
BE0001424,P08631
BE0000267,P00915
BE0000322,P00918
BE0003531,P17538
BE0000322,P00918
BE0004459,O75390
BE0001223,Q13370
BE0004524,P78352
BE0001516,P20035
BE0000343,P08546
BE0000182,O76074
BE0000308,P04293
BE0002351,Q16774
BE0001473,P49773
BE0001240,P31939
BE0001273,Q08188
BE0002668,Q05599
BE0000895,P00749
BE0000286,P05089
BE0001248,P00720
BE0001531,P27696
BE0002003,P0AFG8
BE0002674,P94692
BE0003274,P23234
BE0003275,Q9LCV9
BE0003276,P27302
BE0001286,P20906
BE0001354,P37063
BE0001019,Q16539
BE0004545,P35398
BE0000496,P43155
BE0000574,P04035
BE0001238,P50870
BE0004459,O75390
BE0001294,P0A6I3
BE0002677,Q9R381
BE0002685,Q9LCX9
BE0002566,P9WQG9
BE0002690,O34002
BE0002566,P9WQG9
BE0001344,P10724
BE0000966,P45452
BE0000263,P29474
BE0000067,P29475
BE0000005,P35228
BE0000952,P01009
BE0000854,P27487
BE0000916,P11217
BE0000747,P15121
BE0001108,P19367
BE0001199,P06744
BE0002050,P03366
BE0001154,O14920
BE0000092,P11229
BE0000842,P06239
BE0001277,P11309
BE0001341,Q08881
BE0001316,P43405
BE0001065,P49841
BE0001356,P41240
BE0001072,P24941
BE0001315,P48736
BE0001193,O15530
BE0001385,Q04759
BE0001312,P43403
BE0004895,P17252
BE0004895,P05771
BE0004895,Q05655
BE0004895,Q02156
BE0004895,P05129
BE0004895,P41743
BE0004895,Q04759
BE0004895,Q05513
BE0001032,P08183
BE0000306,P00480
BE0000623,P18031
BE0002201,Q9HBH1
BE0002010,P0ABQ4
BE0000747,P15121
BE0000747,P15121
BE0004353,O60218
BE0001389,P95468
BE0002201,Q9HBH1
BE0000263,P29474
BE0000067,P29475
BE0001229,Q05603
BE0000021,P12461
BE0000221,P12821
BE0002050,P03366
BE0004538,P50897
BE0001344,P10724
BE0000005,P35228
BE0000263,P29474
BE0000067,P29475
BE0001739,P07477
BE0003872,Q9UKQ2
BE0000017,P23219
BE0000263,P29474
BE0000966,P45452
BE0001292,P25779
BE0000991,O14965
BE0004601,Q9UQB9
BE0003404,Q96GD4
BE0001072,P24941
BE0003721,P35869
BE0001065,P49841
BE0000890,Q00535
BE0001082,P06493
BE0000424,P04181
BE0003561,Q9Y5Y4
BE0000368,P43116
BE0002375,P43115
BE0000064,P34995
BE0000610,P43088
BE0003522,P35408
BE0000296,Q13258
BE0000592,P42330
BE0003655,Q92959
BE0000640,P42261
BE0000829,P42262
BE0002131,P11362
BE0000748,P21802
BE0003362,Q9NXA8
BE0001523,P00438
BE0004281,P13639
BE0000542,P04406
BE0002499,P71278
BE0001680,P09960
BE0000266,P08473
BE0001739,P07477
BE0002011,P0ABP8
BE0000331,P34896
BE0000050,P13716
BE0000347,P50440
BE0000322,P00918
BE0000966,P45452
BE0000623,P18031
BE0000735,P09601
BE0004467,P02144
BE0000595,P30043
BE0003998,P07148
BE0001516,P20035
BE0003559,P52209
BE0001199,P06744
BE0000263,P29474
BE0000067,P29475
BE0000839,P06241
BE0001399,P30405
BE0000323,P35520
BE0000316,P21549
BE0001640,P14555
BE0000643,P49638
BE0001739,P07477
BE0001301,P40859
BE0001739,P07477
BE0000322,P00918
BE0000007,P06737
BE0001072,P24941
BE0001199,P06744
BE0000302,P00807
BE0001358,P00811
BE0002196,P27338
BE0002196,P27338
BE0002214,P00813
BE0000908,P12724
BE0003317,P07998
BE0000747,P15121
BE0002050,P03366
BE0001594,P04585
BE0001165,P14625
BE0000330,P00374
BE0002089,P21964
BE0000315,P10828
BE0000939,P07858
BE0000761,P20839
BE0000017,P23219
BE0001009,P99999
BE0001448,Q27743
BE0001739,P07477
BE0002011,P0ABP8
BE0003758,Q9UNI1
BE0000133,P05091
BE0001067,Q9UNQ0
BE0001082,P06493
BE0001072,P24941
BE0000890,Q00535
BE0000923,P28482
BE0001198,P39900
BE0000302,P00807
BE0001430,P05364
BE0001274,P14489
BE0000703,O95342
BE0003642,P46721
BE0003643,Q12908
BE0003644,Q14973
BE0001246,P00183
BE0000130,P69905
BE0000629,P68871
BE0001292,P25779
BE0000465,P00326
BE0000747,P15121
BE0001426,P04190
BE0000241,P29275
BE0002433,P05177
BE0001349,P15555
BE0000263,P29474
BE0001344,P10724
BE0000273,Q16773
BE0000721,O15382
BE0000067,P29475
BE0000939,P07858
BE0000870,Q02750
BE0000915,P08581
BE0000648,P00390
BE0002535,P68826
BE0001426,P04190
BE0001972,P32119
BE0001194,P15090
BE0003761,P17612
BE0001128,Q13126
BE0002007,P0AF12
BE0001524,P39126
BE0003751,P61626
BE0002705,P23141
BE0001473,P49773
BE0001229,Q05603
BE0003766,Q9UJM8
BE0000807,P09488
BE0000426,P22303
BE0002706,Q8RLY5
BE0001447,P36873
BE0001209,P68400
BE0001220,P12070
BE0000838,P12931
BE0000516,P20701
BE0001222,P46883
BE0000337,P02766
BE0003106,P15531
BE0001473,P49773
BE0001361,Q54873
BE0000194,P14061
BE0000123,P03372
BE0002638,P08684
BE0001033,P22830
BE0002050,P03366
BE0001019,Q16539
BE0001072,P24941
BE0000017,P23219
BE0001292,P25779
BE0000720,O14556
BE0001536,P22513
BE0000005,P35228
BE0000263,P29474
BE0000067,P29475
BE0000404,P11926
BE0000181,Q9NVS9
BE0003997,P04054
BE0000794,P04150
BE0001248,P00720
BE0002196,P27338
BE0002196,P27338
BE0003872,Q9UKQ2
BE0001145,P16455
BE0003998,P07148
BE0004457,P19961
BE0002639,P04746
BE0000322,P00918
BE0000322,P00918
BE0000250,P00491
BE0000021,P12461
BE0000426,P22303
BE0001421,P00722
BE0000250,P00491
BE0001653,O43570
BE0000322,P00918
BE0000535,P22748
BE0000005,P35228
BE0000263,P29474
BE0003392,P05067
BE0000021,P12461
BE0001786,P29422
BE0000882,P22102
BE0000050,P13716
BE0001551,P28593
BE0001389,P95468
BE0000302,P00807
BE0001358,P00811
BE0000465,P00326
BE0000966,P45452
BE0001198,P39900
BE0000058,P14780
BE0000642,P08253
BE0003872,Q9UKQ2
BE0001260,P04183
BE0000021,P12461
BE0000144,P13631
BE0000623,P18031
BE0000050,P13716
BE0005561,P25105
BE0001432,P17900
BE0001032,P08183
BE0000612,Q08210
BE0001533,P08870
BE0000382,Q02127
BE0001525,P0A7E1
BE0002008,Q53ZE5
BE0003655,Q92959
BE0000689,P05230
BE0001121,P14210
BE0001411,P04958
BE0000132,P10275
BE0000262,P35354
BE0000017,P23219
BE0000592,P42330
BE0000071,Q07869
BE0000215,P37231
BE0000337,P02766
BE0001066,Q4U2R8
BE0000520,P04424
BE0001739,P07477
BE0001517,P22939
BE0000050,P13716
BE0001475,P0A6K3
BE0001019,Q16539
BE0003766,Q9UJM8
BE0001286,P20906
BE0001128,Q13126
BE0002007,P0AF12
BE0000013,P30542
BE0000241,P29275
BE0000924,P29274
BE0000354,P0DMS8
BE0001128,Q13126
BE0001167,O60760
BE0000085,P02792
BE0000048,P00734
BE0001739,P07477
BE0000895,P00749
BE0001739,P07477
BE0004874,Q13315
BE0001197,P08842
BE0000322,P00918
BE0001421,P00722
BE0000270,P00797
BE0001072,P24941
BE0004502,P22459
BE0000779,P11473
BE0001075,P05164
BE0002250,Q07973
BE0000021,P12461
BE0000960,Q12882
BE0000935,Q9UKL6
BE0001516,P20035
BE0001240,P31939
BE0000077,P00492
BE0001534,P50579
BE0000695,P62942
BE0001494,P04936
BE0004631,Q9UL51
BE0001066,Q4U2R8
BE0000916,P11217
BE0000007,P06737
BE0000194,P14061
BE0001260,P04183
BE0000458,Q9QNF7
BE0000704,P01375
BE0001640,P14555
BE0001055,P30793
BE0000735,P09601
BE0001598,P55055
BE0000263,P29474
BE0001531,P27696
BE0000791,P32929
BE0000329,P28845
BE0001478,P26663
BE0001550,P12676
BE0000263,P29474
BE0000005,P35228
BE0000067,P29475
BE0000838,P12931
BE0000845,Q93088
BE0001979,Q16881
BE0000960,Q12882
BE0000073,Q9UDR5
BE0000004,P00488
BE0003758,Q9UNI1
BE0000394,P08246
BE0002374,Q16665
BE0002089,P21964
BE0003543,P04798
BE0001111,Q16678
BE0002090,P11511
BE0000685,P04278
BE0000426,P22303
BE0003106,P15531
BE0000346,P39086
BE0000829,P42262
BE0000916,P11217
BE0001019,Q16539
BE0001680,P09960
BE0001739,P07477
BE0000617,P11586
BE0001120,P07900
BE0009962,P00438
BE0009962,P20586
BE0002201,Q9HBH1
BE0003317,P07998
BE0002010,P0ABQ4
BE0002014,P0ADA1
BE0001739,P07477
BE0001529,P09871
BE0001687,P49789
BE0001315,P48736
BE0004145,P23458
BE0000785,P33527
BE0004338,P09848
BE0001055,P30793
BE0000250,P00491
BE0000017,P23219
BE0000916,P11217
BE0004699,Q8TET4
BE0004698,Q14697
BE0000876,P10253
BE0002639,P04746
BE0000332,P9WGR1
BE0001056,P35557
BE0001330,P15587
BE0001326,P06971
BE0004467,P02144
BE0001108,P19367
BE0004457,P19961
BE0001263,P10844
BE0001411,P04958
BE0001225,P24300
BE0000007,P06737
BE0000926,P01574
BE0004501,Q7Z4J2
BE0004512,O14594
BE0002006,P0AEK4
BE0002830,Q9ZEU2
BE0003024,O34974
BE0002755,P17802
BE0004492,Q701N4
BE0003212,P02943
BE0003072,Q7SI98
BE0002639,P04746
BE0000758,P78540
BE0000286,P05089
BE0001229,Q05603
BE0000747,P15121
BE0000156,Q99720
BE0004352,P14550
BE0004353,O60218
BE0001097,P53779
BE0000250,P00491
BE0001073,P16118
BE0001184,P15559
BE0004467,P02144
BE0000895,P00749
BE0001184,P15559
BE0001448,Q27743
BE0000068,P07195
BE0002201,Q9HBH1
BE0001248,P00720
BE0000426,P22303
BE0003957,P09466
BE0002742,P96965
BE0001072,P24941
BE0002674,P94692
BE0000787,P03369
BE0004172,P17315
BE0001326,P06971
BE0000337,P02766
BE0001014,P62937
BE0000623,P18031
BE0001120,P07900
BE0001165,P14625
BE0000599,P12235
BE0000330,P00374
BE0000322,P00918
BE0000838,P12931
BE0001389,P95468
BE0000468,P0A749
BE0001739,P07477
BE0000623,P18031
BE0001330,P15587
BE0000916,P11217
BE0003997,P04054
BE0001640,P14555
BE0003768,Q9NZK7
BE0000683,P16233
BE0001200,P08100
BE0000880,P29972
BE0001028,P48549
BE0002050,P03366
BE0001260,P04183
BE0000308,P04293
BE0004639,O00142
BE0002493,Q9HU22
BE0003620,P07098
BE0000807,P09488
BE0001189,P28161
BE0001701,P00751
BE0000005,P35228
BE0001739,P07477
BE0001088,P00750
BE0000895,P00749
BE0000211,P00747
BE0000048,P00734
BE0001739,P07477
BE0002194,O00519
BE0000657,P47712
BE0000144,P13631
BE0000735,P09601
BE0000916,P11217
BE0004338,P09848
BE0002214,P00813
BE0000895,P00749
BE0000322,P00918
BE0000400,P00325
BE0000923,P28482
BE0001385,Q04759
BE0001913,P50613
BE0000991,O14965
BE0003761,P17612
BE0004475,P22694
BE0001200,P08100
BE0001241,Q10588
BE0000425,P00338
BE0001248,P00720
BE0002281,P08263
BE0002281,P08263
BE0002433,P05177
BE0000714,P06732
BE0000748,P21802
BE0003823,Q96L21
BE0003828,P62750
BE0003833,P39023
BE0003753,P15085
BE0001260,P04183
BE0000458,Q9QNF7
BE0004149,P08758
BE0001717,P09874
BE0000286,P05089
BE0001260,P04183
BE0000458,Q9QNF7
BE0000302,P00807
BE0001358,P00811
BE0001640,P14555
BE0001694,P46925
BE0003810,P62136
BE0002326,P67775
BE0000776,P14324
BE0002499,P71278
BE0001517,P22939
BE0002196,P27338
BE0001777,Q96RI1
BE0002196,P27338
BE0000188,P07814
BE0001683,P04075
BE0001349,P15555
BE0001073,P16118
BE0000747,P15121
BE0000916,P11217
BE0001072,P24941
BE0001082,P06493
BE0000890,Q00535
BE0003533,P05181
BE0002638,P08684
BE0002362,P20815
BE0000895,P00749
BE0001739,P07477
BE0004631,Q9UL51
BE0001188,O15439
BE0003639,O15440
BE0003658,Q96J66
BE0001066,Q4U2R8
BE0003645,Q8TCC7
BE0003646,Q9Y694
BE0004467,P02144
BE0001667,P03472
BE0000217,Q9UBS5
BE0002340,O75899
BE0000590,P13612
BE0000249,P30531
BE0000471,P31644
BE0000795,P14867
BE0002346,P47870
BE0000523,P34903
BE0000381,P47869
BE0004733,P48066
BE0003592,P18507
BE0000347,P50440
BE0000536,Q7Z2H8
BE0002742,P96965
BE0001248,P00720
BE0000322,P00918
BE0001072,P24941
BE0000882,P22102
BE0001301,P40859
BE0001777,Q96RI1
BE0002365,Q13547
BE0002366,Q92769
BE0002367,O15379
BE0002368,Q9UBN7
BE0001608,Q9BY41
BE0008667,Q13547
BE0008667,Q96DB2
BE0008667,Q92769
BE0008667,O15379
BE0008667,P56524
BE0008667,Q9UQL6
BE0008667,Q8WUI4
BE0008667,Q9BY41
BE0008667,Q9UKV0
BE0008667,Q969S8
BE0008667,Q9UBN7
BE0001199,P06744
BE0001120,P07900
BE0000895,P00749
BE0000776,P14324
BE0003570,O95749
BE0000648,P00390
BE0001029,P60568
BE0000273,Q16773
BE0001026,P06850
BE0003654,Q8TF71
BE0000222,Q01650
BE0000266,P08473
BE0000266,P08473
BE0000330,P00374
BE0001397,P00780
BE0000753,P00439
BE0004500,P30084
BE0000756,P14416
BE0000581,P35462
BE0001608,Q9BY41
BE0000205,P09619
BE0002131,P11362
BE0000838,P12931
BE0000842,P06239
BE0000852,P16234
BE0000250,P00491
BE0003106,P15531
BE0003317,P07998
BE0001349,P15555
BE0002015,P0AD63
BE0001029,P60568
BE0000330,P00374
BE0010179,Q08828
BE0010179,Q96PN6
BE0010179,Q08462
BE0010179,O60266
BE0010179,Q8NFM4
BE0010179,O95622
BE0010179,O43306
BE0010179,P51828
BE0010179,P40145
BE0010179,O60503
BE0003732,Q08462
BE0003733,O95622
BE0001195,P13569
BE0004906,Q12791
BE0004906,Q16558
BE0004906,Q9Y691
BE0004906,Q9NPA1
BE0004906,Q86W47
BE0004906,O15554
BE0004906,Q92952
BE0004906,Q9H2S1
BE0004906,Q9UGI6
BE0000240,P05121
BE0001032,P08183
BE0001358,P00811
BE0000263,P29474
BE0001229,Q05603
BE0004639,O00142
BE0002804,P27707
BE0002804,P27707
BE0001601,P08164
BE0000266,P08473
BE0001717,P09874
BE0003783,P00800
BE0002200,P19021
BE0001667,P03472
BE0000322,P00918
BE0001072,P24941
BE0000916,P11217
BE0003106,P15531
BE0001493,Q56148
BE0000322,P00918
BE0003761,P17612
BE0000612,Q08210
BE0001326,P06971
BE0000382,Q02127
BE0003894,P62593
BE0001568,P62594
BE0000123,P03372
BE0000623,P18031
BE0002214,P00813
BE0001246,P00183
BE0000623,P18031
BE0002101,P68133
BE0004161,P06396
BE0000623,P18031
BE0000752,P19634
BE0001326,P06971
BE0000302,P00807
BE0001358,P00811
BE0001156,P98170
BE0002050,P03366
BE0001421,P00722
BE0001167,O60760
BE0001184,P15559
BE0000814,P09211
BE0000721,O15382
BE0003768,Q9NZK7
BE0004459,O75390
BE0000909,P35270
BE0000165,P37288
BE0000773,P47901
BE0000293,P30518
BE0001534,P50579
BE0000302,P00807
BE0003894,P62593
BE0001568,P62594
BE0003418,P05019
BE0002196,P27338
BE0000005,P35228
BE0000067,P29475
BE0004467,P02144
BE0001072,P24941
BE0000496,P43155
BE0000373,Q9UKG9
BE0000623,P18031
BE0003753,P15085
BE0000365,Q05586
BE0000760,Q12879
BE0000417,Q13224
BE0001315,P48736
BE0001277,P11309
BE0003997,P04054
BE0001033,P22830
BE0002705,P23141
BE0000465,P00326
BE0002088,P62508
BE0001967,P51161
BE0003986,P13073
BE0000335,P00395
BE0003385,P00403
BE0003987,P00414
BE0003988,P20674
BE0003989,P10606
BE0003990,P09669
BE0003991,P24311
BE0003992,P15954
BE0003993,P10176
BE0003994,Q02221
BE0003995,P14854
BE0003996,P24310
BE0001392,P54965
BE0001777,Q96RI1
BE0005788,Q8TDU6
BE0003998,P07148
BE0000703,O95342
BE0001032,P08183
BE0000785,P33527
BE0003642,P46721
BE0003643,Q12908
BE0001069,Q92887
BE0001004,Q9Y6L6
BE0001061,O15438
BE0001188,O15439
BE0003644,Q14973
BE0003645,Q8TCC7
BE0003646,Q9Y694
BE0003659,Q9NPD5
BE0000487,Q07343
BE0003094,O43252
BE0000623,P18031
BE0001739,P07477
BE0002050,P03366
BE0000787,P03369
BE0001717,P09874
BE0003783,P00800
BE0004467,P02144
BE0000426,P22303
BE0001668,P22629
BE0001287,Q08499
BE0001397,P00780
BE0000322,P00918
BE0004552,P61024
BE0002050,P03366
BE0000188,P07814
BE0000939,P07858
BE0000286,P05089
BE0001717,P09874
BE0001967,P51161
BE0003642,P46721
BE0001004,Q9Y6L6
BE0003659,Q9NPD5
BE0000259,P15291
BE0000966,P45452
BE0000337,P02766
BE0001326,P06971
BE0001241,Q10588
BE0001869,P11439
BE0001717,P09874
BE0003362,Q9NXA8
BE0000425,P00338
BE0002363,P10635
BE0003533,P05181
BE0002638,P08684
BE0001594,P04585
BE0001796,P13551
BE0001800,P62580
BE0001542,P00484
BE0002363,P10635
BE0002638,P08684
BE0003541,P22309
BE0000703,O95342
BE0001069,Q92887
BE0001067,Q9UNQ0
BE0001004,Q9Y6L6
BE0002050,P03366
BE0000895,P00749
BE0000220,P16083
BE0001209,P68400
BE0000017,P23219
BE0000262,P35354
BE0000309,P16050
BE0000248,P09917
BE0003721,P35869
BE0008988,P08648
BE0001155,P05106
BE0003392,P05067
BE0000878,P37840
BE0000123,P03372
BE0000515,P48039
BE0000327,P49286
BE0000956,O75469
BE0003848,Q14994
BE0001057,P11166
BE0003074,P16152
BE0000071,Q07869
BE0000215,P37231
