salt_id,drugbank_id,name,unii,cas_number,inchikey,average_mass,monoisotopic_mass
DBSALT002651,DB09355,Sulfabenzamide sodium,ZY48TOH8CR,7257-44-5,PUTNOWNJUKOGEY-UHFFFAOYSA-M,298.29,298.03880768
DBSALT001946,DB09374,Indocyanine green,IX6J1063HV,3599-32-4,MOFVSTNWEDAEEK-UHFFFAOYSA-M,774.97,774.27732387
DBSALT002416,DB09376,Lapyrium chloride,732T8851QH,6272-74-8,HPKFFZSXDWPVLX-UHFFFAOYSA-N,398.97,398.2336207
DBSALT003176,DB09388,Rose bengal sodium I-131,24I7KUI7MK,24359-63-5,UWBXIFCTIZXXLS-SZIYIJPFSA-L,1056.62,1054.4588899
DBSALT001896,DB09395,Sodium acetate trihydrate,4550K0SC9B,6131-90-4,AYRVGWHSXIMRAB-UHFFFAOYSA-M,136.079,136.03476767
DBSALT002663,DB09398,Sodium fluoride F-18,9L75099X6R,22554-99-0,PUZPDOWCWNUUKD-ULWFUOSBSA-M,40.9907,40.99070695
DBSALT002502,DB09407,Magnesium chloride hexahydrate,02F3473H9O,7791-18-6,DHRRIBDTHFBPNG-UHFFFAOYSA-L,203.3,201.9861352
DBSALT002503,DB09407,Magnesium chloride hydrate,,22756-14-5,MJMDTFNVECGTEM-UHFFFAOYSA-L,113.22,111.9333118
DBSALT002335,DB09415,Methylglucamine hydrochloride,2IG86HL9XM,35564-86-4,PKPZZAVJXDZHDW-LJTMIZJLSA-N,231.67,231.0873504
DBSALT002459,DB09420,Sodium iodide I-123,29UKX3A616,41927-88-2,FVAUCKIRQBBSSJ-VVUPZWBASA-M,145.8954,145.89536722
DBSALT003553,DB09421,Protirelin acetate,,120876-23-5,FCUSEANSBYKTPA-UHFFFAOYSA-N,904.936,904.403894531
DBSALT003551,DB09421,Protirelin tartrate,SYW8T997EQ,53935-32-3,KPUAAIHTPMAPLR-GJAJEHNISA-N,512.476,512.186691126
DBSALT003552,DB09421,Protirelin tartrate monohydrate,1N3H4TJE79,56267-12-0,IMEQDWQCFHIYJB-LOMBACLASA-N,530.491,530.19725581
DBSALT002473,DB09425,Indium In-111 pentetate disodium,7UIT3ZGC8E,60662-14-8,JKGXLBAWNSPIFF-LWQDMHIUSA-I,545.194,544.98386803
DBSALT001970,DB09449,"Sodium phosphate, monobasic, dihydrate",5QWK665956,13472-35-0,VBJGJHBYWREJQD-UHFFFAOYSA-M,156.006,155.97996919
DBSALT001971,DB09449,"Sodium phosphate, monobasic, monohydrate",593YOG76RN,10049-21-5,BBMHARZCALWXSL-UHFFFAOYSA-M,137.991,137.96940451
DBSALT001721,DB09456,Insulin suspension isophane beef,,,,,
DBSALT001722,DB09456,Insulin suspension isophane purified beef,,,,,
DBSALT001728,DB09456,Insulin suspension protamine zinc purified beef,,,,,
DBSALT001723,DB09456,Insulin zinc suspension beef,,,,,
DBSALT001724,DB09456,Insulin zinc suspension extended beef,,,,,
DBSALT001725,DB09456,Insulin zinc suspension extended purified beef,,,,,
DBSALT001726,DB09456,Insulin zinc suspension prompt beef,,,,,
DBSALT001727,DB09456,Insulin zinc suspension purified beef,,,,,
DBSALT001892,DB09472,Sodium sulfate decahydrate,0YPR65R21J,7727-73-3,RSIJVJUOQBWMIM-UHFFFAOYSA-L,322.195,322.036915388
DBSALT002434,DB09477,Enalaprilat dihydrate,GV0O7ES0R3,84680-54-6,MZYVOFLIPYDBGD-MLZQUWKJSA-N,384.429,384.18965125
DBSALT002752,DB09479,Rubidium chloride Rb-82,F0Z746KRKQ,132486-03-4,FGDZQCVHDSGLHJ-RYDPDVNUSA-M,117.37,116.8870604
DBSALT002537,DB09480,Iofetamine hydrochloride I-123,R5O1XB5L3M,85068-76-4,AFLDFEASYWNJGX-FOHXBPHZSA-N,335.65,335.0262003
DBSALT003123,DB09481,Magnesium carbonate basic,YQO029V1L4,39409-82-0,UOVKYUCEFPSRIJ-UHFFFAOYSA-D,509.95,507.90643121
DBSALT002504,DB09499,Sodium thiosulfate,L0IYT1O31N,7772-98-7,AKHNMLFCWUSKQB-UHFFFAOYSA-L,158.108,157.908424596
DBSALT002505,DB09499,Sodium thiosulfate pentahydrate,HX1032V43M,10102-17-7,PODWXQQNRWNDGD-UHFFFAOYSA-L,248.17,247.96124819
DBSALT003151,DB09532,Secretin human pentahydrochloride,7HP60U6HMM,108072-62-4,,,
DBSALT002554,DB09552,Thonzonium bromide,JI2B19CR0R,553-08-2,WBWDWFZTSDZAIG-UHFFFAOYSA-M,591.723,590.355925
DBSALT002686,DB09561,Sodium glycerophosphate hydrate,RCS9EQ01V4,55073-41-1,OFNNKPAERNWEDD-UHFFFAOYSA-L,234.051,233.98812819
DBSALT001605,DB09570,Ixazomib citrate,46CWK97Z3K,1239908-20-3,MBOMYENWWXQSNW-AWEZNQCLSA-N,517.12,516.087366
DBSALT002547,DB10276,Human Rotavirus A type G1P(8) strain RIX4414 live antigen,KZ3L01D2PC,,,,
DBSALT002548,DB10276,Human Rotavirus A type G1P7(5) strain WI79 live antigen,25VC15141Q,,,,
DBSALT002549,DB10276,Human Rotavirus A type G2P7(5) strain SC2 live antigen,JU499IS53H,,,,
DBSALT002550,DB10276,Human Rotavirus A type G3P7(5) strain WI78 live antigen,236YGP181O,,,,
DBSALT002551,DB10276,Human Rotavirus A type G4P7(5) strain BRB live antigen,6334XMP4KC,,,,
DBSALT002552,DB10276,Human Rotavirus A type G6P1A(8) strain WI79 live antigen,L1977Q86S5,,,,
DBSALT001981,DB10989,Hepatitis A virus strain CR 326F antigen (formaldehyde inactivated),Q04Q922K9Q,,,,
DBSALT001980,DB10989,Hepatitis A virus strain HM175 antigen (formaldehyde inactivated),5BFC8LZ6LQ,,,,
DBSALT002506,DB11056,Stannous chloride dihydrate,1BQV3749L5,10025-69-1,GATSHYKZJFLTJA-UHFFFAOYSA-L,227.66,227.876687
DBSALT001493,DB11059,Carboxymethylcellulose sodium,97W605BIK0,9004-32-4,,,
DBSALT002579,DB11068,Sodium selenate,5DQP25600A,13410-01-0,MHQOTKLEMKRJIR-UHFFFAOYSA-L,188.94,189.875719666
DBSALT002695,DB11073,Cetylpyridinium bromide,O77BKZ14DE,140-72-7,DVBJBNKEBPCGSY-UHFFFAOYSA-M,384.446,383.218763
DBSALT001496,DB11073,Cetylpyridinium chloride,D9OM4SK49P,6004-24-6,NFCRBQADEGXVDL-UHFFFAOYSA-M,358.01,357.2798426
DBSALT001523,DB11074,Dimethicone 100,RO266O364U,9006-65-9,,,
DBSALT001595,DB11075,Hypromellose 2208 (100 mPa.S),B1QE5P712K,,,,
DBSALT001551,DB11075,Hypromellose 2208 (15000 mPa.S),Z78RG6M2N2,,,,
DBSALT001539,DB11075,Hypromellose 2906 (4000 mPa.S),5EYA69XGAT,,,,
DBSALT001540,DB11075,Hypromellose 2906 (50 mPa.S),612E703ZUQ,,,,
DBSALT001564,DB11075,Hypromellose 2910 (15 mPa.S),36SFW2JZ0W,,,,
DBSALT001563,DB11075,Hypromellose 2910 (15000 mPa.S),288VBX44JC,,,,
DBSALT001522,DB11075,Hypromellose 2910 (3 mPa.S),0VUT3PMY82,,,,
DBSALT001498,DB11075,Hypromellose 2910 (4000 mPa.S),RN3152OP35,,,,
DBSALT003055,DB11075,Hypromellose 2910 (50 mPa.S),1IVH67816N,,,,
DBSALT001526,DB11081,Aluminium chloride hexahydrate,3CYT62D3GA,7784-13-6,JGDITNMASUZKPW-UHFFFAOYSA-K,241.432,239.951484678
DBSALT001505,DB11089,Docusate calcium,6K7YS503HC,128-49-4,DWKPZOZZBLWFJX-UHFFFAOYSA-L,883.22,882.4145903
DBSALT002872,DB11089,Docusate potassium,CIK9F54ZHR,7491-09-0,CACRHRQTJDKAPJ-UHFFFAOYSA-M,460.67,460.1897062
DBSALT001500,DB11089,Docusate sodium,F05Q2T2JA0,577-11-7,APSBXTVYXVQYAB-UHFFFAOYSA-M,444.56,444.21576899
DBSALT003070,DB11093,Calcium citrate malate,4BBS3A53GJ,142606-53-9,YQUQVRHWPYWQRG-UHFFFAOYSA-F,670.581,669.8632918
DBSALT001949,DB11093,Calcium citrate tetrahydrate,MLM29U2X85,5785-44-4,LNIZKKFWMDARJV-UHFFFAOYSA-H,570.492,569.9370864
DBSALT001577,DB11105,Benzalkonium bromide,151T1GQ42D,91080-29-4,,,
DBSALT001509,DB11105,Benzalkonium chloride,F5UM2KM3W7,8001-54-5,,,
DBSALT001529,DB11117,Zinc undecylenate,388VZ25DUR,557-08-4,YMCOHQVWOBMDCZ-UHFFFAOYSA-L,431.92,430.206152
DBSALT001917,DB11120,Turpentine oil,C5H0QJ6V7F,8006-64-2,,,
DBSALT001517,DB11123,Sodium hypochlorite,DY38VHM5OD,7681-52-9,SUKJFIGYRHOWBL-UHFFFAOYSA-N,74.442,73.953537004
DBSALT001518,DB11124,Racepinephrine hydrochloride,336096P2WE,329-63-5,ATADHKWKHYVBTJ-UHFFFAOYSA-N,219.67,219.066221
DBSALT001519,DB11125,Benzethonium chloride,PH41D05744,121-54-0,UREZNYTWGJKWBI-UHFFFAOYSA-M,448.09,447.2904073
DBSALT001520,DB11126,Calcium gluconate monohydrate,CZN0MI5R31,66905-23-5,XLNFVCRGJZBQGX-XRDLMGPZSA-L,448.387,448.074111
DBSALT001761,DB11127,Sodium selenite,HIW548RQ3W,10102-18-8,BVTBRVFYZUCAKH-UHFFFAOYSA-L,172.94,173.880805044
DBSALT003017,DB11127,Sodium selenite pentahydrate,0WV4L961ZV,26970-82-1,TUANAMBRHOLYTH-UHFFFAOYSA-L,263.023,263.933628
DBSALT001525,DB11140,Chromium Cr-51 chloride,U4M5Y13FGM,16284-59-6,QSWDMMVNRMROPK-XDETZXHVSA-K,157.29,155.8513299
DBSALT002477,DB11140,Chromium Cr-51 edetate,N3Y22O955Z,27849-89-4,YJZDPFHZDKVOTR-HCMAANCNSA-N,343.189,343.03543725
DBSALT002680,DB11145,8-Hydroxyquinoline citrate,K522O2O40B,134-30-5,GTOQWWQKBBZILU-UHFFFAOYSA-N,337.284,337.079766447
DBSALT002677,DB11145,8-Hydroxyquinoline hydrochloride,,16862-11-6,GXBJNMSTHMBPPE-UHFFFAOYSA-N,181.62,181.0294416
DBSALT002679,DB11145,8-Hydroxyquinoline salicylate,98Z1AMM4PS,2439-07-8,GOEKBPHGLUYFOX-UHFFFAOYSA-N,283.283,283.084457903
DBSALT002678,DB11145,8-Hydroxyquinoline sulfate,,1130-05-8,MRUMAIRJPMUAPZ-UHFFFAOYSA-N,243.23,243.020143568
DBSALT001527,DB11145,Oxyquinoline sulfate,61VUG75Y3P,134-31-6,YYVFXSYQSOZCOQ-UHFFFAOYSA-N,388.39,388.072907417
DBSALT002681,DB11148,Butamben picrate,D4ZFB7ZH5Y,577-48-0,ATAGSVCDFKGYPE-UHFFFAOYSA-N,615.596,615.217656903
DBSALT001528,DB11152,Trichloroacetic acid,5V2JDO056X,76-03-9,YNJBWRMUSHSURL-UHFFFAOYSA-N,163.387,161.904212397
DBSALT001549,DB11154,Zinc citrate trihydrate,GNM26GAX7R,178326-57-3,VSJRDSLPNMGNFG-UHFFFAOYSA-H,628.38,623.826175
DBSALT002662,DB11156,Pyrantel citrate,1YXE665Z2S,5685-86-9,YJGGCARNRYGSPA-IPZCTEOASA-N,398.43,398.11477223
DBSALT001530,DB11156,Pyrantel pamoate,81BK194Z5M,22204-24-6,AQXXZDYPVDOQEE-MXDQRGINSA-N,594.68,594.182457868
DBSALT001617,DB11156,Pyrantel tartrate,SC82VF0480,33401-94-4,VWRCYAZJKNPEQR-NIEARKAZSA-N,356.39,356.104207546
DBSALT001531,DB11160,Phenyltoloxamine citrate,8UE48MJH8M,1176-08-5,ZZYHCCDMBJTROG-UHFFFAOYSA-N,447.484,447.189316898
DBSALT002682,DB11160,Phenyltoloxamine hydrochloride,56O4H6ZT2K,6152-43-8,HMBOWANDONYIBI-UHFFFAOYSA-N,291.82,291.138992
DBSALT001533,DB11164,Bicisate dihydrochloride,B005P07V07,14344-58-2,HKASNZKRIQURIX-BZDVOYDHSA-N,397.37,396.0711051
DBSALT001537,DB11181,Homatropine hydrobromide,BEW7469QZ0,51-56-9,DWSGTFTVBLXELC-RDYJJYPNSA-N,356.26,355.078307
DBSALT002436,DB11182,Rose bengal potassium,1ZPG1ELY14,632-68-8,AZJPTIGZZTZIDR-UHFFFAOYSA-L,1049.85,1047.41093
DBSALT001538,DB11182,Rose bengal sodium,956575SN5L,632-69-9,UWBXIFCTIZXXLS-UHFFFAOYSA-L,1017.636,1015.463047032
DBSALT002279,DB11185,Benzophenone-5,853Z42ZYAS,6628-37-1,KJCLYACXIWMFCC-UHFFFAOYSA-M,330.29,330.01740353
DBSALT001543,DB11186,Pentoxyverine citrate,4SH0MFJ5HJ,23142-01-0,AKJDEXBCRLOVTH-UHFFFAOYSA-N,525.595,525.25739646
DBSALT002765,DB11186,Pentoxyverine tannate,23K1F351T7,1406-98-0,LILZIIRVLKMYCP-HBNMXAOGSA-N,2034.678,2033.403368057
DBSALT001545,DB11192,Magnesium L-threonate,1Y26ZZ0OTM,778571-57-6,YVJOHOWNFPQSPP-BALCVSAKSA-L,294.495,294.04373835
DBSALT001550,DB11202,N-alkyl ethylbenzyl dimethyl ammonium chloride (C12-C14),G258TFN61X,,,,
DBSALT001597,DB11210,Ferrous bisglycinate hydrochloride,IW3QLZ8MRC,67972-33-2,JTLXXRNVKWTJHD-UHFFFAOYSA-L,276.88,275.936698
DBSALT001903,DB11228,Methylcellulose (100 MPa.s),4GFU244C4J,9004-67-5,,,
DBSALT001902,DB11228,Methylcellulose (15 MPa.s),NPU9M2E6L8,9004-67-5,,,
DBSALT001901,DB11228,Methylcellulose (1500 MPa.s),P0NTE48364,9004-67-5,,,
DBSALT001900,DB11228,Methylcellulose (25 MPa.s),BI55GG2WLI,9004-67-5,,,
DBSALT001899,DB11228,Methylcellulose (400 MPa.s),O0GN6F9B2Y,9004-67-5,,,
DBSALT001559,DB11228,Methylcellulose (4000 MPa.s),MRJ667KA5E,9004-67-5,,,
DBSALT001562,DB11235,Thonzylamine hydrochloride,6K9YKD48Y4,63-56-9,HRYJPHOTGFERGT-UHFFFAOYSA-N,322.84,322.1560391
DBSALT002664,DB11239,Aluminum sulfate hydrate,34S289N54E,17927-65-0,BUACSMWVFUNQET-UHFFFAOYSA-H,360.15,359.8288306
DBSALT002778,DB11239,Aluminum sulfate tetradecahydrate,E3UT66504P,16828-12-9,GUNGYIXTFIIJDK-UHFFFAOYSA-H,594.34,593.9661715
DBSALT002891,DB11248,Zinc gluconate trihydrate,F2F0XU34WQ,12389-19-4,ZPQPBMFYUZNVPE-BMDZSJGYSA-L,509.72,508.061791
DBSALT001276,DB11256,Levomefolate calcium,A9R10K3F2F,151533-22-1,VWBBRFHSPXRJQD-QNTKWALQSA-L,497.525,497.1335724
DBSALT001567,DB11256,Levomefolate glucosamine,Q65PL71Q1A,1181972-37-1,FZDRYCKUVGVDSO-KWWXADPNSA-N,817.807,817.345376598
DBSALT001534,DB11256,Levomefolate magnesium,1VZZ62R081,1429498-11-2,UNKHRTFYDNBUHK-QNTKWALQSA-L,481.752,481.15602319
DBSALT001569,DB11273,Dihydroergocornine mesylate,42RX8KPW29,29261-94-7,UOOWRCRLTSXSAV-GSZJWLEYSA-N,659.8,659.298884603
DBSALT002361,DB11274,Dihydro-alpha-ergocryptine mesylate,Z4I7BU58DN,14271-05-7,TZGKQIBPZOZAKF-PJLVGBPESA-N,673.83,673.314534667
DBSALT001571,DB11275,Epicriptine mesilate,79Y4U49I29,65914-79-6,YKEUOHBRJUALFI-ILSKZLILSA-N,673.83,673.314534667
DBSALT001572,DB11278,DL-Methylephedrine hydrochloride,8ONA78V6FO,18760-80-0,NTCYWJCEOILKNG-ROLPUNSJSA-N,215.72,215.1076919
DBSALT002749,DB11279,Brilliant green,G0L543D370,633-03-4,NNBFNNNWANBMTI-UHFFFAOYSA-M,482.64,482.223928757
DBSALT002421,DB11296,Prezatide monoacetate,8AA809EUS9,72957-37-0,MGNUTAFMLGJBGV-ACMTZBLWSA-N,400.436,400.207032646
DBSALT001580,DB11306,Sodium bentonite,K1BPI94O04,85049-30-5,ONCZQWJXONKSMM-UHFFFAOYSA-N,422.286,421.7998618
DBSALT001587,DB11315,Methscopolamine nitrate,K0813KQM3V,6106-46-3,BSQIVYOSLFLSGE-RAFJPFSSSA-N,380.397,380.158351121
DBSALT002728,DB11318,"1,2-docosahexanoyl-sn-glycero-3-phosphoserine calcium",6WJM73T46K,,YTMBNDPMRXSRSP-QYSNLLAGSA-L,1798.288,1796.95701
DBSALT002654,DB11327,Bispyrithione magsulfex,48H0YX0NT4,67182-81-4,FNJVKRQYEQVPLK-UHFFFAOYSA-L,426.71,425.97118526
DBSALT001590,DB11331,"1-palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)), sodium salt",T52TI8BMQ6,268550-95-4,FJXDNGDRHUDFST-XQYKCTAGSA-M,771.002,770.50737993
DBSALT002430,DB11348,"Calcium phosphate, dibasic",L11K75P92J,7757-93-9,FUFJGUQYACFECW-UHFFFAOYSA-L,136.057,135.923836187
DBSALT002431,DB11348,"Calcium phosphate, tribasic",K4C08XP666,7758-87-4,QORWJWZARLRLPR-UHFFFAOYSA-H,310.177,309.794613465
DBSALT001594,DB11352,Magnesium ascorbyl phosphate,0R822556M5,113170-55-1,PBSRSWFGYPZDAU-FFIPNUABSA-H,579.073,577.90501264
DBSALT001966,DB11359,Guaiacol carbonate,Q71XPQ6R29,553-17-3,ORUJFMPWKPVXLZ-UHFFFAOYSA-N,274.272,274.084123551
DBSALT001965,DB11359,Guaiacol hydrochloride,,,AXHWIVKRWPJSOF-UHFFFAOYSA-N,160.6,160.0291072
DBSALT001607,DB11363,Alectinib hydrochloride,P9YY73LO6J,1256589-74-8,GYABBVHSRIHYJR-UHFFFAOYSA-N,519.09,518.2448541
DBSALT002507,DB11365,Sennosides A and B,1B5FPI42EN,62211-03-4,,,
DBSALT003105,DB11386,Chlorobutanol hemihydrate,3X4P6271OX,6001-64-5,WRWLCXJYIMRJIN-UHFFFAOYSA-N,372.91,369.9230606
DBSALT001657,DB11491,Sarafloxacin hydrochloride,I36JP4Q9DF,91296-87-6,KNWODGJQLCISLC-UHFFFAOYSA-N,421.83,421.1004755
DBSALT002839,DB11496,Sodium 2-mercaptobenzothiazole,2K7B30DX7O,2492-26-4,VLDHWMAJBNWALQ-UHFFFAOYSA-N,190.23,189.97556221
DBSALT001668,DB11502,Butacaine sulfate,PAU39W3CVB,149-15-5,VWZAGCZUPZKTET-UHFFFAOYSA-N,710.97,710.428836146
DBSALT001676,DB11512,Dihydrostreptomycin sulfate,T7D4876IUE,5490-27-7,CZWJCQXZZJHHRH-YCRXJPFRSA-N,1461.41,1460.464778732
DBSALT001680,DB11516,Dithiazanine iodide,8OEC3RA07X,514-73-8,MNQDKWZEUULFPX-UHFFFAOYSA-M,518.48,518.03474
DBSALT001751,DB11575,Grazoprevir monohydrate,4O2AB118LA,1350462-55-3,RXSARIJMSJWJLZ-CIAYNJNFSA-N,784.93,784.346563072
DBSALT001752,DB11577,Indigotindisulfonate sodium,D3741U8K7L,860-22-0,KHLVKKOJDHCJMG-QDBORUFSSA-L,466.35,465.95174613
DBSALT001775,DB11583,Cetalkonium bromide,UHU0390Z3J,3529-04-2,DLNWMWYCSOQYSQ-UHFFFAOYSA-M,440.554,439.281363
DBSALT001776,DB11583,Cetalkonium chloride,85474O1N9D,122-18-9,SXPWTBGAZSPLHA-UHFFFAOYSA-M,396.1,395.3318782
DBSALT001777,DB11584,Pipradrol hydrochloride,F6E46VR9Y2,71-78-3,KIFIYUHFHGSNHL-UHFFFAOYSA-N,303.83,303.138992
DBSALT001778,DB11587,Etafedrine hydrochloride,Y134VQ304Y,530-35-8,WRONACHIHQGZSD-JGAZGGJJSA-N,229.75,229.123342
DBSALT001884,DB11594,Domiphen bromide,R4CY19YS7C,538-71-6,OJIYIVCMRYCWSE-UHFFFAOYSA-M,414.472,413.229328
DBSALT001886,DB11596,Levoleucovorin calcium,778XL6VBS8,80433-71-2,KVUAALJSMIVURS-QNTKWALQSA-L,511.508,511.1128369
DBSALT001887,DB11596,Levoleucovorin calcium pentahydrate,WA16A5Y52X,419573-16-3,NPPBLUASYYNAIG-BWDMFOMUSA-L,601.583,601.1656604
DBSALT001890,DB11596,Levoleucovorin disodium,5TXQ76K65T,1141892-29-6,FSDMNNPYPVJNAT-NJHZPMQHSA-L,517.41,517.1297846
DBSALT001904,DB11602,Hydroxyethyl cellulose (100 MPa.s at 2%),R33S7TK2EP,,,,
DBSALT001905,DB11602,Hydroxyethyl cellulose (140 MPa.s at 5%),8136Y38GY5,,,,
DBSALT001906,DB11602,Hydroxyethyl cellulose (1500 MPa.s at 1%),L605B5892V,,,,
DBSALT001907,DB11602,Hydroxyethyl cellulose (1800 MPa.s at 2%),6OX6A5C7B6,,,,
DBSALT001908,DB11602,Hydroxyethyl cellulose (2000 MPa.s at 1%),S38J6RZN16,,,,
DBSALT001909,DB11602,Hydroxyethyl cellulose (280 MPa.s at 2%),12VCE9HR9E,,,,
DBSALT001910,DB11602,Hydroxyethyl cellulose (280 MPa.s at 5%),B24JYI97VR,,,,
DBSALT001911,DB11602,Hydroxyethyl cellulose (3000 MPa.s at 1%),7Q6P4JN1QT,,,,
DBSALT001912,DB11602,Hydroxyethyl cellulose (40 MPa.s at 2%),I2N4ZF9233,,,,
DBSALT001913,DB11602,Hydroxyethyl cellulose (4000 MPa.s at 1%),ZYD53NBL45,,,,
DBSALT001914,DB11602,Hydroxyethyl cellulose (5000 MPa.s at 1%),X70SE62ZAR,,,,
DBSALT001915,DB11602,Hydroxyethyl cellulose (5500 MPa.s at 2%),M825OX60H9,,,,
DBSALT001916,DB11602,Hydroxyethyl cellulose (6500 MPa.s at 2%),2Q40985DRM,,,,
DBSALT001919,DB11609,Normethadone hydrochloride,OIV53II16G,847-84-7,GYWUCVKLUKFJLC-UHFFFAOYSA-N,331.88,331.1702922
DBSALT001920,DB11610,Oxilofrine hydrochloride,3O9694M5EO,942-51-8,ICBZSKCTKKUQSY-YUWZRIFDSA-N,217.69,217.0869565
DBSALT001921,DB11611,Lifitegrast sodium,QG18FLP1KP,1119276-80-0,BPWOKOSRORLLIN-BQAIUKQQSA-M,637.46,636.0500719
DBSALT001922,DB11614,Rupatadine fumarate,XJ6OT32M93,182349-12-8,JYBLCDXVHQWMSU-WLHGVMLRSA-N,532.04,531.1924842
DBSALT001923,DB11614,Rupatadine trihydrochloride,G61C8NZY2T,156611-76-6,BQFOTHHRVVHLEW-UHFFFAOYSA-N,525.34,523.1115587
DBSALT001944,DB11622,Dehydrocholate sodium,W4193719XR,145-41-5,FKJIJBSJQSMPTI-CAOXKPNISA-M,424.513,424.22256844
DBSALT001979,DB11627,Hepatitis B virus subtype ADW HBSAG surface protein antigen,XL4HLC6JH6,,,,
DBSALT001978,DB11627,Hepatitis B virus subtype ADW2 HBSAG surface protein antigen,9GCJ1L5D1P,351186-51-1,,,
DBSALT002625,DB11628,Depreotide trifluoroacetate,41103DW4UG,951756-09-5,ULBLQSNGKAZIES-KTABZWLNSA-N,1471.73,1470.676368704
DBSALT002818,DB11640,Amifampridine phosphate,8HF8FIN815,446254-47-3,KAICRBBQCRKMPO-UHFFFAOYSA-N,207.126,207.040892812
DBSALT002672,DB11641,Vinflunine ditartrate,33MG53C7XW,194468-36-5,TXONSEMUKVZUON-WVJCOWEJSA-N,967.03,966.407408954
DBSALT002888,DB11642,Pitolisant hydrochloride,YV33CH63HI,903576-44-3,XLFKECRRMPOAQS-UHFFFAOYSA-N,332.31,331.1469699
DBSALT002673,DB11644,Tafamidis meglumine,ZU7CF08A1A,951395-08-7,DQJDBUPLRMRBAB-WZTVWXICSA-N,503.33,502.0909711
DBSALT002878,DB11653,Bremelanotide acetate,PV2WI7495P,1607799-13-2,MAYUSRUHXFWITM-GBRHMYBBSA-N,1085.234,1084.545413814
DBSALT002048,DB11689,Selumetinib sulfate,807ME4B7IJ,943332-08-9,GRKFGZYYYYISDX-UHFFFAOYSA-N,555.76,553.967389
DBSALT002556,DB11691,Naldemedine tosylate,V1N8F1RVVO,1345728-04-2,WCYDLROFMZJJLE-RTMHEQJQSA-N,742.84,742.267250122
DBSALT002051,DB11699,Tropisetron Hydrochloride,A19338Q2YO,105826-92-4,XIEGSJAEZIGKSA-LUNMCBQDSA-N,320.82,320.1291556
DBSALT002052,DB11699,Tropisetron Mesylate,X2V6FDY03T,833482-77-2,FFTYLXTULVZQRZ-LUNMCBQDSA-N,380.46,380.140593055
DBSALT003489,DB11700,Setmelanotide acetate,224I1W20I7,1504602-49-6,PILXXDANZBQUJH-PUHLIQIQSA-N,1297.48,1296.549196296
DBSALT003504,DB11703,Acalabrutinib maleate monohydrate,9GP2BPG9NS,2641500-53-8,VBDKXTXWSCEGJA-UHFFFAOYSA-N,599.604,599.212846302
DBSALT002059,DB11730,Ribociclib hydrochloride,63YF7YKW7E,1211443-80-9,JZRSIQPIKASMEV-UHFFFAOYSA-N,471.01,470.2309354
DBSALT002583,DB11730,Ribociclib succinate,BG7HLX2919,1374639-75-4,NHANOMFABJQAAH-UHFFFAOYSA-N,552.636,552.280866291
DBSALT002893,DB11732,Lasmiditan succinate,W64YBJ346B,439239-92-6,MSOIHUHNGPOCTH-UHFFFAOYSA-N,872.822,872.296831314
DBSALT002061,DB11738,Rilmenidine Phosphate,59QD64Q32M,85409-38-7,ZJCOWRFWZOAVFY-UHFFFAOYSA-N,278.245,278.103158718
DBSALT002064,DB11751,Cabotegravir sodium,3L12PT535M,1051375-13-3,AEZBWGMXBKPGFP-KIUAEZIZSA-M,427.34,427.09557123
DBSALT002065,DB11753,Rifamycin sodium,32086GS35Z,14897-39-3,YVOFSHPIJOYKSH-NLYBMVFSSA-M,719.76,719.29177021
DBSALT002816,DB11760,Talazoparib tosylate,02WK9U5NZC,1373431-65-2,QUQKKHBYEFLEHK-QNBGGDODSA-N,552.56,552.139130712
DBSALT002068,DB11761,Tenapanor hydrochloride,50605O2ZNS,1234365-97-9,VFRAXTZDILCRKY-OWRGXFNZSA-N,1217.96,1214.263099
DBSALT003445,DB11763,Momelotinib dihydrochloride,RBH995N496,1380317-28-1,IPNATXQRPWRHKD-UHFFFAOYSA-N,487.39,486.1337794
DBSALT003485,DB11763,Momelotinib dihydrochloride monohydrate,LDX8893L5D,1841094-17-4,RQKCPSIFARJBOR-UHFFFAOYSA-N,505.4,504.1443441
DBSALT002950,DB11791,Capmatinib hydrochloride,C2A374O70X,1865733-40-9,COWBUPJEEDYWKD-UHFFFAOYSA-N,503.36,502.1087075
DBSALT002076,DB11793,Niraparib hydrochloride,L4JFC1PHCI,1038915-64-8,YXYDNYFWAFBCAN-PFEQFJNWSA-N,356.85,356.140389
DBSALT002589,DB11793,Niraparib tosylate,75KE12AY9U,1038915-73-9,LCPFHXWLJMNKNC-PFEQFJNWSA-N,492.59,492.183126572
DBSALT002590,DB11793,Niraparib tosylate monohydrate,195Q483UZD,1613220-15-7,ACNPUCQQZDAPJH-FMOMHUKBSA-N,510.61,510.193691256
DBSALT002794,DB11796,Fostemsavir tromethamine,2X513P36U0,864953-39-9,RRGJSMBMTOKHTE-UHFFFAOYSA-N,704.634,704.231941041
DBSALT002077,DB11799,Bictegravir sodium,4L5MP1Y7W7,1807988-02-8,WJNFBIVCQMPPJC-FQYDJHLKSA-M,471.368,471.10179943
DBSALT002078,DB11800,Tivozanib hydrochloride,8A9H4VK35Z,682745-41-1,RQXMKRRBJITKRN-UHFFFAOYSA-N,509.34,508.0916398
