ref_pk,drugbank_id,interactant_id
8640,DB00441,BE0000325
8641,DB00441,BE0000325
8642,DB00441,BE0000325
8643,DB00441,BE0000325
8644,DB00441,BE0000325
16,DB00441,BE0002450
8645,DB00441,BE0000324
8646,DB00441,BE0000324
8647,DB00441,BE0000324
8648,DB00441,BE0000324
8649,DB00441,BE0000324
17,DB00441,BE0000324
8650,DB00441,BE0000324
8651,DB00441,BE0000637
8652,DB00441,BE0000637
8653,DB00441,BE0000637
8654,DB00441,BE0000637
8630,DB00441,BE0004639
8630,DB00441,BE0000637
8630,DB00441,BE0003106
8655,DB00441,BE0002443
8656,DB00441,BE0002443
8657,DB00441,BE0002443
8657,DB00441,BE0002804
8658,DB00441,BE0002804
8659,DB00441,BE0001032
8660,DB00441,BE0003651
8661,DB00441,BE0001204
8650,DB00441,BE0001204
8662,DB00441,BE0001204
8663,DB00441,BE0001204
8664,DB00441,BE0001204
384,DB00441,BE0001204
8665,DB00441,BE0004705
8665,DB00441,BE0004706
8666,DB00441,BE0003672
8667,DB00442,
8667,DB00442,BE0009677
8668,DB00443,
5043,DB00443,
8669,DB00443,
8670,DB00443,
8671,DB00443,
8672,DB00443,
8673,DB00443,
8674,DB00443,
8675,DB00443,
8676,DB00443,
8677,DB00443,
8678,DB00443,
8679,DB00443,
7785,DB00443,
8680,DB00443,
8681,DB00443,
8682,DB00443,
8683,DB00443,BE0000794
8684,DB00443,BE0000794
8685,DB00443,BE0000794
16,DB00443,BE0000794
8686,DB00443,BE0002090
5044,DB00443,BE0002362
8687,DB00443,BE0002362
8687,DB00443,BE0003612
3546,DB00443,BE0003336
3546,DB00443,BE0001111
3546,DB00443,BE0003549
3546,DB00443,BE0002887
3546,DB00443,BE0002793
3546,DB00443,BE0003536
8687,DB00443,BE0002638
8688,DB00443,BE0002638
8689,DB00443,BE0002638
8673,DB00443,BE0000530
8674,DB00443,BE0000209
5047,DB00443,BE0001032
8690,DB00444,BE0000742
8691,DB00444,BE0000742
8692,DB00444,BE0000742
8693,DB00444,BE0000742
8694,DB00444,BE0000742
17,DB00444,BE0000742
16,DB00444,BE0002425
8695,DB00444,BE0002362
345,DB00444,BE0003536
345,DB00444,BE0002793
8696,DB00444,BE0002793
8697,DB00444,BE0002638
8695,DB00444,BE0002638
8698,DB00444,BE0003640
8699,DB00444,BE0001067
16,DB00445,BE0002425
8700,DB00445,BE0004796
8701,DB00445,BE0004796
8702,DB00445,BE0004796
8703,DB00445,BE0000742
8704,DB00445,BE0000742
8705,DB00445,BE0000742
8706,DB00445,BE0000742
384,DB00445,BE0000742
8707,DB00445,BE0003679
8708,DB00445,BE0003679
8709,DB00445,BE0000657
8710,DB00445,BE0000785
8711,DB00445,BE0000785
8712,DB00445,BE0000785
8713,DB00446,
8714,DB00446,
8715,DB00446,
8716,DB00446,
8717,DB00446,
3710,DB00446,
8718,DB00446,
8719,DB00446,BE0004650
8720,DB00446,BE0004650
8721,DB00446,BE0004650
8722,DB00446,BE0001544
8723,DB00446,BE0000929
8724,DB00446,BE0000929
8719,DB00446,BE0001542
8725,DB00446,BE0001542
8726,DB00446,BE0001542
8727,DB00446,BE0001320
8728,DB00446,BE0001320
8729,DB00446,BE0001320
8730,DB00446,BE0001493
8731,DB00446,BE0001493
8732,DB00446,BE0001493
8733,DB00446,BE0003536
345,DB00446,BE0003536
8733,DB00446,BE0002638
8734,DB00446,BE0002638
384,DB00446,BE0002638
345,DB00446,BE0002638
345,DB00446,BE0002362
345,DB00446,BE0003612
6254,DB00446,BE0001066
8735,DB00447,
8736,DB00447,
8737,DB00447,
8738,DB00447,
8739,DB00447,BE0004643
8740,DB00447,BE0004643
8740,DB00447,BE0000576
8741,DB00447,BE0001018
8742,DB00447,BE0001134
8743,DB00448,
8744,DB00448,
4309,DB00448,
8745,DB00448,
8746,DB00448,
8747,DB00448,
8748,DB00448,
8749,DB00448,
8750,DB00448,
8751,DB00448,
8743,DB00448,BE0000349
8752,DB00448,BE0000349
17,DB00448,BE0000349
8753,DB00448,BE0003474
8754,DB00448,BE0003543
6771,DB00448,BE0003543
6771,DB00448,BE0001111
8755,DB00448,BE0002887
8756,DB00448,BE0002887
3457,DB00448,BE0002793
8757,DB00448,BE0002793
6781,DB00448,BE0002793
8758,DB00448,BE0002793
8756,DB00448,BE0003611
6793,DB00448,BE0002363
8759,DB00448,BE0002638
8754,DB00448,BE0002638
8760,DB00448,BE0002638
8755,DB00448,BE0002638
6793,DB00448,BE0002638
8755,DB00448,BE0003536
8759,DB00448,BE0003536
8758,DB00448,BE0003536
6781,DB00448,BE0003536
8761,DB00448,BE0003536
8762,DB00448,BE0003536
6793,DB00448,BE0003536
4309,DB00448,BE0003536
345,DB00448,BE0003536
4339,DB00448,BE0001067
8763,DB00448,BE0001067
4334,DB00448,BE0001032
8764,DB00448,BE0001032
8765,DB00448,BE0003645
8766,DB00448,BE0003645
8767,DB00448,BE0003648
8767,DB00448,BE0003647
8767,DB00448,BE0003650
8768,DB00449,
8769,DB00449,BE0000501
7659,DB00449,BE0000501
8770,DB00449,BE0000289
17,DB00449,BE0000694
8771,DB00449,BE0000694
8772,DB00449,BE0000694
8773,DB00449,BE0000694
8774,DB00449,BE0002180
16,DB00449,BE0000172
8774,DB00449,BE0000426
8775,DB00450,
8776,DB00450,
8777,DB00450,BE0000501
8778,DB00450,BE0000756
8481,DB00450,BE0000756
8779,DB00450,BE0000756
8780,DB00450,BE0000756
4915,DB00450,BE0000756
384,DB00450,BE0000756
5478,DB00451,
8781,DB00451,
8782,DB00451,
8783,DB00451,
8784,DB00451,
8785,DB00451,
8786,DB00451,
8787,DB00451,
8788,DB00451,
8789,DB00451,
8790,DB00451,
8791,DB00451,
8792,DB00451,
8793,DB00451,
8794,DB00451,
8795,DB00451,
8788,DB00451,BE0003576
8790,DB00451,BE0003576
8788,DB00451,BE0001155
8790,DB00451,BE0001155
5462,DB00451,BE0000687
8796,DB00451,BE0000687
17,DB00451,BE0000687
8781,DB00451,BE0000687
8797,DB00451,BE0000315
8798,DB00451,BE0000315
8799,DB00451,BE0000315
8781,DB00451,BE0000315
3844,DB00451,BE0003541
8800,DB00451,BE0001032
8801,DB00451,BE0001032
4583,DB00451,BE0002887
3937,DB00451,BE0002887
5468,DB00451,BE0000337
5469,DB00451,BE0000337
5469,DB00451,BE0000537
5469,DB00451,BE0000530
5036,DB00451,BE0003660
733,DB00451,BE0003660
5476,DB00451,BE0003660
4220,DB00451,BE0003660
2186,DB00451,BE0000178
8800,DB00451,BE0001032
5466,DB00451,BE0003642
4220,DB00451,BE0003642
4220,DB00451,BE0001004
3512,DB00451,BE0001004
8802,DB00451,BE0001004
4220,DB00451,BE0003656
5478,DB00451,BE0000222
4220,DB00451,BE0001042
8803,DB00452,BE0004799
8804,DB00452,BE0000279
8805,DB00452,BE0000919
8806,DB00452,BE0000919
8808,DB00454,
8809,DB00454,
8810,DB00454,
8811,DB00454,
8812,DB00454,BE0000632
8813,DB00454,BE0000632
8814,DB00454,BE0000632
8815,DB00454,BE0000632
6234,DB00454,BE0000632
384,DB00454,BE0000632
8816,DB00454,BE0000365
8816,DB00454,BE0000417
8816,DB00454,BE0000760
8816,DB00454,BE0000454
8816,DB00454,BE0000396
8817,DB00454,BE0004890
6234,DB00454,BE0000770
8818,DB00454,BE0000770
384,DB00454,BE0000770
8819,DB00454,BE0000770
8820,DB00454,BE0000770
8821,DB00454,BE0000647
8819,DB00454,BE0000647
8822,DB00454,BE0000647
8819,DB00454,BE0000486
8822,DB00454,BE0000486
8819,DB00454,BE0000749
8822,DB00454,BE0000749
8823,DB00454,BE0002705
8824,DB00454,BE0002638
8825,DB00454,BE0002638
8826,DB00454,BE0003536
8827,DB00454,BE0003536
8826,DB00454,BE0003549
4752,DB00454,BE0003549
8826,DB00454,BE0002363
8824,DB00454,BE0002433
8828,DB00454,BE0000530
8828,DB00454,BE0000925
8829,DB00454,BE0001032
8830,DB00454,BE0001032
8831,DB00455,
8832,DB00455,
8833,DB00455,
8834,DB00455,
8835,DB00455,
8836,DB00455,
8837,DB00455,
6818,DB00455,
8838,DB00455,
8839,DB00455,
8840,DB00455,
8841,DB00455,
6829,DB00455,
6828,DB00455,
8842,DB00455,
8843,DB00455,
8844,DB00455,
8845,DB00455,
17,DB00455,BE0000442
8846,DB00455,BE0000442
8847,DB00455,BE0000442
8848,DB00455,BE0000442
6823,DB00455,BE0000442
6824,DB00455,BE0000442
8849,DB00455,BE0000442
8832,DB00455,BE0000442
8833,DB00455,BE0000442
16,DB00455,BE0000442
8850,DB00455,BE0000442
384,DB00455,BE0000442
8851,DB00455,BE0000442
4898,DB00455,BE0000442
8852,DB00455,BE0000090
8853,DB00455,BE0000090
8854,DB00455,BE0000090
384,DB00455,BE0000090
8855,DB00455,BE0002638
8856,DB00455,BE0002638
8857,DB00455,BE0002638
5139,DB00455,BE0002638
384,DB00455,BE0002638
8857,DB00455,BE0002363
8858,DB00455,BE0002363
8859,DB00455,BE0002363
5139,DB00455,BE0002363
384,DB00455,BE0002363
8839,DB00455,BE0003543
8843,DB00455,BE0003543
8857,DB00455,BE0003536
8839,DB00455,BE0003536
8843,DB00455,BE0003536
5139,DB00455,BE0003536
384,DB00455,BE0003536
4583,DB00455,BE0002887
3937,DB00455,BE0002887
5139,DB00455,BE0002887
384,DB00455,BE0002887
8839,DB00455,BE0002433
5139,DB00455,BE0002433
384,DB00455,BE0002433
8839,DB00455,BE0003549
8839,DB00455,BE0002793
5139,DB00455,BE0002793
384,DB00455,BE0002793
8839,DB00455,BE0002362
8842,DB00455,BE0009343
8843,DB00455,BE0003541
8843,DB00455,BE0003677
8843,DB00455,BE0004696
8860,DB00455,BE0001032
6829,DB00455,BE0001032
8861,DB00455,BE0001032
384,DB00455,BE0001032
8862,DB00455,BE0001032
3466,DB00455,BE0000703
791,DB00455,BE0000703
384,DB00455,BE0000703
8863,DB00456,BE0001349
8864,DB00456,BE0001349
8865,DB00456,BE0001349
6253,DB00456,BE0004290
6253,DB00456,BE0004335
6253,DB00456,BE0004643
6253,DB00456,BE0004644
6253,DB00456,BE0003624
8866,DB00456,BE0000576
8867,DB00456,BE0001358
8868,DB00456,BE0001358
8869,DB00456,BE0001358
8870,DB00456,BE0000530
1825,DB00456,BE0000106
5363,DB00456,BE0001018
384,DB00456,BE0001018
5363,DB00456,BE0001134
8212,DB00456,BE0001134
384,DB00456,BE0001134
8871,DB00456,BE0001066
8872,DB00456,BE0001066
6254,DB00456,BE0001066
384,DB00456,BE0001066
8871,DB00456,BE0003645
8872,DB00456,BE0003645
384,DB00456,BE0003645
8871,DB00456,BE0000879
384,DB00456,BE0000879
8873,DB00456,BE0003646
384,DB00456,BE0003646
8874,DB00457,
8875,DB00457,
7639,DB00457,
8876,DB00457,
8877,DB00457,
8878,DB00457,
8879,DB00457,
8880,DB00457,
8881,DB00457,
8882,DB00457,
8883,DB00457,
8884,DB00457,
8885,DB00457,
8886,DB00457,
5493,DB00457,
8887,DB00457,
8888,DB00457,
8889,DB00457,
8890,DB00457,
8891,DB00457,
8892,DB00457,BE0000501
8893,DB00457,BE0000501
7659,DB00457,BE0000501
8894,DB00457,BE0000501
8895,DB00457,BE0000501
384,DB00457,BE0000501
8896,DB00457,BE0000575
8897,DB00457,BE0000575
8898,DB00457,BE0000575
8899,DB00457,BE0000575
384,DB00457,BE0000575
8900,DB00457,BE0000715
8901,DB00457,BE0000715
8899,DB00457,BE0000715
384,DB00457,BE0000715
8902,DB00457,BE0000090
8903,DB00457,BE0000090
5398,DB00457,BE0000090
384,DB00457,BE0000090
8904,DB00457,BE0000289
8905,DB00457,BE0000289
8906,DB00457,BE0000289
8907,DB00457,BE0000289
384,DB00457,BE0000289
8904,DB00457,BE0000572
8908,DB00457,BE0000572
8909,DB00457,BE0000572
8905,DB00457,BE0000572
8906,DB00457,BE0000572
8907,DB00457,BE0000572
384,DB00457,BE0000572
8910,DB00457,BE0004863
6361,DB00457,BE0000925
8911,DB00457,BE0000925
5493,DB00457,BE0000925
8912,DB00457,BE0000925
7907,DB00457,BE0003648
8913,DB00457,BE0003648
6248,DB00457,BE0003648
1753,DB00457,BE0003648
384,DB00457,BE0003648
7907,DB00457,BE0003650
384,DB00457,BE0003650
7716,DB00457,BE0001032
8914,DB00457,BE0001032
8915,DB00457,BE0001032
8916,DB00457,BE0001032
8917,DB00457,BE0001032
8918,DB00457,BE0001067
8919,DB00457,BE0001067
8920,DB00457,BE0001067
8921,DB00457,BE0001067
8922,DB00458,
8923,DB00458,
8924,DB00458,
8925,DB00458,
8926,DB00458,
8927,DB00458,
8928,DB00458,
8929,DB00458,
8930,DB00458,
8931,DB00458,
8932,DB00458,
8933,DB00458,
8934,DB00458,
8935,DB00458,
8936,DB00458,
8937,DB00458,
4703,DB00458,BE0000486
8938,DB00458,BE0000486
8939,DB00458,BE0000486
8940,DB00458,BE0000486
8941,DB00458,BE0000486
16,DB00458,BE0000486
8942,DB00458,BE0000486
384,DB00458,BE0000486
8943,DB00458,BE0000486
8944,DB00458,BE0000749
8945,DB00458,BE0000749
8946,DB00458,BE0000749
8947,DB00458,BE0000749
8948,DB00458,BE0000749
8949,DB00458,BE0000749
5597,DB00458,BE0000749
4916,DB00458,BE0000749
384,DB00458,BE0000749
8950,DB00458,BE0000749
6300,DB00458,BE0000451
8951,DB00458,BE0000451
8942,DB00458,BE0000451
384,DB00458,BE0000451
6300,DB00458,BE0000442
8952,DB00458,BE0000442
384,DB00458,BE0000442
8953,DB00458,BE0000442
6300,DB00458,BE0000501
6314,DB00458,BE0000501
384,DB00458,BE0000501
6314,DB00458,BE0000715
6300,DB00458,BE0000092
8506,DB00458,BE0000092
384,DB00458,BE0000092
6300,DB00458,BE0000560
8954,DB00458,BE0000560
384,DB00458,BE0000560
6300,DB00458,BE0000045
8506,DB00458,BE0000045
384,DB00458,BE0000045
6300,DB00458,BE0000405
8506,DB00458,BE0000405
384,DB00458,BE0000405
6300,DB00458,BE0000247
8506,DB00458,BE0000247
384,DB00458,BE0000247
5484,DB00458,BE0003603
5484,DB00458,BE0003604
6331,DB00458,BE0000533
8955,DB00458,BE0000533
6300,DB00458,BE0000533
384,DB00458,BE0000533
6314,DB00458,BE0000575
6332,DB00458,BE0000650
8955,DB00458,BE0000650
8956,DB00458,BE0000650
384,DB00458,BE0000650
8957,DB00458,BE0004889
8942,DB00458,BE0000756
6300,DB00458,BE0000756
384,DB00458,BE0000756
8953,DB00458,BE0000756
6343,DB00458,BE0000090
8958,DB00458,BE0000090
384,DB00458,BE0000090
8959,DB00458,BE0000647
5597,DB00458,BE0000647
384,DB00458,BE0000647
8943,DB00458,BE0000647
8960,DB00458,BE0000291
6300,DB00458,BE0000291
384,DB00458,BE0000291
8961,DB00458,BE0000945
8955,DB00458,BE0000945
8956,DB00458,BE0000945
384,DB00458,BE0000945
8962,DB00458,BE0005191
6349,DB00458,BE0003536
8963,DB00458,BE0003536
8964,DB00458,BE0003536
8965,DB00458,BE0003536
7619,DB00458,BE0003536
345,DB00458,BE0003536
8965,DB00458,BE0002363
8966,DB00458,BE0002363
5523,DB00458,BE0002363
345,DB00458,BE0002363
3445,DB00458,BE0002433
8965,DB00458,BE0002433
8967,DB00458,BE0002433
4104,DB00458,BE0002433
345,DB00458,BE0002433
8965,DB00458,BE0002638
8968,DB00458,BE0002638
8969,DB00458,BE0003612
8965,DB00458,BE0003549
8965,DB00458,BE0003611
3305,DB00458,BE0003533
6361,DB00458,BE0000925
8207,DB00458,BE0000530
3464,DB00458,BE0001032
285,DB00458,BE0001032
6180,DB00458,BE0001032
8970,DB00458,BE0001032
1746,DB00458,BE0003647
1749,DB00458,BE0003647
8971,DB00458,BE0003647
384,DB00458,BE0003647
8972,DB00458,BE0003650
384,DB00458,BE0003650
3682,DB00458,BE0000757
8973,DB00459,BE0000412
8974,DB00459,BE0000412
8975,DB00459,BE0000663
8973,DB00459,BE0000663
8974,DB00459,BE0000663
8976,DB00459,BE0000663
8977,DB00459,BE0000206
8978,DB00459,BE0000206
8976,DB00459,BE0000206
733,DB00459,BE0000144
8973,DB00459,BE0000707
8979,DB00459,BE0009978
16,DB00459,BE0003462
8980,DB00459,BE0000301
8981,DB00459,BE0000530
8982,DB00459,BE0000530
8983,DB00459,BE0000530
8984,DB00460,
8985,DB00460,
8986,DB00460,BE0010065
8987,DB00461,
8988,DB00461,
8989,DB00461,
8990,DB00461,
8991,DB00461,
8992,DB00461,
8993,DB00461,
8994,DB00461,
8995,DB00461,
8996,DB00461,
8997,DB00461,
8998,DB00461,
8999,DB00461,
9000,DB00461,BE0000262
9001,DB00461,BE0000262
9002,DB00461,BE0000262
9003,DB00461,BE0000262
9004,DB00461,BE0000262
17,DB00461,BE0000262
16,DB00461,BE0000262
4855,DB00461,BE0000262
384,DB00461,BE0000262
9005,DB00461,BE0000017
9006,DB00461,BE0000017
9007,DB00461,BE0000017
9008,DB00461,BE0000017
4855,DB00461,BE0000017
384,DB00461,BE0000017
9009,DB00461,BE0001075
8990,DB00461,BE0002433
9010,DB00461,BE0002793
8988,DB00461,BE0000329
8988,DB00461,BE0000126
8988,DB00461,BE0000622
8988,DB00461,BE0000438
8987,DB00461,BE0000530
9011,DB00462,BE0000560
17,DB00462,BE0000560
9012,DB00462,BE0000092
9013,DB00462,BE0000045
9014,DB00462,BE0000045
9015,DB00462,BE0000045
4730,DB00463,BE0000381
4735,DB00463,BE0000381
4730,DB00463,BE0000523
4735,DB00463,BE0000523
4735,DB00463,BE0000478
4730,DB00463,BE0000471
4735,DB00463,BE0000471
4735,DB00463,BE0000764
4730,DB00463,BE0000764
9016,DB00463,BE0004797
4778,DB00463,BE0000795
4735,DB00463,BE0000795
4730,DB00463,BE0000795
4737,DB00463,BE0000795
17,DB00463,BE0000795
16,DB00463,BE0003594
4730,DB00463,BE0000849
4736,DB00463,BE0000849
4737,DB00463,BE0000849
4730,DB00463,BE0002341
4736,DB00463,BE0002341
4737,DB00463,BE0002341
4730,DB00463,BE0000829
4737,DB00463,BE0000829
4730,DB00463,BE0000826
4737,DB00463,BE0000826
9017,DB00464,BE0000943
9018,DB00464,BE0000943
9018,DB00464,BE0000380
17,DB00464,BE0000380
9017,DB00464,BE0000380
9019,DB00465,
9020,DB00465,
9021,DB00465,
9022,DB00465,
9023,DB00465,
9024,DB00465,
9025,DB00465,
9026,DB00465,
9027,DB00465,
9028,DB00465,
9029,DB00465,
9030,DB00465,
9031,DB00465,
9032,DB00465,
9033,DB00465,
9034,DB00465,
9035,DB00465,
9036,DB00465,
9037,DB00465,
9038,DB00465,BE0000262
9039,DB00465,BE0000262
9040,DB00465,BE0000262
9041,DB00465,BE0000262
16,DB00465,BE0000262
9041,DB00465,BE0000017
9042,DB00465,BE0000017
9043,DB00465,BE0000017
16,DB00465,BE0000017
9044,DB00465,BE0003679
9026,DB00465,BE0003679
9026,DB00465,BE0002887
9026,DB00465,BE0002793
9055,DB00467,BE0000366
9056,DB00467,BE0000366
9057,DB00467,BE0000366
9058,DB00467,BE0000366
9059,DB00467,BE0000366
9058,DB00467,BE0000429
9060,DB00467,BE0000429
17,DB00467,BE0000742
9061,DB00467,BE0000742
9062,DB00467,BE0000742
16,DB00467,BE0000742
16,DB00467,BE0002425
9063,DB00467,BE0002433
3456,DB00467,BE0002433
1059,DB00467,BE0002433
9064,DB00468,
9065,DB00468,BE0004805
7055,DB00468,BE0004805
9066,DB00468,BE0000866
17,DB00468,BE0000415
9067,DB00468,BE0002638
8060,DB00468,BE0002638
9068,DB00468,BE0002638
9069,DB00468,BE0002638
345,DB00468,BE0002638
345,DB00468,BE0002362
9070,DB00468,BE0003543
9071,DB00468,BE0003543
9072,DB00468,BE0002363
9073,DB00468,BE0002363
9074,DB00468,BE0002363
384,DB00468,BE0002363
9075,DB00468,BE0002363
9076,DB00468,BE0002363
9077,DB00468,BE0002433
9078,DB00468,BE0002433
4364,DB00468,BE0002887
3937,DB00468,BE0002887
9079,DB00468,BE0002887
9067,DB00468,BE0002793
9080,DB00468,BE0002793
5466,DB00468,BE0003536
9067,DB00468,BE0003536
9081,DB00468,BE0003536
9079,DB00468,BE0003536
345,DB00468,BE0003612
1745,DB00468,BE0003647
1750,DB00468,BE0003647
1747,DB00468,BE0003647
1751,DB00468,BE0003647
9082,DB00468,BE0003647
9083,DB00468,BE0003647
384,DB00468,BE0003647
9084,DB00468,BE0003648
7354,DB00468,BE0003648
1757,DB00468,BE0003648
9085,DB00468,BE0003648
9086,DB00468,BE0003648
3681,DB00468,BE0003648
384,DB00468,BE0003648
6568,DB00468,BE0003648
1825,DB00468,BE0000106
4210,DB00468,BE0001032
9087,DB00468,BE0001032
285,DB00468,BE0001032
286,DB00468,BE0001032
9088,DB00468,BE0001032
384,DB00468,BE0001032
9089,DB00468,BE0001032
6477,DB00468,BE0003642
5466,DB00468,BE0003642
1766,DB00468,BE0000757
3512,DB00468,BE0001004
9090,DB00469,BE0000262
9091,DB00469,BE0000262
9092,DB00469,BE0000262
9093,DB00469,BE0000262
9094,DB00469,BE0000262
17,DB00469,BE0000262
16,DB00469,BE0000262
9091,DB00469,BE0000017
9092,DB00469,BE0000017
9095,DB00469,BE0000017
9096,DB00469,BE0000017
9090,DB00469,BE0000017
9097,DB00469,BE0002793
5150,DB00469,BE0002793
9098,DB00469,BE0002793
5656,DB00469,BE0003645
9099,DB00470,
9100,DB00470,
9101,DB00470,
9102,DB00470,
9103,DB00470,
9104,DB00470,
9105,DB00470,
9106,DB00470,
9107,DB00470,
9108,DB00470,BE0000061
9109,DB00470,BE0000061
17,DB00470,BE0000061
16,DB00470,BE0000061
9110,DB00470,BE0000095
9111,DB00470,BE0000095
9103,DB00470,BE0003543
9112,DB00470,BE0003543
9113,DB00470,BE0003543
9112,DB00470,BE0002433
9114,DB00470,BE0002433
9113,DB00470,BE0002433
9112,DB00470,BE0001111
9113,DB00470,BE0001111
9103,DB00470,BE0003336
9112,DB00470,BE0003336
9113,DB00470,BE0003336
3457,DB00470,BE0002793
9115,DB00470,BE0002793
9116,DB00470,BE0002793
9114,DB00470,BE0002793
9103,DB00470,BE0002793
9112,DB00470,BE0002793
9117,DB00470,BE0002793
9113,DB00470,BE0002793
9106,DB00470,BE0002793
9114,DB00470,BE0003549
9103,DB00470,BE0003549
9112,DB00470,BE0003549
9113,DB00470,BE0003549
9114,DB00470,BE0003536
9112,DB00470,BE0003536
9113,DB00470,BE0003536
9114,DB00470,BE0002363
9103,DB00470,BE0002363
9112,DB00470,BE0002363
9113,DB00470,BE0002363
9117,DB00470,BE0003683
9113,DB00470,BE0003683
3457,DB00470,BE0002638
9103,DB00470,BE0002638
9112,DB00470,BE0002638
9117,DB00470,BE0002638
9113,DB00470,BE0002638
9106,DB00470,BE0002638
9112,DB00470,BE0002362
9113,DB00470,BE0002362
9112,DB00470,BE0003612
9113,DB00470,BE0003612
9113,DB00470,BE0002705
9118,DB00470,BE0000017
9114,DB00470,BE0003541
9119,DB00470,BE0003541
9119,DB00470,BE0003677
9114,DB00470,BE0003677
9114,DB00470,BE0003538
9119,DB00470,BE0003538
9119,DB00470,BE0003678
9114,DB00470,BE0003678
6650,DB00470,BE0001067
9112,DB00470,BE0001067
9113,DB00470,BE0001067
6650,DB00470,BE0001032
9103,DB00470,BE0001032
9112,DB00470,BE0001032
9112,DB00470,BE0000785
9113,DB00470,BE0000785
9120,DB00471,
9121,DB00471,
9122,DB00471,
9123,DB00471,
9124,DB00471,
9125,DB00471,
9126,DB00471,
9127,DB00471,
9128,DB00471,
9129,DB00471,
9130,DB00471,BE0000705
9131,DB00471,BE0000705
9132,DB00471,BE0000705
9133,DB00471,BE0000705
9134,DB00471,BE0000705
17,DB00471,BE0000705
9135,DB00471,BE0000705
9136,DB00471,BE0000705
9137,DB00471,BE0000705
9138,DB00471,BE0000705
9139,DB00471,BE0000705
9140,DB00471,BE0000705
16,DB00471,BE0000705
9141,DB00471,BE0000248
3457,DB00471,BE0000017
3457,DB00471,BE0003336
3457,DB00471,BE0002638
9142,DB00471,BE0002793
9143,DB00471,BE0002793
3936,DB00471,BE0002887
4583,DB00471,BE0002887
9144,DB00471,BE0002887
345,DB00471,BE0002887
9122,DB00471,BE0002887
3413,DB00471,BE0001042
9145,DB00472,
9146,DB00472,
9147,DB00472,
9148,DB00472,
9149,DB00472,
9150,DB00472,
9151,DB00472,
9152,DB00472,
9153,DB00472,
9154,DB00472,
9155,DB00472,
9156,DB00472,
9157,DB00472,
9158,DB00472,
9159,DB00472,
345,DB00472,
9160,DB00472,
9161,DB00472,
9162,DB00472,
9163,DB00472,BE0000749
9164,DB00472,BE0000749
9165,DB00472,BE0000749
9166,DB00472,BE0000749
17,DB00472,BE0000749
5597,DB00472,BE0000749
9157,DB00472,BE0000749
9167,DB00472,BE0000533
9168,DB00472,BE0000533
9169,DB00472,BE0000533
9170,DB00472,BE0000738
9170,DB00472,BE0003585
9170,DB00472,BE0003584
9171,DB00472,BE0004552
5485,DB00472,BE0000090
9172,DB00472,BE0000090
9152,DB00472,BE0003549
6352,DB00472,BE0003549
9152,DB00472,BE0002362
9152,DB00472,BE0002793
9173,DB00472,BE0002793
9174,DB00472,BE0002793
3459,DB00472,BE0002793
345,DB00472,BE0002793
9152,DB00472,BE0002363
345,DB00472,BE0002363
1059,DB00472,BE0002363
9175,DB00472,BE0001052
3446,DB00472,BE0002433
9174,DB00472,BE0002433
4671,DB00472,BE0002433
9152,DB00472,BE0002433
3446,DB00472,BE0002638
9176,DB00472,BE0002638
9152,DB00472,BE0002638
9177,DB00472,BE0002638
3454,DB00472,BE0002638
9178,DB00472,BE0002638
9179,DB00472,BE0003536
9180,DB00472,BE0003536
9152,DB00472,BE0003536
345,DB00472,BE0003536
3456,DB00472,BE0003536
9181,DB00472,BE0003536
9156,DB00472,BE0000530
9156,DB00472,BE0000925
3465,DB00472,BE0001032
9182,DB00472,BE0001032
9183,DB00472,BE0001032
17,DB00473,BE0000197
9184,DB00473,BE0000177
9185,DB00474,BE0000795
17,DB00474,BE0000795
16,DB00474,BE0000795
9186,DB00475,
9187,DB00475,
9188,DB00475,
9189,DB00475,
4663,DB00475,
9190,DB00475,
9191,DB00475,
9192,DB00475,
3707,DB00475,BE0004797
3706,DB00475,BE0004797
3706,DB00475,BE0008668
3707,DB00475,BE0008668
16,DB00475,BE0000736
4753,DB00475,BE0002638
9193,DB00476,
9194,DB00476,
9195,DB00476,
9196,DB00476,
9197,DB00476,
9198,DB00476,
9199,DB00476,
9200,DB00476,
9201,DB00476,
9202,DB00476,
9203,DB00476,
9204,DB00476,
9205,DB00476,
9206,DB00476,
9207,DB00476,
9208,DB00476,
9209,DB00476,
9210,DB00476,
9211,DB00476,
9212,DB00476,
9213,DB00476,
9214,DB00476,
9215,DB00476,
5593,DB00476,BE0000749
6295,DB00476,BE0000749
9216,DB00476,BE0000749
9164,DB00476,BE0000749
5602,DB00476,BE0000749
5603,DB00476,BE0000749
9195,DB00476,BE0000749
9196,DB00476,BE0000749
9197,DB00476,BE0000749
9217,DB00476,BE0000749
9218,DB00476,BE0000749
9219,DB00476,BE0000749
9198,DB00476,BE0000749
9220,DB00476,BE0000749
16,DB00476,BE0000749
17,DB00476,BE0000486
9216,DB00476,BE0000486
5602,DB00476,BE0000486
5603,DB00476,BE0000486
9221,DB00476,BE0000486
9222,DB00476,BE0000486
9164,DB00476,BE0000486
9195,DB00476,BE0000486
9196,DB00476,BE0000486
9197,DB00476,BE0000486
9217,DB00476,BE0000486
9218,DB00476,BE0000486
9219,DB00476,BE0000486
9198,DB00476,BE0000486
9220,DB00476,BE0000486
16,DB00476,BE0000486
9198,DB00476,BE0000647
9223,DB00476,BE0000647
9220,DB00476,BE0000647
9199,DB00476,BE0002363
