drugbank_id,entity_type,name,url,company,generic_flag
DB00388,packager,Alcon Laboratories,http://www.alcon.com,,
DB00388,packager,Allegis Pharmaceuticals,http://www.allegispharma.com,,
DB00388,packager,Allergy Laboratories Inc.,http://www.allergylabs.com,,
DB00388,packager,Altaire Pharmaceuticals,http://www.otcdruggist.com/index.html,,
DB00388,packager,Ambi Pharmaceuticals Inc.,http://ambipharma.com,,
DB00388,packager,Amend,,,
DB00388,packager,American Regent,http://www.americanregent.com,,
DB00388,packager,Amneal Pharmaceuticals,http://www.amneal.com,,
DB00388,packager,Anip Acquisition Co.,,,
DB00388,packager,A-S Medication Solutions LLC,http://orders.a-smeds.com,,
DB00388,packager,Athlon Pharmaceuticals Inc.,http://www.athlonpharm.com,,
DB00388,packager,Auriga Pharmaceuticals LLC,,,
DB00388,packager,Baroli,,,
DB00388,packager,Bausch & Lomb Inc.,http://www.bausch.com,,
DB00388,packager,Baxter International Inc.,http://www.baxter.com,,
DB00388,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00388,packager,Bio Pharm Inc.,http://www.bio-pharminc.com,,
DB00388,packager,Blansett Pharmacal Co. Inc.,http://www.blansett.com,,
DB00388,packager,Boca Pharmacal,http://www.bocapharmacal.com,,
DB00388,packager,Breckenridge Pharmaceuticals,http://www.bpirx.com,,
DB00388,packager,Brookstone Pharmaceuticals,http://www.acellapharma.com,,
DB00388,packager,Bryant Ranch Prepack,http://bryantranchprepack.com,,
DB00388,packager,BTA Pharmaceuticals,,,
DB00388,packager,Burel Pharmaceuticals Inc.,http://www.burelpharmaceuticals.com,,
DB00388,packager,Capellon Pharmaceuticals LLC,http://www.capellon.com,,
DB00388,packager,Cardinal Health,http://www.cardinal.com,,
DB00388,packager,Centurion Labs,http://www.centurionlabs.com,,
DB00388,packager,Chain Drug,http://www.chaindrug.com,,
DB00388,packager,Chemins Co. Inc.,,,
DB00388,packager,Claris Lifesciences Inc.,http://www.clarislifesciences.com,,
DB00388,packager,Conta Care Ophthalmics and Diagnostics,,,
DB00388,packager,Contract Pharm,http://www.contractpharma.com,,
DB00388,packager,Cornerstone Pharmacy,http://www.cpsrx.com,,
DB00388,packager,Cypress Pharmaceutical Inc.,http://www.cypressrx.com,,
DB00388,packager,Deca Pharmaceuticals LLC,http://www.decapharma.com,,
DB00388,packager,Deltex Pharmaceuticals Inc.,http://www.deltexpharma.com,,
DB00388,packager,Deston Therapeutics,http://www.deston.com,,
DB00388,packager,Dexo LLC,,,
DB00388,packager,Dispensing Solutions,http://www.drxdispensing.com,,
DB00388,packager,Diversified Healthcare Services Inc.,http://www.dhscorp.com,,
DB00388,packager,DSC Laboratories,http://dsclabs.com,,
DB00388,packager,Ebewe Pharma,http://www.ebewe.at,,
DB00388,packager,Econolab Inc.,http://www.econo-lab.com,,
DB00388,packager,Edwards Pharmaceuticals,,,
DB00388,packager,Emerson Labs,,,
DB00388,packager,Endo Pharmaceuticals Inc.,http://www.endo.com,,
DB00388,packager,Everett Laboratories Inc.,http://www.everettlabs.com,,
DB00388,packager,Eye Care and Cure Corp.,http://www.eyecareandcure.com,,
DB00388,packager,Eye Supply Usa Inc.,http://www.eyesupplyusa.com,,
DB00388,packager,Falcon Pharmaceuticals Ltd.,http://www.falconpharma.com,,
DB00388,packager,Gayheart Pharmaceutical Inc.,http://www.gayheartpharmaceutical.com,,
DB00388,packager,Gentex Pharma LLC,http://gentexpharma.com,,
DB00388,packager,Gil Pharmaceutical Corp.,http://www.gilpharmaceutical.com,,
DB00388,packager,Gm Pharmaceuticals Inc.,,,
DB00388,packager,Great Southern Laboratories,http://greatsouthernlabs.com,,
DB00388,packager,Hawthorn Pharmaceuticals,http://www.hawthornrx.com,,
DB00388,packager,Hi Tech Pharmacal Co. Inc.,http://www.hitechpharm.com,,
DB00388,packager,Hospira Inc.,http://www.hospira.com,,
DB00388,packager,HUB Pharmaceuticals,http://www.hubpharmaceuticals.com,,
DB00388,packager,International Ethical Labs Inc.,http://www.intetlab.com,,
DB00388,packager,Invision Pharmaceuticals,,,
DB00388,packager,Iopharm Laboratories Inc.,,,
DB00388,packager,Irisys Inc.,http://www.irisys.com,,
DB00388,packager,Jaymac Pharmaceuticals LLC,http://www.jaymacpharma.com,,
DB00388,packager,Kowa Pharmaceuticals America Inc.,http://www.kowapharma.com,,
DB00388,packager,Kylemore Pharmaceuticals,,,
DB00388,packager,Lark Pharmaceuticals Inc.,http://www.larklab.com,,
DB00388,packager,Larken Laboratories Inc.,http://www.larkenlabs.com,,
DB00388,packager,Laser Pharmaceuticals,http://www.laserpharmaceuticals.com,,
DB00388,packager,Luitpold Pharmaceuticals Inc.,http://www.luitpold.com,,
DB00388,packager,Lunsco Inc.,,,
DB00388,packager,Macoven Pharmaceuticals LLC,http://www.macovenpharma.net,,
DB00388,packager,Major Pharmaceuticals,http://www.majorpharmaceuticals.com,,
DB00388,packager,Marnel Pharmaceuticals Inc.,,,
DB00388,packager,MCR American Pharmaceuticals Inc.,http://www.mcramerican.com,,
DB00388,packager,Med Tek Pharmaceuticals Inc.,,,
DB00388,packager,Meda AB,http://www.meda.se,,
DB00388,packager,Medique Products,http://www.mediqueproducts.com,,
DB00388,packager,Midland Healthcare LLC,,,
DB00388,packager,Midland Pharmaceutical LLC,,,
DB00388,packager,Midlothian Labs,http://www.midlothianlabs.com,,
DB00388,packager,Monte Sano Pharmaceuticals Inc.,,,
DB00388,packager,Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,,
DB00388,packager,Nadin Co.,,,
DB00388,packager,Neilgen Pharma Inc.,,,
DB00388,packager,Nephron Pharmaceuticals Corp.,http://www.nephronpharm.com,,
DB00388,packager,Nexgen Pharma Inc.,http://www.nexgenpharma.com,,
DB00388,packager,Nolco Pharmaceuticals Inc.,,,
DB00388,packager,Norega Laboratories Inc.,,,
DB00388,packager,Novis PR Inc.,,,
DB00388,packager,Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,,
DB00388,packager,Numark Laboratories Inc.,http://www.numarklabs.com,,
DB00388,packager,Ocusoft,http://www.ocusoft.com,,
DB00388,packager,Optopics,,,
DB00388,packager,Palm Pharmaceuticals LLC,,,
DB00388,packager,Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,,
DB00388,packager,Pamlab LLC,http://www.pamlab.com,,
DB00388,packager,Pfizer Inc.,http://www.pfizer.com,,
DB00388,packager,Pharmaceutical Association,,,
DB00388,packager,Pharmaceutical Generic Developers Inc.,,,
DB00388,packager,Pharmedium,http://www.pharmedium.com,,
DB00388,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00388,packager,Poly Pharmaceuticals Inc.,http://www.polypharmaceuticals.net,,
DB00388,packager,Portal Inc.,http://www.theportalinc.com,,
DB00388,packager,Prasco Labs,http://www.prasco.com,,
DB00388,packager,Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,,
DB00388,packager,Prescript Pharmaceuticals,http://www.prescript.net,,
DB00388,packager,Provident Pharmaceuticals LLC,http://www.providentpharma.com,,
DB00388,packager,Qualitest,http://www.worldoftest.com,,
DB00388,packager,Quality Home Products,http://www.qhpltd.com,,
DB00388,packager,Quality Research Pharmaceutical Inc.,,,
DB00388,packager,Rebel Distributors Corp.,http://www.rebelrx.com,,
DB00388,packager,Respa Pharmaceuticals Inc.,http://www.respainc.com,,
DB00388,packager,Rico Pharmacal,,,
DB00388,packager,River's Edge Pharmaceuticals,http://www.riversedgepharma.com,,
DB00388,packager,Rugby Laboratories,http://www.rugbylaboratories.com,,
DB00388,packager,Rx Formulations Corp.,,,
DB00388,packager,Sanofi-Aventis Inc.,http://www.sanofi-aventis.com,,
DB00388,packager,Scherer Labs,http://www.schererlabs.com,,
DB00388,packager,Schwarz Pharma Inc.,,,
DB00388,packager,Scientific Laboratories Inc.,,,
DB00388,packager,Seatrace Pharmaceuticals Inc.,,,
DB00388,packager,Seyer Pharmatec Inc.,http://www.spharmatec.com,,
DB00388,packager,Silarx Pharmaceuticals,http://www.silarx.com,,
DB00388,packager,Sonar Products Inc.,,,
DB00388,packager,Sorter Labs,,,
DB00388,packager,Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,,
DB00388,packager,Sovereign Pharmaceuticals Ltd.,http://www.sovpharm.com,,
DB00388,packager,Stesso Pharmaceuticals LLC,,,
DB00388,packager,Summa Rx Laboratories Inc.,,,
DB00388,packager,Teral Laboratories,,,
DB00388,packager,Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,,
DB00388,packager,TG United Inc.,http://tgunitedinc.com,,
DB00388,packager,Tiber Pharmaceuticals LLC,http://www.tiberlabs.com,,
DB00388,packager,Tri Med Laboratories Inc.,http://trimedlabs.com,,
DB00388,packager,Trigen Laboratories Inc.,http://trigenlab.com,,
DB00388,packager,United Research Laboratories Inc.,http://www.urlpharma.com,,
DB00388,packager,US Pharmaceutical Corp.,http://www.uspco.com,,
DB00388,packager,Varsity Laboratories,,,
DB00388,packager,Vertical Pharmaceuticals Inc.,http://www.verticalpharma.com,,
DB00388,packager,Vetco Pharma,http://www.vetcopharma.com,,
DB00388,packager,Vindex Pharmaceuticals Inc.,,,
DB00388,packager,Vintage Pharmaceuticals Inc.,,,
DB00388,packager,Vision Pharma LLC,http://www.visionpharma.com,,
DB00388,packager,Walgreen Co.,http://www.walgreens.com,,
DB00388,packager,Wilson Ophthalmic Corp.,http://www.hilco.com,,
DB00388,packager,Wockhardt Ltd.,http://www.wockhardtin.com,,
DB00388,packager,WraSer Pharmaceuticals,http://www.wraser.com,,
DB00388,packager,Zyber Pharmaceuticals,,,
DB00388,brand,AK-Dilate,,,
DB00388,brand,AK-Nefrin,,,
DB00388,brand,Alconefrin,,,
DB00388,brand,Mesatone,,,
DB00388,brand,Minims Phenylephrine,,,
DB00388,brand,Neofrin,,,
DB00388,brand,Ocugestrin,,,
DB00388,brand,Phenoptic,,,
DB00388,brand,Phenylephrine Minims,,,
DB00388,brand,Prefrin,,,
DB00388,brand,Rhinall,,,
DB00388,brand,Spersaphrine,,,
DB00388,brand,Visadron,,,
DB00389,brand,Camen,,Dalim,
DB00389,brand,Carbimazol,,Sanofi-Aventis,
DB00389,brand,Carbinom,,XL Lab,
DB00389,brand,Carbizol,,Square,
DB00389,brand,Neomercazole,,Abbott,
DB00389,brand,Neomerdin,,MedChoice,
DB00389,brand,Newmazole,,Genuine,
DB00389,brand,Thyrocab,,Abbott,
DB00389,brand,Thyrostat,,Ni-The,
DB00389,brand,Tyrazol,,Orion,
DB00389,brand,Upha Carbimazole,,CCM,
DB00390,packager,Advanced Pharmaceutical Services Inc.,,,
DB00390,packager,Amerisource Health Services Corp.,http://www.amerisourcebergen.com,,
DB00390,packager,Apotheca Inc.,,,
DB00390,packager,A-S Medication Solutions LLC,http://orders.a-smeds.com,,
DB00390,packager,Baxter International Inc.,http://www.baxter.com,,
DB00390,packager,C.O. Truxton Inc.,,,
DB00390,packager,Caraco Pharmaceutical Labs,http://www.caraco.com,,
DB00390,packager,Cardinal Health,http://www.cardinal.com,,
DB00390,packager,Comprehensive Consultant Services Inc.,,,
DB00390,packager,Dept Health Central Pharmacy,,,
DB00390,packager,Direct Dispensing Inc.,,,
DB00390,packager,Dispensing Solutions,http://www.drxdispensing.com,,
DB00390,packager,Diversified Healthcare Services Inc.,http://www.dhscorp.com,,
DB00390,packager,Draxis Specialty Pharmaceuticals Inc.,http://www.draxispharma.com,,
DB00390,packager,DSM Corp.,http://www.dsm.com,,
DB00390,packager,Duramed,http://www.duramed.ca,,
DB00390,packager,General Injectables and Vaccines Inc.,http://www.giv.com,,
DB00390,packager,GlaxoSmithKline Inc.,http://www.gsk.com,,
DB00390,packager,Global Pharmaceuticals,http://www.globalphar.com,,
DB00390,packager,Heartland Repack Services LLC,,,
DB00390,packager,Hospira Inc.,http://www.hospira.com,,
DB00390,packager,Jerome Stevens Pharmaceuticals Inc.,,,
DB00390,packager,Kaiser Foundation Hospital,,,
DB00390,packager,Kraft Pharmaceutical Co. Inc.,,,
DB00390,packager,Lake Erie Medical and Surgical Supply,,,
DB00390,packager,Lannett Co. Inc.,http://www.lannett.com,,
DB00390,packager,Liberty Pharmaceuticals,,,
DB00390,packager,Major Pharmaceuticals,http://www.majorpharmaceuticals.com,,
DB00390,packager,Mckesson Corp.,http://www.mckesson.com,,
DB00390,packager,Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,,
DB00390,packager,Neuman Distributors Inc.,,,
DB00390,packager,Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,,
DB00390,packager,Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,,
DB00390,packager,PCA LLC,,,
DB00390,packager,PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,,
DB00390,packager,Pharmedix,http://www.pharmedixrx.com,,
DB00390,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00390,packager,Prepackage Specialists,,,
DB00390,packager,Prepak Systems Inc.,http://www.prepaksys.com,,
DB00390,packager,Remedy Repack,http://www.remedyrepack.com,,
DB00390,packager,Resource Optimization and Innovation LLC,,,
DB00390,packager,Roxane Labs,http://www.roxane.com,,
DB00390,packager,Sandhills Packaging Inc.,http://www.sandhillspackaging.com,,
DB00390,packager,Sandoz,http://www.sandoz.ca,,
DB00390,packager,Savage Labs,http://www.savagelabs.com,,
DB00390,packager,Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,,
DB00390,packager,Spectrum Pharmaceuticals,http://www.spectrumpharm.com,,
DB00390,packager,Talbert Medical Management Corp.,,,
DB00390,packager,UDL Laboratories,http://www.udllabs.com,,
DB00390,packager,Va Cmop Dallas,,,
DB00390,packager,Vangard Labs Inc.,,,
DB00390,packager,West-Ward Pharmaceuticals,http://www.west-ward.com,,
DB00390,manufacturer,Glaxosmithkline llc,,,false
DB00390,manufacturer,Roxane laboratories inc,,,true
DB00390,manufacturer,Abraxis pharmaceutical products,,,true
DB00390,manufacturer,Baxter healthcare corp anesthesia and critical care,,,true
DB00390,manufacturer,Hospira inc,,,true
DB00390,manufacturer,Sandoz canada inc,,,true
DB00390,manufacturer,Wyeth ayerst laboratories,,,true
DB00390,manufacturer,Actavis totowa llc,,,true
DB00390,manufacturer,Caraco pharmaceutical laboratories ltd,,,true
DB00390,manufacturer,Impax laboratories inc,,,true
DB00390,manufacturer,Jerome stevens pharmaceuticals inc,,,true
DB00390,manufacturer,West ward pharmaceutical corp,,,true
DB00390,manufacturer,Smithkline beecham corp dba glaxosmithkline,,,false
DB00390,brand,Agoxin,,Aristopharma,
DB00390,brand,Cardiacin,,Center,
DB00390,brand,Cardiogoxin,,Medipharma,
DB00390,brand,Cardioxin,,Oboi,
DB00390,brand,Cardoxin,,,
DB00390,brand,Celoxin,,Celon,
DB00390,brand,Centoxin,,Opsonin,
DB00390,brand,Digacin,,mibe,
DB00390,brand,Digazolan,,,
DB00390,brand,Digocard-G,,Klonal,
DB00390,brand,Digoxina,,GlaxoSmithKline,
DB00390,brand,Eudigox,,Teofarma,
DB00390,brand,Lanacordin,,Kern,
DB00390,brand,Lanacrist,,,
DB00390,brand,Lanadicor,,,
DB00390,brand,Lanicor,,Roche,
DB00390,brand,Lenoxin,,GlaxoSmithKline,
DB00391,brand,Bosnyl,,,
DB00391,brand,Dogmatil,,,
DB00391,brand,Dogmatyl,,,
DB00391,brand,Dolmatil,,,
DB00391,brand,Eglonyl,,,
DB00391,brand,Espiride,,,
DB00391,brand,Meresa,,,
DB00391,brand,Modal,,,
DB00392,manufacturer,Parke davis div warner lambert co,,,false
DB00392,brand,Dibutil,,Bayer,
DB00392,brand,Parkin,,Tanabe,
DB00392,brand,Parsidol,,,
DB00392,brand,Parsitan,,,
DB00393,packager,Amerisource Health Services Corp.,http://www.amerisourcebergen.com,,
DB00393,packager,Banner Pharmacaps Inc.,http://www.banpharm.com,,
DB00393,packager,Barr Pharmaceuticals,,,
DB00393,packager,Bayer Healthcare,http://www.bayerhealthcare.com,,
DB00393,packager,Caraco Pharmaceutical Labs,http://www.caraco.com,,
DB00393,packager,Cardinal Health,http://www.cardinal.com,,
DB00393,packager,Catalent Pharma Solutions,http://www.catalent.com,,
DB00393,packager,Heritage Pharmaceuticals,http://www.heritagepharma.com,,
DB00393,packager,Neuman Distributors Inc.,,,
DB00393,packager,Pharmaceutics International Inc.,http://www.pharm-int.com,,
DB00393,packager,Sandhills Packaging Inc.,http://www.sandhillspackaging.com,,
DB00393,manufacturer,Banner pharmacaps inc,,,true
DB00393,manufacturer,Barr laboratories inc,,,true
DB00393,manufacturer,Sun pharmaceutical industries inc,,,true
DB00393,manufacturer,Bayer pharmaceuticals corp,,,false
DB00393,brand,Periplum,,,
DB00394,packager,3M Health Care,http://www.3m.com,,
DB00394,packager,A-S Medication Solutions LLC,http://orders.a-smeds.com,,
DB00394,packager,Dispensing Solutions,http://www.drxdispensing.com,,
DB00394,packager,GlaxoSmithKline Inc.,http://www.gsk.com,,
DB00394,packager,Graceway Pharmaceuticals,http://www.gracewaypharma.com,,
DB00394,packager,Medisca Inc.,http://www.medisca.com,,
DB00394,packager,Pharmedix,http://www.pharmedixrx.com,,
DB00394,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00394,packager,Stat Rx Usa,http://statrxusa.exporterus.com,,
DB00394,packager,Teva Pharmaceutical Industries Ltd.,http://www.tevapharm.com,,
DB00394,manufacturer,Glaxosmithkline,,,false
DB00394,manufacturer,Schering corp sub schering plough corp,,,false
DB00394,manufacturer,Schering corp,,,false
DB00394,brand,Aerobec,,Teva,
DB00394,brand,Aldecin,,Schering-Plough,
DB00394,brand,Anceron,,,
DB00394,brand,Andion,,,
DB00394,brand,Beclacin,,Mayado Seiyaku,
DB00394,brand,Becloforte,,GlaxoSmithKline,
DB00394,brand,Beclomet,,Orion,
DB00394,brand,Beclorhinol,,Chiesi,
DB00394,brand,Becloval,,,
DB00394,brand,Beclovent,,GlaxoSmithKline,
DB00394,brand,Becodisks,,GlaxoSmithKline,
DB00394,brand,Beconase,,GlaxoSmithKline,
DB00394,brand,Beconasol,,,
DB00394,brand,Becotide,,GlaxoSmithKline,
DB00394,brand,Clenil-A,,,
DB00394,brand,Entyderma,,,
DB00394,brand,Inalone,,GlaxoSmithKline,
DB00394,brand,Korbutone,,,
DB00394,brand,orBec,,"DOR BioPharma, Inc.",
DB00394,brand,Rino-Clenil,,Chiesi,
DB00394,brand,Rivanase,,,
DB00394,brand,Sanasthmax,,Chiesi,
DB00394,brand,Sanasthmyl,,,
DB00394,brand,Vancenase,,,
DB00394,brand,Vanceril,,,
DB00395,packager,Aidarex Pharmacuticals LLC,http://www.aidarex.com,,
DB00395,packager,Amerisource Health Services Corp.,http://www.amerisourcebergen.com,,
DB00395,packager,Apotheca Inc.,,,
DB00395,packager,A-S Medication Solutions LLC,http://orders.a-smeds.com,,
DB00395,packager,Aurobindo Pharma Ltd.,http://www.aurobindo.com,,
DB00395,packager,Blenheim Pharmacal,http://www.bpipack.com,,
DB00395,packager,Bryant Ranch Prepack,http://bryantranchprepack.com,,
DB00395,packager,Cardinal Health,http://www.cardinal.com,,
DB00395,packager,Carlisle Laboratories Inc.,,,
DB00395,packager,Chattem Chemicals Inc.,http://www.chattem.com,,
DB00395,packager,Corepharma LLC,http://www.corepharma.com,,
DB00395,packager,Darby Dental Supply Co. Inc.,http://www.darbydental.com,,
DB00395,packager,Direct Dispensing Inc.,,,
DB00395,packager,Dispensing Solutions,http://www.drxdispensing.com,,
DB00395,packager,Diversified Healthcare Services Inc.,http://www.dhscorp.com,,
DB00395,packager,Duramed,http://www.duramed.ca,,
DB00395,packager,Eon Labs,,,
DB00395,packager,Gm Pharmaceuticals Inc.,,,
DB00395,packager,H and H Laboratories,http://www.hhlabs.com,,
DB00395,packager,H.J. Harkins Co. Inc.,http://hjharkinscompanyinc.com,,
DB00395,packager,Heartland Repack Services LLC,,,
DB00395,packager,Innoviant Pharmacy Inc.,http://www.innoviantpharmacy.com,,
DB00395,packager,Kaiser Foundation Hospital,,,
DB00395,packager,Keltman Pharmaceuticals Inc.,http://www.keltman.com,,
DB00395,packager,Lake Erie Medical and Surgical Supply,,,
DB00395,packager,Major Pharmaceuticals,http://www.majorpharmaceuticals.com,,
DB00395,packager,Mckesson Corp.,http://www.mckesson.com,,
DB00395,packager,Meda AB,http://www.meda.se,,
DB00395,packager,Medisca Inc.,http://www.medisca.com,,
DB00395,packager,Murfreesboro Pharmaceutical Nursing Supply,http://www.unitdosesupply.com,,
DB00395,packager,Mutual Pharmaceutical Co.,,,
DB00395,packager,Nucare Pharmaceuticals Inc.,http://www.nucarerx.com,,
DB00395,packager,Palmetto Pharmaceuticals Inc.,http://www.palmettopharm.com,,
DB00395,packager,PCA LLC,,,
DB00395,packager,PD-Rx Pharmaceuticals Inc.,http://www.pdrx.com,,
DB00395,packager,Pharmaceutical Utilization Management Program VA Inc.,,,
DB00395,packager,Pharmedix,http://www.pharmedixrx.com,,
DB00395,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00395,packager,Preferred Pharmaceuticals Inc.,http://www.preferredpharmaceuticals.com,,
DB00395,packager,Prepackage Specialists,,,
DB00395,packager,Prepak Systems Inc.,http://www.prepaksys.com,,
DB00395,packager,Prescription Dispensing Service Inc.,,,
DB00395,packager,Qualitest,http://www.worldoftest.com,,
DB00395,packager,Ranbaxy Laboratories,http://www.ranbaxy.com,,
DB00395,packager,Rebel Distributors Corp.,http://www.rebelrx.com,,
DB00395,packager,Redpharm Drug,,,
DB00395,packager,Sandhills Packaging Inc.,http://www.sandhillspackaging.com,,
DB00395,packager,Sandoz,http://www.sandoz.ca,,
DB00395,packager,Southwood Pharmaceuticals,http://www.southwoodhealthcare.com,,
DB00395,packager,St Mary's Medical Park Pharmacy,,,
DB00395,packager,Stat Rx Usa,http://statrxusa.exporterus.com,,
DB00395,packager,Sun Pharmaceutical Industries Ltd.,http://www.sunpharma.com,,
DB00395,packager,UDL Laboratories,http://www.udllabs.com,,
DB00395,packager,Vintage Pharmaceuticals Inc.,,,
DB00395,packager,Vision Pharma LLC,http://www.visionpharma.com,,
DB00395,packager,Wallace Pharmaceuticals Inc.,http://www.wallacepharma.net,,
DB00395,packager,Watson Pharmaceuticals,http://www.watson.com,,
DB00395,packager,West-Ward Pharmaceuticals,http://www.west-ward.com,,
DB00395,manufacturer,Meda pharmaceuticals meda pharmaceuticals inc,,,false
DB00395,manufacturer,Able laboratories inc,,,true
DB00395,manufacturer,Actavis totowa llc,,,true
DB00395,manufacturer,Advent pharmaceuticals inc,,,true
DB00395,manufacturer,Aurobindo pharma ltd,,,true
DB00395,manufacturer,Concord laboratories inc,,,true
DB00395,manufacturer,Corepharma llc,,,true
DB00395,manufacturer,Mutual pharmaceutical co inc,,,true
DB00395,manufacturer,Pioneer pharmaceuticals inc,,,true
DB00395,manufacturer,Sandoz inc,,,true
DB00395,manufacturer,Sun pharmaceutical industries ltd,,,true
DB00395,manufacturer,Vintage pharmaceuticals inc,,,true
DB00395,manufacturer,Watson laboratories inc,,,true
DB00395,manufacturer,West ward pharmaceutical corp,,,true
DB00395,manufacturer,Schering corp sub schering plough corp,,,false
DB00395,brand,Carisoma,,,
DB00395,brand,Gencari,,Genovate,
DB00395,brand,Genesafe,,Genovate,
DB00395,brand,Hiranin,,Hwang's,
DB00395,brand,Listaflex,,Finadiet,
DB00395,brand,Sanoma,,,
DB00395,brand,Tensaprin,,Newport,
DB00396,packager,Abraxis BioScience Inc.,http://www.abraxisbio.com,,
DB00396,packager,APP Pharmaceuticals,http://www.apppharma.com,,
DB00396,packager,Ascend Therapeutics,http://www.ascendtherapeutics.com,,
DB00396,packager,Carlisle Laboratories Inc.,,,
DB00396,packager,Catalent Pharma Solutions,http://www.catalent.com,,
DB00396,packager,Columbia Labs,http://www.columbialabs.com,,
DB00396,packager,Consolidated Midland Corp.,,,
DB00396,packager,Cutis Pharma Inc.,http://www.cutispharma.com,,
DB00396,packager,Darby Dental Supply Co. Inc.,http://www.darbydental.com,,
DB00396,packager,Fleet Laboratories Ltd.,http://www.fleetlabs.co.uk,,
DB00396,packager,Lyne Laboratories Inc.,http://www.lyne.com,,
DB00396,packager,Marlex Pharmaceuticals,http://www.marlexpharm.com,,
DB00396,packager,Martica Enterprises Inc.,,,
DB00396,packager,Martin Surgical Supply,,,
DB00396,packager,Merit Pharmaceuticals,http://www.meritpharm.com,,
DB00396,packager,My Healthcare Packaging Ltd. Contract Packaging,,,
DB00396,packager,Paddock Labs,http://www.paddocklabs.com,,
DB00396,packager,Pharmaceutics International Inc.,http://www.pharm-int.com,,
DB00396,packager,Pharmaforce Inc.,http://www.pharmaforceinc.com,,
DB00396,packager,Physicians Total Care Inc.,http://www.physicianstotalcare.com,,
DB00396,packager,Primedics Laboratories,,,
DB00396,packager,Redpharm Drug,,,
DB00396,packager,Solvay Pharmaceuticals,http://global.abbottgrowth.com,,
DB00396,packager,Spectrum Chemicals and Laboratory Products,http://www.spectrumchemical.com,,
DB00396,packager,V Sab Medical Labs Inc.,,,
DB00396,packager,Watson Pharmaceuticals,http://www.watson.com,,
DB00396,manufacturer,Bristol myers squibb,,,false
DB00396,manufacturer,Amarin pharmaceuticals inc,,,false
DB00396,manufacturer,Solvay pharmaceuticals,,,false
DB00396,manufacturer,Esi pharmacal,,,false
DB00396,manufacturer,Unimed pharmaceuticals llc,,,false
DB00396,manufacturer,Watson laboratories inc,,,false
DB00396,manufacturer,App pharmaceuticals llc,,,true
DB00396,manufacturer,Eli lilly and co,,,true
DB00396,manufacturer,Pharmaforce inc,,,true
DB00396,manufacturer,Alza corp,,,false
DB00396,manufacturer,Ferring pharmaceuticals inc,,,false
DB00396,brand,Agolutin,,Biotika,
DB00396,brand,Cyclogest,,Actavis,
DB00396,brand,Gesterol,,,
DB00396,brand,Gestone,,Nordic Pharma,
DB00396,brand,Progestasert,,,
DB00396,brand,Progestogel,,Besins,
DB00396,brand,Qi Ning,,Aisheng Pharmaceutical,
DB00396,brand,Relantan,,Aversi,
DB00396,brand,Susten,,Sun Pharma,
DB00396,brand,Utrogestran,,Faran Laboratories,
DB00396,brand,Utrovin,,Bestochem,
DB00396,brand,Vasclor,,Verisfield,
DB00397,packager,Amerisource Health Services Corp.,http://www.amerisourcebergen.com,,
DB00397,packager,Boca Pharmacal,http://www.bocapharmacal.com,,
DB00397,packager,Breckenridge Pharmaceuticals,http://www.bpirx.com,,
DB00397,packager,Bristol-Myers Squibb Co.,http://www.bms.com,,
DB00397,packager,C.O. Truxton Inc.,,,
DB00397,packager,Carlisle Laboratories Inc.,,,
DB00397,packager,Century Pharmaceuticals Inc.,http://www.dakins.net,,
DB00397,packager,Chattem Chemicals Inc.,http://www.chattem.com,,
DB00397,packager,Corvit Pharmaceuticals,,,
DB00397,packager,DHHS Program Support Center Supply Service Center,,,
DB00397,packager,Direct Dispensing Inc.,,,
DB00397,packager,Duramed,http://www.duramed.ca,,
DB00397,packager,Econolab Inc.,http://www.econo-lab.com,,
DB00397,packager,Equipharm Inc.,,,
DB00397,packager,Farmaquimia SA de CV,http://www.farmaquimia.com,,
DB00397,packager,Generics Puerto Rico Inc.,,,
DB00397,packager,Gm Pharmaceuticals Inc.,,,
DB00397,packager,Golden State Medical Supply Inc.,http://www.gsms.us,,
DB00397,packager,H and H Laboratories,http://www.hhlabs.com,,
DB00397,packager,Hi Tech Pharmacal Co. Inc.,http://www.hitechpharm.com,,
DB00397,packager,International Ethical Labs Inc.,http://www.intetlab.com,,
DB00397,packager,Iopharm Laboratories Inc.,,,
DB00397,packager,Kaiser Foundation Hospital,,,
DB00397,packager,Kraft Pharmaceutical Co. Inc.,,,
