drugbank_id,description,cost,currency,unit
DB01203,Corgard 80 mg tablet,4.33,USD,tablet
DB01203,Corgard 160 mg tablet,4.4,USD,tablet
DB01203,Nadolol powder,94.8,USD,g
DB01203,Apo-Nadol 40 mg Tablet,0.26,USD,tablet
DB01203,Novo-Nadolol 40 mg Tablet,0.26,USD,tablet
DB01203,Apo-Nadol 80 mg Tablet,0.37,USD,tablet
DB01203,Novo-Nadolol 80 mg Tablet,0.37,USD,tablet
DB01203,Nadolol 20 mg tablet,0.92,USD,tablet
DB01204,Mitoxantrone 25 mg/12.5 ml vial,37.5,USD,ml
DB01204,Mitoxantrone 20 mg/10 ml vial,42.0,USD,ml
DB01204,Novantrone 2 mg/ml vial,158.59,USD,ml
DB01204,Novantrone 2 mg/ml Concentrate 10ml Vial,1649.32,USD,vial
DB01205,Flumazenil 0.1 mg/ml vial,1.63,USD,ml
DB01205,Romazicon 0.1 mg/ml vial,25.14,USD,ml
DB01206,Ceenu 10 mg capsule,10.77,USD,capsule
DB01206,Ceenu dose pack,30.47,USD,each
DB01206,CeeNU 300 mg capsule,31.69,USD,capsule
DB01206,Ceenu 40 mg capsule,31.88,USD,capsule
DB01206,Ceenu 100 mg capsule,60.61,USD,capsule
DB01210,Ratio-Levobunolol 0.25 % Solution,1.23,USD,ml
DB01210,Sandoz Levobunolol 0.25 % Solution,1.23,USD,ml
DB01210,Pms-Levobunolol 0.5 % Solution,1.63,USD,ml
DB01210,Ratio-Levobunolol 0.5 % Solution,1.63,USD,ml
DB01210,Sandoz Levobunolol 0.5 % Solution,1.63,USD,ml
DB01210,Levobunolol 0.25% eye drops,2.83,USD,ml
DB01210,Levobunolol 0.5% eye drops,3.24,USD,ml
DB01210,Betagan 0.5 % Solution,3.7,USD,ml
DB01210,Betagan 0.25% eye drops,4.9,USD,ml
DB01210,Betagan 0.5% eye drops,6.1,USD,ml
DB01210,Betagan 0.5% Solution,6.39,USD,ml
DB01210,Levobunolol HCl 0.25% Solution 5ml Bottle,16.45,USD,bottle
DB01210,Levobunolol HCl 0.5% Solution 5ml Bottle,17.26,USD,bottle
DB01210,Levobunolol HCl 0.25% Solution 10ml Bottle,32.59,USD,bottle
DB01210,Levobunolol HCl 0.5% Solution 10ml Bottle,33.58,USD,bottle
DB01210,Levobunolol HCl 0.5% Solution 15ml Bottle,50.25,USD,bottle
DB01211,Clarithromycin 100% powder,1.56,USD,g
DB01211,Biaxin Bid 250 mg Tablet,1.73,USD,tablet
DB01211,Mylan-Clarithromycin 500 mg Tablet,1.91,USD,tablet
DB01211,Pms-Clarithromycin 500 mg Tablet,1.91,USD,tablet
DB01211,Ratio-Clarithromycin 500 mg Tablet,1.91,USD,tablet
DB01211,Sandoz Clarithromycin 500 mg Tablet,1.91,USD,tablet
DB01211,Biaxin Xl 500 mg Extended-Release Tablet,2.63,USD,tablet
DB01211,Biaxin Bid 500 mg Tablet,3.41,USD,tablet
DB01211,Clarithromycin 250 mg tablet,4.61,USD,tablet
DB01211,Clarithromycin 500 mg tablet,4.61,USD,tablet
DB01211,Clarithromycin er 500 mg tablet,5.01,USD,tablet
DB01211,Clarithromycin 500 mg 24 Hour tablet,5.21,USD,tablet
DB01211,Biaxin 500 mg tablet,6.37,USD,tablet
DB01211,Biaxin 250 mg tablet,6.42,USD,tablet
DB01211,Biaxin xl 500 mg tablet,6.57,USD,tablet
DB01211,Biaxin XL 500 mg 24 Hour tablet,6.77,USD,tablet
DB01211,Clarithromycin 125 mg/5ml Suspension 50ml Bottle,27.99,USD,bottle
DB01211,Clarithromycin 125 mg/5ml Suspension 100ml Bottle,45.24,USD,bottle
DB01211,Clarithromycin 250 mg/5ml Suspension 50ml Bottle,46.56,USD,bottle
DB01211,Clarithromycin 250 mg/5ml Suspension 100ml Bottle,86.23,USD,bottle
DB01211,Biaxin 60 250 mg tablet Bottle,379.5,USD,bottle
DB01211,Biaxin 25 mg/ml Suspension,0.3,USD,ml
DB01211,Biaxin 50 mg/ml Suspension,0.59,USD,ml
DB01212,Ceftriaxone sodium powder,1.84,USD,g
DB01212,Ceftriaxone 1 gm vial,7.56,USD,vial
DB01212,Ceftriaxone For Injection Usp 0.25 g/vial,7.88,USD,vial
DB01212,Rocephin 0.25 g/vial,12.71,USD,vial
DB01212,Ceftriaxone 1 gm-d5w bag,13.92,USD,each
DB01212,Ceftriaxone 2 gm vial,17.04,USD,vial
DB01212,Chloromycetin 1 g/vial,20.33,USD,vial
DB01212,Ceftriaxone For Injection Usp 1 g/vial,24.93,USD,vial
DB01212,Ceftriaxone 2 gm-d5w bag,27.84,USD,each
DB01212,Ceftriaxone 10 gm vial,36.25,USD,vial
DB01212,Rocephin 1 g/vial,40.2,USD,vial
DB01212,Ceftriaxone 1 gm piggyback,47.91,USD,each
DB01212,Ceftriaxone For Injection Usp 2 g/vial,49.13,USD,vial
DB01212,Rocephin 1 gm vial,62.02,USD,vial
DB01212,Rocephin 1 gm Solution Vial,65.53,USD,vial
DB01212,Ceftriaxone 2 gm piggyback,94.17,USD,each
DB01212,Rocephin 2 gm vial,97.5,USD,vial
DB01212,Rocephin 10 gm vial,478.32,USD,vial
DB01213,Fomepizole 1.5 gm/1.5 ml vial,1364.85,USD,ml
DB01213,Antizol 1 gm/ml vial,1516.5,USD,ml
DB01213,Antizol 1.5 gm/1.5 ml vial,1849.8,USD,ml
DB01214,Metipranolol 0.3% eye drops,3.55,USD,ml
DB01214,Optipranolol 0.3% eye drops,5.08,USD,ml
DB01214,Optipranolol 0.3% Solution 5ml Bottle,25.99,USD,bottle
DB01214,Optipranolol 0.3% Solution 10ml Bottle,42.99,USD,bottle
DB01215,Prosom 1 mg tablet,1.53,USD,tablet
DB01215,Prosom 2 mg tablet,1.71,USD,tablet
DB01215,Estazolam 1 mg tablet,0.86,USD,tablet
DB01215,Estazolam 2 mg tablet,0.96,USD,tablet
DB01216,Propecia 1 mg tablet,2.74,USD,tablet
DB01216,Finasteride 5 mg tablet,3.19,USD,tablet
DB01216,Proscar 5 mg tablet,3.64,USD,tablet
DB01217,Aromasin 25 mg tablet,14.04,USD,tablet
DB01217,Arimidex 1 mg tablet,15.3,USD,tablet
DB01217,Anastrozole 100% powder,1326.52,USD,g
DB01219,Dantrolene sodium 25 mg capsule,1.09,USD,capsule
DB01219,Dantrium 25 mg capsule,1.29,USD,capsule
DB01219,Dantrolene sodium 50 mg capsule,1.63,USD,capsule
DB01219,Dantrium 50 mg capsule,1.93,USD,capsule
DB01219,Dantrolene sodium 100 mg capsule,2.03,USD,capsule
DB01219,Dantrium 100 mg capsule,2.4,USD,capsule
DB01219,Dantrolene sodium powder,17.6,USD,g
DB01219,Dantrolene sodium 20 mg vial,97.2,USD,vial
DB01219,Dantrium 20 mg vial,106.37,USD,vial
DB01219,Dantrium 25 mg Capsule,0.4,USD,capsule
DB01219,Dantrium 100 mg Capsule,0.8,USD,capsule
DB01220,Xifaxan 200 mg tablet,8.97,USD,tablet
DB01220,Xifaxan 550 mg tablet,22.4,USD,tablet
DB01221,Ketamine HCl 50 mg/ml Solution,1.77,USD,ml
DB01221,Ketalar 100 mg/ml vial,1.95,USD,ml
DB01221,Ketamine hcl-ns 100 mg/10 ml,1.95,USD,ml
DB01221,Ketamine 100 mg/ml vial,2.36,USD,ml
DB01221,Ketamine hcl-ns 50 mg/5 ml syr,2.82,USD,ml
DB01221,Ketamine hcl powder,7.22,USD,g
DB01221,Ketamine 50 mg/ml vial,0.61,USD,ml
DB01221,Ketalar 50 mg/ml vial,0.75,USD,ml
DB01221,Ketalar 10 mg/ml vial,0.99,USD,ml
DB01221,Ketamine 10 mg/ml vial,0.99,USD,ml
DB01222,Desowen 0.05% cream,2.43,USD,g
DB01222,Pulmicort 0.25 mg/2 ml respul,3.78,USD,ml
DB01222,Pulmicort 0.5 mg/2 ml respule,4.45,USD,ml
DB01222,Pulmicort 0.25 mg/2ml Suspension 2ml Plastic Container,7.85,USD,plastic
DB01222,Pulmicort 1 mg/2 ml respule,8.89,USD,ml
DB01222,Entocort (115 Ml) 2.3 mg/enm Enema,8.93,USD,enema
DB01222,Budesonide 0.25 mg/2ml Suspension 2ml Plastic Container,9.07,USD,plastic
DB01222,Pulmicort 0.5 mg/2ml Suspension 2ml Plastic Container,9.24,USD,plastic
DB01222,Budesonide 0.5 mg/2ml Suspension 2ml Plastic Container,9.73,USD,plastic
DB01222,Entocort ec 3 mg capsule,12.22,USD,capsule
DB01222,Entocort EC 3 mg 24 Hour Capsule,13.86,USD,capsule
DB01222,Rhinocort aqua nasal spray,13.93,USD,g
DB01222,Rhinocort Aqua 32 mcg/act 8.6 gm Bottle,111.96,USD,bottle
DB01222,Pulmicort 90 mcg flexhaler,117.29,USD,inhaler
DB01222,Pulmicort Flexhaler 90 mcg/act Aerosol Inhaler,121.98,USD,inhaler
DB01222,DesOwen 0.05% Lotion 59ml Bottle,123.38,USD,bottle
DB01222,Pulmicort 180 mcg flexhaler,157.06,USD,inhaler
DB01222,Pulmicort Flexhaler 180 mcg/act Aerosol Inhaler,163.34,USD,inhaler
DB01222,DesOwen 0.05% Lotion 118ml Bottle,183.17,USD,bottle
DB01222,Desowen 0.05% cream kit,212.4,USD,kit
DB01222,Desowen 0.05% ointment kit,217.2,USD,kit
DB01222,DesOwen Lot w/Cetaphil Cream 0.05% Kit Box,255.84,USD,box
DB01222,Budesonide micronized powder,346.5,USD,g
DB01222,Mylan-Budesonide Aq 100 mcg/dose Metered Dose Spray,0.1,USD,dose
DB01222,Rhinocort Turbuhaler 100 mcg/dose Metered Dose Aerosol,0.13,USD,dose
DB01222,Pulmicort Turbuhaler 100 mcg/dose Metered Inhalation Powder,0.17,USD,dose
DB01222,Pulmicort Nebuamp 0.125 mg/ml Suspension,0.23,USD,ml
DB01222,Pulmicort Turbuhaler 200 mcg/dose Metered Inhalation Powder,0.34,USD,dose
DB01222,Pulmicort Nebuamp 0.25 mg/ml Suspension,0.46,USD,ml
DB01222,Pulmicort Turbuhaler 400 mcg/dose Metered Inhalation Powder,0.62,USD,dose
DB01222,Pulmicort Nebuamp 0.5 mg/ml Suspension,0.93,USD,ml
DB01223,Aminophylline 200 mg tablet,0.15,USD,tablet
DB01223,Aminophylline powder,0.17,USD,g
DB01223,Phyllocontin 225 mg Sustained-Release Tablet,0.24,USD,tablet
DB01223,Aminophylline 100 mg tablet,0.26,USD,tablet
DB01223,Phyllocontin-350 350 mg Sustained-Release Tablet,0.31,USD,tablet
DB01223,Aminophylline 25 mg/ml,0.41,USD,ml
DB01223,Aminophylline 250 mg/10 ml vial,0.48,USD,ml
DB01224,Novo-Quetiapine 150 mg Tablet,1.42,USD,tablet
DB01224,Seroquel 100 mg Tablet,1.48,USD,tablet
DB01224,Apo-Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Co Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Jamp-Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Mylan-Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Novo-Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Pms-Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Ratio-Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Sandoz Quetiapine 200 mg Tablet,1.67,USD,tablet
DB01224,Apo-Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Co Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Jamp-Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Mylan-Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Novo-Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Pms-Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Ratio-Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Sandoz Quetiapine 300 mg Tablet,2.44,USD,tablet
DB01224,Seroquel 200 mg Tablet,2.98,USD,tablet
DB01224,Seroquel 25 mg tablet,3.35,USD,tablet
DB01224,Seroquel 300 mg Tablet,4.35,USD,tablet
DB01224,Seroquel xr 50 mg tablet,4.87,USD,tablet
DB01224,SEROquel XR 50 mg 24 Hour tablet,5.06,USD,tablet
DB01224,Seroquel 50 mg tablet,5.5,USD,tablet
DB01224,Seroquel 100 mg tablet,5.75,USD,tablet
DB01224,Seroquel xr 150 mg tablet,8.74,USD,tablet
DB01224,SEROquel XR 150 mg 24 Hour tablet,9.09,USD,tablet
DB01224,Seroquel xr 200 mg tablet,9.62,USD,tablet
DB01224,SEROquel XR 200 mg 24 Hour tablet,10.0,USD,tablet
DB01224,Seroquel 200 mg tablet,10.84,USD,tablet
DB01224,Seroquel xr 300 mg tablet,12.61,USD,tablet
DB01224,Seroquel 300 mg tablet,14.21,USD,tablet
DB01224,Seroquel xr 400 mg tablet,14.82,USD,tablet
DB01224,Seroquel 400 mg tablet,16.71,USD,tablet
DB01224,Apo-Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Co Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Jamp-Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Mylan-Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Novo-Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Pms-Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Ratio-Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Sandoz Quetiapine 25 mg Tablet,0.31,USD,tablet
DB01224,Seroquel 25 mg Tablet,0.56,USD,tablet
DB01224,Apo-Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Co Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Jamp-Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Mylan-Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Novo-Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Pms-Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Ratio-Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01224,Sandoz Quetiapine 100 mg Tablet,0.83,USD,tablet
DB01225,Lovenox (0.3 Ml Syringe) 30 mg/syr Syringe,6.97,USD,syringe
DB01225,Lovenox (0.4 - 1 Ml Syringe) 100 mg/ml Syringe,23.09,USD,syringe
DB01225,Lovenox 100 mg/ml,23.09,USD,syringe
DB01225,Lovenox 30 mg/0.3ml Solution 0.3ml Syringe,28.15,USD,syringe
DB01225,Lovenox Hp (0.8Ml/1Ml Syringe) 150 mg/ml Syringe,34.63,USD,syringe
DB01225,Lovenox 40 mg/0.4ml Solution 0.4ml Syringe,37.53,USD,syringe
DB01225,Lovenox 60 mg/0.6ml Solution 0.6ml Syringe,56.36,USD,syringe
DB01225,Lovenox 80 mg/0.8ml Solution 0.8ml Syringe,75.14,USD,syringe
DB01225,Lovenox 100 mg/ml Solution 1ml Syringe,93.93,USD,syringe
DB01225,Lovenox 150 mg/ml Solution 1ml Syringe,140.94,USD,syringe
DB01225,Lovenox 300 mg/3ml Solution 3ml Vial,281.47,USD,vial
DB01229,Paclitaxel 150 mg/25 ml vial,3.36,USD,ml
DB01229,Paclitaxel 30 mg/5 ml vial,3.54,USD,ml
DB01229,Paclitaxel 100 mg/16.7 ml vial,4.45,USD,ml
DB01229,Paclitaxel 300 mg/50 ml vial,5.31,USD,ml
DB01229,Onxol 30 mg/5 ml vial,34.54,USD,ml
DB01229,Onxol 300 mg/50 ml vial,34.54,USD,ml
DB01229,Taxol 30 mg/5 ml vial,35.06,USD,ml
DB01229,Abraxane 100 mg vial,1119.6,USD,vial
DB01231,Diphenidol hcl powder,32.4,USD,g
DB01232,Fortovase 200 mg capsule,1.46,USD,capsule
DB01232,Invirase 200 mg capsule,3.87,USD,capsule
DB01232,Invirase 500 mg tablet,8.72,USD,tablet
DB01233,Metoclopramide Hydrochloride 5 mg/ml,1.39,USD,ml
DB01233,Reglan 5 mg tablet,1.41,USD,tablet
DB01233,Reglan 10 mg tablet,1.81,USD,tablet
DB01233,Metoclopramide hcl powder,7.65,USD,g
DB01233,Pms-Metoclopramide 1 mg/ml Liquid,0.04,USD,ml
DB01233,Metoclopramide HCl 5 mg/5ml Solution,0.06,USD,ml
DB01233,Apo-Metoclop 10 mg Tablet,0.06,USD,tablet
DB01233,Apo-Metoclop 5 mg Tablet,0.06,USD,tablet
DB01233,Nu-Metoclopramide 10 mg Tablet,0.06,USD,tablet
DB01233,Nu-Metoclopramide 5 mg Tablet,0.06,USD,tablet
DB01233,Pms-Metoclopramide 10 mg Tablet,0.06,USD,tablet
DB01233,Pms-Metoclopramide 5 mg Tablet,0.06,USD,tablet
DB01233,Metoclopramide HCl 10 mg tablet,0.27,USD,tablet
DB01233,Metoclopramide 10 mg tablet,0.28,USD,tablet
DB01233,Metoclopramide 5 mg/ml ampul,0.28,USD,ml
DB01233,Metoclopramide 5 mg tablet,0.33,USD,tablet
DB01233,Metoclopramide HCl 5 mg tablet,0.43,USD,tablet
DB01233,Reglan 5 mg/ml vial,0.56,USD,ml
DB01234,Dexamethasone 6 mg tablet,1.01,USD,tablet
DB01234,Dexamethasone 4 mg/ml vial,1.04,USD,ml
DB01234,Pms-Dexamethasone Sodium Phosp 10 mg/ml,1.34,USD,ml
DB01234,Sandoz Dexamethasone Sod. Phosphate 0.1 % Solution,1.38,USD,ml
DB01234,Maxidex 0.1 % Suspension,1.73,USD,ml
DB01234,Dexamethasone Sodium Phosphate 4 mg/ml,1.77,USD,ml
DB01234,Maxidex 0.1% eye drops,2.36,USD,ml
DB01234,Dexamethasone 10 mg/ml vial,2.56,USD,ml
DB01234,Maxidex 0.1 % Ointment,2.69,USD,g
DB01234,Dexasol 0.1% eye drops,3.38,USD,ml
DB01234,Dexamethasone 0.1% eye drop,3.43,USD,ml
DB01234,Dexamethasone Sodium Phosphate 4 mg/ml 1 Vial = 5ml,4.0,USD,ml
DB01234,Dexamethasone Sodium Phosphate 10 mg/ml,4.78,USD,ml
DB01234,Dexamethasone Sodium Phosphate 4 mg/ml Solution 5ml Vial,13.99,USD,vial
DB01234,Dexamethasone sod ph powder,14.24,USD,g
DB01234,Dexamethasone acetate powd,15.12,USD,g
DB01234,Dexamethasone Sodium Phosphate 0.1% Solution 5ml Bottle,19.99,USD,bottle
DB01234,Dexamethasone powder,21.27,USD,g
DB01234,Dexamethasone micronized powd,41.31,USD,g
DB01234,Dexamethasone Sodium Phosphate 4 mg/ml Solution (1 Box = 25x1ml Vials),41.99,USD,box
DB01234,Maxidex 0.1% Suspension 5ml Bottle,53.57,USD,bottle
DB01234,Maxitrol 5-10000-0.1 Suspension 5ml Bottle,75.88,USD,bottle
DB01234,Maxitrol 0.1-5-10000 Ointment 3.5 gm Tube,87.3,USD,tube
DB01234,Maxidex 0.1% Suspension 15ml Bottle,97.96,USD,bottle
DB01234,Ozurdex 0.7 mg implant,1554.0,USD,implant
DB01234,Ratio-Dexamethasone 0.5 mg Tablet,0.18,USD,tablet
DB01234,Pms-Dexamethasone 0.5 mg Tablet,0.2,USD,tablet
DB01234,Apo-Dexamethasone 0.5 mg Tablet,0.21,USD,tablet
DB01234,Dexamethasone 0.5 mg tablet,0.31,USD,tablet
DB01234,Dexamethasone 1.5 mg tablet,0.35,USD,tablet
DB01234,Dexamethasone 0.75 mg tablet,0.38,USD,tablet
DB01234,Dexamethasone 0.5 mg/5ml Elixir,0.4,USD,ml
DB01234,Pms-Dexamethasone 2 mg Tablet,0.43,USD,tablet
DB01234,Pms-Dexamethasone 0.75 mg Tablet,0.47,USD,tablet
DB01234,Dexamethasone 1 mg tablet,0.49,USD,tablet
DB01234,Dexamethasone 4 mg tablet,0.6,USD,tablet
DB01234,Dexamethasone 1 mg/1 ml soln,0.65,USD,ml
DB01234,Dexamethasone 2 mg tablet,0.68,USD,tablet
DB01234,Apo-Dexamethasone 4 mg Tablet,0.8,USD,tablet
DB01234,Pms-Dexamethasone 4 mg Tablet,0.8,USD,tablet
DB01234,Ratio-Dexamethasone 4 mg Tablet,0.8,USD,tablet
DB01234,Dexasone 4 mg Tablet,0.86,USD,tablet
DB01235,Levodopa powder,7.31,USD,g
DB01235,L-dopa powder,15.19,USD,g
DB01236,Ultane 250 ml pen bottle,1.16,USD,ml
DB01236,Sevoflurane inhalation liquid,0.89,USD,ml
DB01236,Sojourn inhalation liquid,0.99,USD,ml
DB01238,Abilify 9.7 mg/1.3 ml vial,16.04,USD,ml
DB01238,Abilify discmelt 10 mg tablet,20.39,USD,tablet
DB01238,Abilify discmelt 15 mg tablet,20.39,USD,tablet
DB01238,Abilify 20 mg tablet,21.99,USD,tablet
DB01238,Abilify 2 mg tablet,22.25,USD,tablet
DB01238,Abilify 10 mg tablet,23.53,USD,tablet
DB01238,Abilify 5 mg tablet,23.53,USD,tablet
DB01238,Abilify 15 mg tablet,26.07,USD,tablet
DB01238,Abilify 30 mg tablet,32.12,USD,tablet
DB01238,Abilify Discmelt 30 10 mg Dispersible Tablet Box,636.3,USD,box
DB01240,Epoprostenol sodium 0.5 mg vial,13.88,USD,vial
DB01240,Flolan 0.5 mg vial,21.36,USD,vial
DB01240,Epoprostenol sodium 1.5 mg vial,33.53,USD,vial
DB01240,Flolan 1.5 mg vial,51.59,USD,vial
DB01241,Gemfibrozil 600 mg tablet,1.8,USD,tablet
DB01241,Lopid 600 mg tablet,2.07,USD,tablet
DB01241,Gemfibrozil powder,2.88,USD,g
DB01241,Apo-Gemfibrozil 300 mg Capsule,0.31,USD,capsule
DB01241,Mylan-Gemfibrozil 300 mg Capsule,0.31,USD,capsule
DB01241,Novo-Gemfibrozil 300 mg Capsule,0.31,USD,capsule
DB01241,Nu-Gemfibrozil 300 mg Capsule,0.31,USD,capsule
DB01241,Pms-Gemfibrozil 300 mg Capsule,0.31,USD,capsule
DB01241,Lopid 300 mg Capsule,0.58,USD,capsule
DB01241,Apo-Gemfibrozil 600 mg Tablet,0.65,USD,tablet
DB01241,Mylan-Gemfibrozil 600 mg Tablet,0.65,USD,tablet
DB01241,Novo-Gemfibrozil 600 mg Tablet,0.65,USD,tablet
DB01241,Nu-Gemfibrozil 600 mg Tablet,0.65,USD,tablet
DB01241,Pms-Gemfibrozil 600 mg Tablet,0.65,USD,tablet
DB01242,Clomipramine 50 mg capsule,1.01,USD,capsule
DB01242,Clomipramine 75 mg capsule,1.33,USD,capsule
DB01242,ClomiPRAMINE HCl 75 mg capsule,1.55,USD,capsule
DB01242,Anafranil 75 mg capsule,13.24,USD,capsule
DB01242,Anafranil 25 mg capsule,13.51,USD,capsule
DB01242,Anafranil 50 mg capsule,13.51,USD,capsule
DB01242,Clomipramine hcl powder,17.88,USD,g
DB01242,Apo-Clomipramine 10 mg Tablet,0.17,USD,tablet
DB01242,Co Clomipramine 10 mg Tablet,0.17,USD,tablet
DB01242,Apo-Clomipramine 25 mg Tablet,0.23,USD,tablet
DB01242,Co Clomipramine 25 mg Tablet,0.23,USD,tablet
DB01242,Anafranil 10 mg Tablet,0.31,USD,tablet
DB01242,Anafranil 25 mg Tablet,0.42,USD,tablet
DB01242,Apo-Clomipramine 50 mg Tablet,0.43,USD,tablet
DB01242,Co Clomipramine 50 mg Tablet,0.43,USD,tablet
DB01242,ClomiPRAMINE HCl 50 mg capsule,0.57,USD,capsule
DB01242,Clomipramine 25 mg capsule,0.75,USD,capsule
DB01242,Anafranil 50 mg Tablet,0.77,USD,tablet
DB01242,ClomiPRAMINE HCl 25 mg capsule,0.88,USD,capsule
DB01246,Panectyl 2.5 mg Tablet,0.3,USD,tablet
DB01246,Panectyl 5 mg Tablet,0.37,USD,tablet
DB01247,Marplan 10 mg tablet,3.45,USD,tablet
DB01248,Taxotere 20 mg/0.5 ml vial,477.37,USD,vial
DB01249,Visipaque 270 mg/ml vial,1.13,USD,ml
DB01249,Visipaque 320 mg/ml vial,1.23,USD,ml
DB01249,Visipaque 270 mg/ml cartridge,1.57,USD,ml
DB01249,Visipaque 320 mg/ml cartridge,1.92,USD,ml
DB01250,Dipentum 250 mg capsule,1.8,USD,capsule
DB01253,Ergonovine maleate 100% powder,676.9,USD,g
DB01254,Sprycel 20 mg tablet,69.56,USD,tablet
DB01254,Sprycel 50 mg tablet,139.12,USD,tablet
DB01254,Sprycel 70 mg tablet,139.12,USD,tablet
DB01254,Sprycel 100 mg tablet,278.24,USD,tablet
DB01255,Vyvanse 60 mg capsule,5.02,USD,capsule
DB01255,Vyvanse 20 mg capsule,5.26,USD,capsule
DB01255,Vyvanse 40 mg capsule,5.8,USD,capsule
DB01255,Vyvanse 70 mg capsule,5.85,USD,capsule
DB01255,Vyvanse 50 mg capsule,6.02,USD,capsule
DB01255,Vyvanse 30 mg capsule,6.24,USD,capsule
DB01256,Altabax 1% ointment,8.64,USD,g
DB01257,Soliris 300 mg/30 ml vial,210.0,USD,ml
DB01259,Tykerb 250 mg tablet,28.4,USD,tablet
DB01260,Desowen 0.05% cream,2.43,USD,g
DB01260,Desonide 0.05% Cream 15 gm Tube,16.07,USD,tube
DB01260,Desonide 0.05% Ointment 15 gm Tube,16.09,USD,tube
DB01260,Desonide 0.05% Cream 60 gm Tube,41.48,USD,tube
DB01260,Desonide 0.05% Ointment 60 gm Tube,41.76,USD,tube
DB01260,Desonide 0.05% Lotion 59ml Bottle,50.86,USD,bottle
DB01260,Desonide 0.05% Lotion 118ml Bottle,76.75,USD,bottle
DB01260,DesOwen 0.05% Lotion 59ml Bottle,123.38,USD,bottle
DB01260,Desonide powder,152.39,USD,g
DB01260,DesOwen 0.05% Lotion 118ml Bottle,183.17,USD,bottle
DB01260,Desowen 0.05% cream kit,212.4,USD,kit
DB01260,Desowen 0.05% ointment kit,217.2,USD,kit
DB01260,DesOwen Lot w/Cetaphil Cream 0.05% Kit Box,255.84,USD,box
DB01260,Desocort 0.05 % Lotion,0.16,USD,g
DB01260,Pms-Desonide 0.05 % Cream,0.28,USD,g
DB01260,Pms-Desonide 0.05 % Ointment,0.28,USD,g
DB01260,Desocort 0.05 % Ointment,0.32,USD,g
DB01260,Desonide 0.05% cream,0.81,USD,g
DB01261,Januvia 100 mg tablet,7.33,USD,tablet
DB01261,Januvia 25 mg tablet,7.33,USD,tablet
DB01261,Januvia 50 mg tablet,7.48,USD,tablet
DB01261,Januvia 30 100 mg tablet Bottle,228.81,USD,bottle
DB01261,Januvia 90 25 mg tablet Bottle,686.36,USD,bottle
DB01262,Dacogen 50 mg vial,1706.4,USD,vial
DB01263,Noxafil 40 mg/ml suspension,7.08,USD,ml
DB01264,Prezista 75 mg tablet,2.3,USD,tablet
DB01264,Prezista 150 mg tablet,4.59,USD,tablet
DB01264,Prezista 300 mg tablet,16.2,USD,tablet
DB01264,Prezista 400 mg tablet,18.74,USD,tablet
DB01264,Prezista 600 mg tablet,25.75,USD,tablet
DB01265,Tyzeka 600 mg tablet,27.26,USD,tablet
DB01266,Veregen 15% ointment,19.86,USD,g
DB01267,Invega er 1.5 mg tablet,15.72,USD,tablet
DB01267,Invega er 3 mg tablet,23.09,USD,tablet
DB01267,Invega er 9 mg tablet,23.59,USD,tablet
DB01267,Invega er 6 mg tablet,28.62,USD,tablet
DB01267,Invega sustenna 39 mg pref syringe,296.45,USD,syringe
DB01268,Sutent 12.5 mg capsule,93.64,USD,capsule
DB01268,Sutent 25 mg capsule,187.28,USD,capsule
DB01268,Sutent 50 mg capsule,333.39,USD,capsule
DB01269,Vectibix 100 mg/5 ml vial,203.7,USD,ml
DB01269,Vectibix 200 mg/10 ml vial,203.7,USD,ml
DB01269,Vectibix 400 mg/20 ml vial,203.7,USD,ml
DB01269,Vectibix 100 mg/5ml Solution 5ml Vial,1059.24,USD,vial
DB01269,Vectibix 400 mg/20ml Solution 20ml Vial,4349.4,USD,vial
