reaction_id,drugbank_id,sequence,left_element_id,left_element_name,right_element_id,right_element_name,enzymes
907,DB00586,2,DBMET02613,5-hydroxy diclofenac,DBMET01258,"4',5-Dihydroxydiclofenac",BE0002793|Cytochrome P450 2C9|P11712
908,DB00586,2,DBMET02613,5-hydroxy diclofenac,DBMET02615,5-hydroxy-4-glutathione conjugated diclofenac,
909,DB00586,2,DBMET02613,5-hydroxy diclofenac,DBMET02616,5-hydroxy-6-glutathione conjugated diclofenac,
910,DB00586,2,DBMET02617,diclofenac o-imine methine,DBMET02618,"2-(2,6-dichlorophenylamino)-benzyl-S-thioether glutathione",
911,DB00586,2,DBMET02619,"diclofenac 2',3'-oxide",DBMET02620,2'-hydroxy-3'-glutathione conjugated diclofenac,
912,DB00586,2,DBMET02619,"diclofenac 2',3'-oxide",DBMET02621,3'-hydroxy-2'glutathione conjugated monoclofenac,
913,DB00586,2,DBMET02622,Diclofenac radical,DBMET02623,2'-(glutathion-S-yl)-deschloro-diclofenac,BE0000814|Glutathione S-transferase P|P09211
914,DB00586,3,DBMET02608,"3',4'-hydroxy diclofenac",DBMET02609,3'-hydroxy-4'-methoxy diclofenac,BE0002089|Catechol O-methyltransferase|P21964
915,DB00588,1,DB00588,Fluticasone propionate,DBMET00450,fluticasone 17beta-carboxylic acid,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462
916,DB00590,1,DB00590,Doxazosin,DBMET02603,"Demethylated metabolite, Doxazosin",
917,DB00590,1,DB00590,Doxazosin,DBMET02604,"Hydroxylated metabolite, Doxazosin",
918,DB00592,1,DB00592,Piperazine,DBMET00949,N-mononitrosopiperazine,
919,DB00592,1,DB00592,Piperazine,DBMET00950,N-nitroso-3-hydroxypyrrolidine,
920,DB00598,1,DB00598,Labetalol,DBMET02669,Labetalol Benzyl Glucuronide Metabolite (II),
921,DB00598,1,DB00598,Labetalol,DBMET02670,Labetalol Phenolic Glucuronide Metabolite (III),
922,DB00598,1,DB00598,Labetalol,DBMET02671,Labetalol Hydroxylated Metabolite (IV),
923,DB00598,1,DB00598,Labetalol,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),
924,DB00598,2,DBMET02671,Labetalol Hydroxylated Metabolite (IV),DBMET02672,Labetalol Phenolic Glucuronide Metabolite (V),
925,DB00598,2,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),DBMET02674,Labetalol C1' Glucuronidated Metabolite (VII),
926,DB00598,2,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),DBMET02675,Labetalol C3 Glucuronidated Metabolite (VIII),
927,DB00598,2,DBMET02673,Labetalol 3-hydroxylated Metabolite (VI),DBMET02676,Labetalol Theoretical Metabolite (IX),
928,DB00598,3,DBMET02676,Labetalol Theoretical Metabolite (IX),DBMET02677,Labetalol Glucuronide Metabolite (X),
929,DB00598,3,DBMET02676,Labetalol Theoretical Metabolite (IX),DBMET02678,Labetalol Glucuronide Metabolite (XI),
930,DB00599,1,DB00599,Thiopental,DB00312,Pentobarbital,
931,DB00601,1,DB00601,Linezolid,DBMET03355,PNU-142300,
932,DB00601,1,DB00601,Linezolid,DBMET03356,PNU-142586,
933,DB00602,1,DB00602,Ivermectin,DBMET03414,3''-o-Desmethyl-ivermectin B1a,BE0002638|Cytochrome P450 3A4|P08684
934,DB00602,1,DB00602,Ivermectin,DBMET03415,3''-o-Desmethyl-ivermectin B1b,BE0002638|Cytochrome P450 3A4|P08684
935,DB00603,1,DB00603,Medroxyprogesterone acetate,DBMET02809,6β-Hydroxymedroxyprogesterone Acetate (M-2),BE0002638|Cytochrome P450 3A4|P08684
936,DB00603,1,DB00603,Medroxyprogesterone acetate,DBMET02811,2β-hydroxymedroxyprogesterone acetate (M-4),BE0002638|Cytochrome P450 3A4|P08684
937,DB00603,1,DB00603,Medroxyprogesterone acetate,DBMET02812,1β-hydroxymedroxyprogesterone acetate (M-3),BE0002638|Cytochrome P450 3A4|P08684
938,DB00603,2,DBMET02809,6β-Hydroxymedroxyprogesterone Acetate (M-2),DBMET02810,"2β-,6β-dihydroxymedroxyprogesterone acetate (M-1)",BE0002638|Cytochrome P450 3A4|P08684
939,DB00603,2,DBMET02811,2β-hydroxymedroxyprogesterone acetate (M-4),DBMET02810,"2β-,6β-dihydroxymedroxyprogesterone acetate (M-1)",BE0002638|Cytochrome P450 3A4|P08684
940,DB00603,2,DBMET02812,1β-hydroxymedroxyprogesterone acetate (M-3),DBMET02813,"1,2-dehydromedroxyprogesterone acetate (M-5)",
941,DB00604,1,DB00604,Cisapride,DBMET00355,norcisapride,BE0002638|Cytochrome P450 3A4|P08684
942,DB00604,1,DB00604,Cisapride,DBMET01632,3-(4-fluorophenoxy)propanal,BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0003549|Cytochrome P450 2B6|P20813
943,DB00604,1,DB00604,Cisapride,DBMET01633,3-Fluoro-4-hydroxycisapride,BE0002887|Cytochrome P450 2C8|P10632
944,DB00604,1,DB00604,Cisapride,DBMET01634,4-Fluoro-2- hydroxycisapride,BE0002638|Cytochrome P450 3A4|P08684
945,DB00605,1,DB00605,Sulindac,DBMET01002,Sulindac sulfide,
946,DB00605,1,DB00605,Sulindac,DBMET01003,Sulindac sulfone,
947,DB00608,1,DB00608,Chloroquine,DBMET01559,"(R)-chloroquine, N-desethyl",BE0002887|Cytochrome P450 2C8|P10632||BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
948,DB00608,2,DBMET01559,"(R)-chloroquine, N-desethyl",DBMET03063,N-bidesethylchloroquine,
949,DB00608,3,DBMET03063,N-bidesethylchloroquine,DBMET03064,7-chloro-4-aminoquinoline,
950,DB00609,1,DB00609,Ethionamide,DBMET00850,Ethionamide sulphoxide,
951,DB00613,1,DB00613,Amodiaquine,DBMET00290,desethylamodiaquine,BE0002887|Cytochrome P450 2C8|P10632
954,DB00615,1,DB00615,Rifabutin,DBMET00384,27-O-demethylrifabutin,BE0002638|Cytochrome P450 3A4|P08684
955,DB00615,1,DB00615,Rifabutin,DBMET00696,25-O-deacetylrifabutin,
956,DB00615,1,DB00615,Rifabutin,DBMET00722,31-Hydroxyrifabutin,
957,DB00617,1,DB00617,Paramethadione,DBMET00434,"5-ethyl-5-methyl-2,4-oxazolidinedione",BE0002793|Cytochrome P450 2C9|P11712
958,DB00619,1,DB00619,Imatinib,DBMET00025,N-Desmethylimatinib,BE0002793|Cytochrome P450 2C9|P11712||BE0002362|Cytochrome P450 3A5|P20815||BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684||BE0002887|Cytochrome P450 2C8|P10632||BE0003543|Cytochrome P450 1A1|P04798||BE0004727|Cytochrome P450 4F2|P78329
959,DB00619,1,DB00619,Imatinib,DBMET00026,AFN911,BE0002638|Cytochrome P450 3A4|P08684||BE0003543|Cytochrome P450 1A1|P04798||BE0001111|Cytochrome P450 1B1|Q16678||BE0010048|Cytochrome P450 4F3|Q08477
960,DB00619,1,DB00619,Imatinib,DBMET00027,Piperidine N-oxide imatinib,BE0003606|Flavin-containing monooxygenase 3|P31513||BE0002638|Cytochrome P450 3A4|P08684
961,DB00619,1,DB00619,Imatinib,DBMET00028,Pyridine N-oxide imatinib,BE0003606|Flavin-containing monooxygenase 3|P31513||BE0002638|Cytochrome P450 3A4|P08684
962,DB00619,1,DB00619,Imatinib,DBMET03525,M7 N-oxidation imatinib,BE0003543|Cytochrome P450 1A1|P04798||BE0002433|Cytochrome P450 1A2|P05177||BE0001111|Cytochrome P450 1B1|Q16678||BE0002638|Cytochrome P450 3A4|P08684
963,DB00619,1,DB00619,Imatinib,DBMET03527,Deaminated imatinib,
964,DB00619,1,DB00619,Imatinib,DBMET03526,M42.2 imatinib,
965,DB00619,1,DB00619,Imatinib,DBMET03528,M29.6 imatinib,
966,DB00619,1,DB00619,Imatinib,DBMET03529,M28.8 imatinib,
967,DB00619,1,DB00619,Imatinib,DBMET03530,APG050 imatinib,
968,DB00619,1,DB00619,Imatinib,DBMET03531,APG049 imatinib,
969,DB00620,1,DB00620,Triamcinolone,DBMET02758,6-beta-hydroxy-triamcinolone,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462
970,DB00622,1,DB00622,Nicardipine,DBMET01832,De-benzylated nicardipine,BE0002887|Cytochrome P450 2C8|P10632||BE0002638|Cytochrome P450 3A4|P08684
971,DB00622,1,DB00622,Nicardipine,DBMET01833,Dehydronicardipine,BE0003543|Cytochrome P450 1A1|P04798||BE0002433|Cytochrome P450 1A2|P05177||BE0002887|Cytochrome P450 2C8|P10632||BE0002363|Cytochrome P450 2D6|P10635||BE0003533|Cytochrome P450 2E1|P05181||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
972,DB00623,1,DB00623,Fluphenazine,DBMET01670,Fluphenazine sulfoxide,BE0002363|Cytochrome P450 2D6|P10635
973,DB00624,1,DB00624,Testosterone,DBMET00392,6-beta-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
974,DB00624,1,DB00624,Testosterone,DBMET00491,Estradiol,BE0002090|Aromatase|P11511
975,DB00624,1,DB00624,Testosterone,DBMET00556,Testosterone sulfate,
976,DB00624,1,DB00624,Testosterone,DBMET00558,Dihydrotestosterone,BE0000585|3-oxo-5-alpha-steroid 4-dehydrogenase 2|P31213
977,DB00624,1,DB00624,Testosterone,DBMET00562,Testosterone glucuronide,BE0003680|UDP-glucuronosyltransferase 2B17|O75795
978,DB00624,1,DB00624,Testosterone,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,
979,DB00624,1,DB00624,Testosterone,DBMET01762,2alpha-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
980,DB00624,1,DB00624,Testosterone,DBMET01763,2beta-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
981,DB00624,1,DB00624,Testosterone,DBMET01764,15alpha-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684
982,DB00624,1,DB00624,Testosterone,DBMET01765,15beta-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
983,DB00624,1,DB00624,Testosterone,DBMET01766,16alpha-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0003549|Cytochrome P450 2B6|P20813
984,DB00624,1,DB00624,Testosterone,DBMET01767,16beta-hydroxytestosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0003549|Cytochrome P450 2B6|P20813||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
985,DB00624,1,DB00624,Testosterone,DB01536,Androstenedione,BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684
986,DB00624,1,DB00624,Testosterone,DBMET02835,1β-hydroxy-testosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
987,DB00624,1,DB00624,Testosterone,DBMET02837,11β-hydroxy-testosterone,BE0002638|Cytochrome P450 3A4|P08684||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
988,DB00624,2,DB01536,Androstenedione,DBMET00490,Estrone,BE0002090|Aromatase|P11511
989,DB00624,2,DBMET00558,Dihydrotestosterone,DBMET02830,5-alpha androstanedione,
990,DB00624,2,DBMET00558,Dihydrotestosterone,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,
991,DB00624,2,DBMET00558,Dihydrotestosterone,DBMET00574,5a-Dihydrotestosterone sulfate,
992,DB00624,2,DBMET00558,Dihydrotestosterone,DBMET02832,5-alpha androstanediol,
993,DB00624,2,DBMET00558,Dihydrotestosterone,DBMET02833,"5alpha-androstane-3alpha,17beta-diol",
994,DB00624,2,DBMET00558,Dihydrotestosterone,DBMET02834,"5alpha-androstane-3beta,17beta-diol",
995,DB00624,2,DBMET00491,Estradiol,DBMET00490,Estrone,
996,DB00624,2,DB01536,Androstenedione,DBMET02830,5-alpha androstanedione,
997,DB00624,3,DBMET00490,Estrone,DBMET00491,Estradiol,
998,DB00624,3,DBMET02830,5-alpha androstanedione,DBMET02831,5-alpha androsterone,
999,DB00624,3,DBMET02830,5-alpha androstanedione,DBMET00558,Dihydrotestosterone,
1000,DB00624,3,DBMET02830,5-alpha androstanedione,DBMET02831,5-alpha androsterone,
1001,DB00624,4,DBMET00558,Dihydrotestosterone,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,
1002,DB00624,4,DBMET00558,Dihydrotestosterone,DBMET00574,5a-Dihydrotestosterone sulfate,
1003,DB00624,4,DBMET00558,Dihydrotestosterone,DBMET02832,5-alpha androstanediol,
1004,DB00624,4,DBMET00558,Dihydrotestosterone,DBMET02833,"5alpha-androstane-3alpha,17beta-diol",
1005,DB00624,4,DBMET00558,Dihydrotestosterone,DBMET02834,"5alpha-androstane-3beta,17beta-diol",
1006,DB00625,1,DB00625,Efavirenz,DBMET01653,8-OH-efavirenz,BE0003549|Cytochrome P450 2B6|P20813||BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684
1007,DB00627,1,DB00627,Niacin,DBMET02629,Niacinamide,
1008,DB00627,1,DB00627,Niacin,DBMET02630,Nicotinuric Acid,
1009,DB00627,1,DB00627,Niacin,DBMET02631,Niacinamide N-oxide,
1010,DB00627,1,DB00627,Niacin,DBMET02632,Trigonelline,
1011,DB00627,1,DB00627,Niacin,DBMET02633,N1-methyl-4-pyridone-5-carboxamide,
1012,DB00627,1,DB00627,Niacin,DBMET02634,N1-methyl-2-pyridone-5-carboxamide,
1013,DB00628,1,DB00628,Clorazepic acid,DB14028,Nordazepam,BE0002638|Cytochrome P450 3A4|P08684
1014,DB00628,2,DB14028,Nordazepam,DBMET00246,Oxazepam,
1015,DB00628,2,DB14028,Nordazepam,DBMET00980,p-Hydroxynordiazepam,
1016,DB00629,1,DB00629,Guanabenz,DB13410,Guanoxabenz,BE0002433|Cytochrome P450 1A2|P05177
1017,DB00631,1,DB00631,Clofarabine,DBMET00419,clofarabind-5'-monophosphate,BE0002804|Deoxycytidine kinase|P27707
1018,DB00635,1,DB00635,Prednisone,DBMET00627,Prednisolone,BE0002638|Cytochrome P450 3A4|P08684
1019,DB00635,1,DB00635,Prednisone,DBMET02859,"17α,21-dihydroxy-pregnan-1,4,6-trien-3,11,30-trione (M-XVII)",
1020,DB00635,1,DB00635,Prednisone,DBMET02860,20α-dihydro-prednisone (M-V),
1021,DB00635,1,DB00635,Prednisone,DBMET02861,20β-dihydro-prednisone (M-IV),
1022,DB00635,1,DB00635,Prednisone,DBMET02863,6α-hydroxy-prednisone (M-XIII),
1023,DB00635,1,DB00635,Prednisone,DBMET02864,6βhydroxy-prednisone (M-XII),
1024,DB00635,2,DBMET00627,Prednisolone,DBMET02848,Δ6-prednisolone (M-XI),
1025,DB00635,2,DBMET00627,Prednisolone,DBMET02849,20α-dihydro-prednisolone (M-III),
1026,DB00635,2,DBMET00627,Prednisolone,DBMET02850,20β-dihydro-prednisolone (M-II),
1027,DB00635,2,DBMET00627,Prednisolone,DBMET02851,6αhydroxy-prednisolone (M-VII),
1028,DB00635,2,DBMET00627,Prednisolone,DBMET02853,6βhydroxy-prednisolone(M-VI),
1029,DB00635,2,DBMET02861,20β-dihydro-prednisone (M-IV),DBMET02862,"17α,20ξ,21-trihydroxy-5ξ-pregn-1-en-3,11-dione(M-XVIII)",
1030,DB00635,3,DBMET02851,6αhydroxy-prednisolone (M-VII),DBMET02852,"6α,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-X)",
1031,DB00635,3,DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02854,"6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)",
1032,DB00635,3,DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",
1033,DB00635,3,DBMET02853,6βhydroxy-prednisolone(M-VI),DBMET02857,"6β,11β,17α,20α,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)",
1034,DB00635,4,DBMET02854,"6β,11β,17α,20β,21-pentahydroxypregnan-1,4-diene-3-one (M-VIII)",DBMET02855,"6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)",
1035,DB00635,4,DBMET02857,"6β,11β,17α,20α,21-pentahydroxypregnan-1,4-diene-3-one (M-IX)",DBMET02858,"6β,11β,17α,20α,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XVI)",
1036,DB00635,5,DBMET02855,"6β,11β,17α,20β,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XV)",DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",
1037,DB00635,5,DBMET02858,"6β,11β,17α,20α,21-pentahydroxy-5ξ-pregn-1-en-3-one (M-XVI)",DBMET02856,"6β,11β,17α,21-tetrahydroxy-5ξ-pregn-1-en-3,20-dione (M-XIV)",
1038,DB00637,1,DB00637,Astemizole,DBMET00350,desmethylastemizole,BE0002638|Cytochrome P450 3A4|P08684
1039,DB00637,1,DB00637,Astemizole,DBMET01618,6-Hydroxyastemizole,BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684
1040,DB00637,1,DB00637,Astemizole,DBMET01619,2-(4-hydroxyphenyl)acetaldehyde,BE0002638|Cytochrome P450 3A4|P08684
1041,DB00637,1,DB00637,Astemizole,DB06457,Tecastemizole,BE0002638|Cytochrome P450 3A4|P08684
1042,DB00638,1,DB00638,Inulin,DBMET00554,Methane,
1043,DB00640,1,DB00640,Adenosine,DBMET00485,Adenosine monophosphate,BE0003540|Adenosine kinase|P55263
1044,DB00640,1,DB00640,Adenosine,DBMET00496,Inosine,BE0002214|Adenosine deaminase|P00813
1045,DB00640,2,DBMET00496,Inosine,DBMET00493,Hypoxanthine,BE0000250|Purine nucleoside phosphorylase|P00491
1046,DB00640,2,DBMET00485,Adenosine monophosphate,DBMET03265,Adenosine Diphosphate,BE0001262|Adenylate kinase isoenzyme 1|P00568
1047,DB00640,3,DBMET03265,Adenosine Diphosphate,DB00171,ATP,BE0003106|Nucleoside diphosphate kinase A|P15531||BE0003281|Nucleoside diphosphate kinase B|P22392
1048,DB00640,3,DBMET00493,Hypoxanthine,DBMET00499,Xanthine,BE0002204|Xanthine dehydrogenase/oxidase|P47989
1049,DB00640,4,DBMET00499,Xanthine,DBMET00498,Uric acid,BE0002204|Xanthine dehydrogenase/oxidase|P47989
1050,DB00641,1,DB00641,Simvastatin,DBMET00388,simvastatin hydroxy acid,BE0002638|Cytochrome P450 3A4|P08684
1051,DB00641,1,DB00641,Simvastatin,DBMET01745,6'-beta-Hydroxysimvastatin,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1052,DB00641,1,DB00641,Simvastatin,DBMET01746,"3', 5'-Dihydrodiol",BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1053,DB00641,1,DB00641,Simvastatin,DBMET01747,6'-exomethylene,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1054,DB00643,1,DB00643,Mebendazole,DBMET00675,2-amino-5-benzoylbenzimidazole,
1055,DB00648,1,DB00648,Mitotane,DBMET03760,Mitotane β-hydroxylated metabolite,
1056,DB00648,1,DB00648,Mitotane,DBMET03762,"1,1-(o,p'-dichlorodiphenyl) acetic acid",
1057,DB00648,2,DBMET03760,Mitotane β-hydroxylated metabolite,DBMET03761,Mitotane acyl chloride metabolite,
1058,DB00650,1,DB00650,Leucovorin,DBMET00528,5-Methyltetrahydrofolate,
1059,DB00654,1,DB00654,Latanoprost,DBMET02771,Latanoprost acid,BE0009756|Corneal esterases|
1060,DB00654,2,DBMET02771,Latanoprost acid,DBMET02772,"1, 2 Dinor Latanoprost Acid",
1061,DB00654,2,DBMET02771,Latanoprost acid,DBMET02773,"1,2,3,4 Tetranor Latanoprost Acid",
1062,DB00655,1,DB00655,Estrone,DBMET00248,2-hydroxyestrone,BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684
1063,DB00655,1,DB00655,Estrone,DBMET00332,4-hydroxyestrone,BE0002638|Cytochrome P450 3A4|P08684
1064,DB00655,1,DB00655,Estrone,DBMET00530,Estrone sulfate,
1065,DB00655,1,DB00655,Estrone,DBMET00569,Estrone glucuronide,
1066,DB00655,1,DB00655,Estrone,DBMET00615,2-Hydroxyestrone sulfate,
1067,DB00655,1,DB00655,Estrone,DBMET00616,4-Hydroxyestrone sulfate,
1068,DB00655,1,DB00655,Estrone,DBMET01659,2-OH-estrone,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462||BE0002433|Cytochrome P450 1A2|P05177||BE0003549|Cytochrome P450 2B6|P20813||BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002363|Cytochrome P450 2D6|P10635
1069,DB00655,1,DB00655,Estrone,DBMET01660,4-OH-estrone,BE0003543|Cytochrome P450 1A1|P04798||BE0002433|Cytochrome P450 1A2|P05177||BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462
1070,DB00655,1,DB00655,Estrone,DBMET01661,6alpha-OH-estrone,BE0003543|Cytochrome P450 1A1|P04798||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462
1071,DB00655,1,DB00655,Estrone,DBMET01662,6beta-estrone,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462
1072,DB00655,1,DB00655,Estrone,DBMET01663,7alpha-OH-estrone,BE0003543|Cytochrome P450 1A1|P04798
1073,DB00655,1,DB00655,Estrone,DBMET01664,15alpha-OH-estrone,BE0003543|Cytochrome P450 1A1|P04798||BE0003612|Cytochrome P450 3A7|P24462
1074,DB00655,1,DB00655,Estrone,DBMET01665,16alpha-OH-estrone,BE0003543|Cytochrome P450 1A1|P04798||BE0002887|Cytochrome P450 2C8|P10632||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0003612|Cytochrome P450 3A7|P24462
1075,DB00655,1,DB00655,Estrone,DBMET01666,16beta-OH-estrone,BE0002887|Cytochrome P450 2C8|P10632||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1076,DB00656,1,DB00656,Trazodone,DBMET00344,m-chlorophenylpiperazine (m-CPP),BE0002638|Cytochrome P450 3A4|P08684
1077,DB00656,1,DB00656,Trazodone,DBMET02628,Triazolopyridinone dihydrodiol,
1078,DB00656,1,DB00656,Trazodone,DBMET00404,triazolopyridinone epoxide,
1079,DB00656,1,DB00656,Trazodone,DBMET00405,4'-hydroxytrazodone,
1080,DB00661,1,DB00661,Verapamil,DBMET00619,O-Desmethylverapamil (D-702),BE0002887|Cytochrome P450 2C8|P10632||BE0003611|Cytochrome P450 2C18|P33260||BE0002793|Cytochrome P450 2C9|P11712
1081,DB00661,1,DB00661,Verapamil,DBMET00131,Verapamil metabolite D-617,BE0002887|Cytochrome P450 2C8|P10632
1082,DB00661,1,DB00661,Verapamil,DBMET00132,Norverapamil,BE0002887|Cytochrome P450 2C8|P10632||BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815||BE0002433|Cytochrome P450 1A2|P05177
1083,DB00661,1,DB00661,Verapamil,DBMET00471,O-Desmethylverapamil (D-703),BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712
1084,DB00661,2,DBMET00619,O-Desmethylverapamil (D-702),DBMET01234,Verapamil metabolite D-620,BE0002362|Cytochrome P450 3A5|P20815||BE0002638|Cytochrome P450 3A4|P08684
1085,DB00661,2,DBMET00131,Verapamil metabolite D-617,DBMET01234,Verapamil metabolite D-620,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1086,DB00661,2,DBMET00131,Verapamil metabolite D-617,DBMET01235,Verapamil metabolite PR-25,
1087,DB00661,2,DBMET00132,Norverapamil,DBMET01236,Verapamil metabolite D-715 (PR-22),BE0002887|Cytochrome P450 2C8|P10632
1088,DB00661,2,DBMET00132,Norverapamil,DBMET01234,Verapamil metabolite D-620,BE0002887|Cytochrome P450 2C8|P10632
1089,DB00668,1,DB00668,Epinephrine,DBMET00537,Epinephrine sulfate,
1090,DB00668,1,DB00668,Epinephrine,DBMET00591,Epinephrine glucuronide,BE0003677|UDP-glucuronosyltransferase 1A3|P35503
1091,DB00668,1,DB00668,Epinephrine,DBMET02192,Metanephrine,BE0002089|Catechol O-methyltransferase|P21964
1092,DB00668,1,DB00668,Epinephrine,DBMET02193,Dihydroxymandelic acid,BE0004909|Monoamine oxidase|P21397
1093,DB00669,1,DB00669,Sumatriptan,DBMET02583,Sumatriptan Metabolite GR49336,
1094,DB00669,1,DB00669,Sumatriptan,DBMET02585,Sumatriptan Metabolite GR34633,
1095,DB00669,2,DBMET02583,Sumatriptan Metabolite GR49336,DBMET02584,Sumatriptan Metabolite Ester Glucuronide of GR49336,
1096,DB00672,1,DB00672,Chlorpropamide,DBMET00199,2-Hydroxychlorpropamide,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
1097,DB00672,1,DB00672,Chlorpropamide,DBMET00200,3-Hydroxychlorpropamide,
1098,DB00672,1,DB00672,Chlorpropamide,DBMET00201,4-Chlorobenzenesulfonylurea,
1099,DB00672,1,DB00672,Chlorpropamide,DBMET01628,2-OH-chlorpropamide,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002887|Cytochrome P450 2C8|P10632||BE0002433|Cytochrome P450 1A2|P05177||BE0002638|Cytochrome P450 3A4|P08684
1100,DB00672,1,DB00672,Chlorpropamide,DBMET01629,3-OH-chlorpropamide,BE0002363|Cytochrome P450 2D6|P10635
1101,DB00672,2,DBMET00201,4-Chlorobenzenesulfonylurea,DBMET00977,4-Chlorobenzenesulfonamide,
1102,DB00673,1,DB00673,Aprepitant,DBMET00349,"(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholine",BE0002638|Cytochrome P450 3A4|P08684
1103,DB00673,1,DB00673,Aprepitant,DBMET00474,"5-({[(1R)-1-(4-fluorophenyl)-2-hydroxyethyl]amino}methyl)-2,3-dihydro-1H-1,2,4-triazol-3-one",BE0002638|Cytochrome P450 3A4|P08684||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261
