node_idx,average_mass,monoisotopic_mass,is_biotech,state_solid,state_liquid,state_gas,calc_logP,calc_logS,calc_mol_weight,calc_hbd,calc_hba,calc_rotb,calc_psa,calc_charge,calc_n_rings,calc_bioavail,calc_rule5,calc_ghose,calc_mddrl,calc_refractivity,calc_polarizability,calc_pka_acid,calc_pka_basic,exp_logP,exp_logS,exp_melting_pt,exp_boiling_pt,exp_water_sol,exp_pKa,is_withdrawn,is_investigational,is_vet_approved,is_nutraceutical,is_illicit,n_targets,n_enzymes,n_carriers,n_transporters,n_categories,n_atc_codes,n_patents,n_products,n_food_interactions,n_synonyms,atc_A,atc_B,atc_C,atc_D,atc_G,atc_H,atc_J,atc_L,atc_M,atc_N,atc_P,atc_R,atc_S,atc_V,kingdom_organic,kingdom_inorganic,sc_organoheterocyclic_compounds,sc_benzenoids,sc_organic_acids,sc_organic_acids_and_derivatives,sc_lipids_and_lipid-like_molecule,sc_organic_oxygen_compounds,sc_phenylpropanoids_and_polyketid,sc_mixed_metal_non-metal_compound,sc_organic_nitrogen_compounds,sc_alkaloids_and_derivatives
106,0.13163724505742297,0.13296102533247753,0.0,1.0,0.0,0.0,-1.0462288889564482,0.8255085204550092,0.13163724505742297,0.8553174613755701,1.4905105579711093,0.22746644294161553,1.2783101621227844,1.1288909255856996,0.4002876120664582,0.310614121258471,0.42680348322782885,-0.6327127096901252,2.5317565522595,0.22695290613739189,0.1278430038062267,-1.9624410874249698,1.4669221445254388,-0.01387901065516433,-0.02751463411546361,-0.023558811057922718,-2.0358818913442382,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,-1.1364753985127638,-1.1351760426312216,0.0,0.0,1.0,0.0,-1.2705417782638377,2.7549120143509715,-1.1364753985127638,-0.26626336650843857,-0.41629993401731485,-0.7739428246070117,-0.36714400996014207,-1.1388225173063948,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.395708067456666,-1.315452678731548,-1.641259046121198,-2.9774105037985454,-0.09166645259458696,-0.02751463411546361,-1.7178789498810967,-2.247575999456256,-0.020487232747641013,-4.027730877295679,0.0,1.0,0.0,1.0,0.0,15.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,-0.8213572027242176,-0.820052905248052,0.0,1.0,0.0,0.0,-1.802632818016251,1.4237731697250748,-0.8213572027242176,0.10759690945289764,-0.41629993401731485,-0.4401397354241359,-0.2548027570793564,-0.004965795860347653,-0.8376221588839879,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.901514171928974,-0.8763655415087882,-1.7613759070965922,1.4762737124335374,-0.11701939663410248,-0.02751463411546361,1.2400392172472978,-0.07771139130807232,-0.020370331543632953,-5.009615857912688,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,10.0,0.0,1.0,234.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,-0.49808843335212,-0.49697122893441326,0.0,1.0,0.0,0.0,-0.983629943103223,0.9002916016137675,-0.49808843335212,0.4814571854142339,-0.41629993401731485,-0.1063366462412602,-0.06514059718788469,-1.1388225173063948,-0.21866727340876485,0.310614121258471,0.42680348322782885,1.5801665339015234,-0.39490031082736166,-0.6295526953263777,-0.5199460443187086,-1.257407338221568,-1.1772336814895143,-0.06285628891331932,-0.02751463411546361,0.679660961216287,-0.07771139130807232,-0.005338496843638056,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,2.0,13.0,1.0,0.0,667.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,-1.0706599968959636,-1.0693752469442903,0.0,0.0,1.0,0.0,-2.950280158658711,1.4237731697250748,-1.0706599968959636,-0.26626336650843857,-0.9611029317282931,-0.6070412800155738,-0.79567254329534,1.1288909255856996,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.9548863840150831,-1.0778396806048283,1.2415456172882677,-1.4811596385027272,-0.01387901065516433,-0.02751463411546361,0.8115146685177014,-1.727161317014212,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,3.0,11.0,0.0,10.0,26.0,0.0,0.0,290.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,-0.8989917327497088,-0.8976384968787048,0.0,1.0,0.0,0.0,-3.0546117350807522,2.515606154642945,-0.8989917327497088,0.4814571854142339,-0.14389843516182568,-0.1063366462412602,0.07180276246902828,1.1288909255856996,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.034671465563601,-0.9301220943169245,-1.690872532176252,1.6726566385036135,-0.16513236998181943,-0.02751463411546361,0.5972523941529031,-0.07771139130807232,-0.020487232747641013,-3.484042499598657,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,13.0,2.0,1.0,241.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
112,-0.7845372347671234,-0.7831167067089471,0.0,1.0,0.0,0.0,-2.8981143704476895,1.1994239262488005,-0.7845372347671234,1.2291777373369064,0.40090456254915263,-0.1063366462412602,0.5221719416156863,1.1288909255856996,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.7412153779502165,-0.841581889691759,-1.7770433237455567,2.168289737632853,-0.19826405821527723,-0.02751463411546361,0.8115146685177014,-0.07771139130807232,-0.020430511453388582,-4.198140667320118,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,3.0,17.0,2.0,1.0,173.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,-0.7766800148270123,-0.775263821991171,0.0,1.0,0.0,0.0,-1.9069643944382928,2.7249987818874684,-0.7766800148270123,0.8553174613755701,0.12850306369366346,-0.6070412800155738,0.2962342263247207,-1.1388225173063948,-0.8376221588839879,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.0488797677571726,-0.9712300464643228,-1.320077004817426,-1.434401798962233,-0.13056017356429828,-0.02751463411546361,0.22916079460312141,-0.07771139130807232,-0.020279715817449192,-2.201911698462397,0.0,1.0,0.0,1.0,0.0,26.0,1.0,1.0,5.0,23.0,4.0,13.0,2010.0,1.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,-0.9524527785582265,-0.9510758007921882,0.0,1.0,0.0,0.0,-2.8981143704476895,2.642737392612834,-0.9524527785582265,0.4814571854142339,0.12850306369366346,-0.4401397354241359,0.21339039738470003,-1.1388225173063948,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.2401453742090989,-1.1361135907917994,-1.9624410874249698,1.5136799840659327,-0.18933290747408424,-0.02751463411546361,1.097197701004099,-0.07771139130807232,0.35228234618693405,-4.3847799611564096,0.0,1.0,0.0,1.0,0.0,21.0,1.0,0.0,1.0,8.0,0.0,1.0,71.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,-0.9563002872772752,-0.9549508175573299,0.0,1.0,0.0,0.0,-2.950280158658711,2.7025638575398405,-0.9563002872772752,0.4814571854142339,-0.14389843516182568,-0.27323819083269807,0.07180276246902828,1.1288909255856996,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.1184640169615876,-1.0200175061557404,-1.7091511849333774,1.6726566385036135,-0.19884026148890258,-0.02751463411546361,-0.3312174614278895,-0.07771139130807232,-0.01986468195706555,-4.441583224497889,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,12.0,1.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,-0.8991678266498797,-0.8977872832552484,0.0,1.0,0.0,0.0,-2.7937827940256477,2.4931712302953177,-0.8991678266498797,0.4814571854142339,-0.14389843516182568,-0.27323819083269807,0.2860670291366272,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.1202855941658918,-1.0191140346799736,-1.844935462557736,1.4435432247551916,-0.18213036655376733,7.034749532492484,0.16872784542330652,-0.07771139130807232,-0.020270723417140882,-4.254943930661598,0.0,1.0,0.0,1.0,0.0,3.0,19.0,0.0,11.0,11.0,1.0,1.0,3.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,-0.07762767963113464,-0.07588967494174165,0.0,1.0,0.0,0.0,-3.5241038289799405,-0.07188845345008964,-0.07762767963113464,1.2291777373369064,1.4905105579711093,-0.27323819083269807,1.285966940252089,-2.272679238752442,0.4002876120664582,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.37416757128294836,-0.2922712324254259,-2.085169184508525,0.18341944913886998,-0.16657287816588284,-0.02751463411546361,0.2731120303702595,-0.07771139130807232,-0.020487232747641013,0.05398933138494591,1.0,1.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,-0.35868988712536304,-0.35738175030082175,0.0,0.0,1.0,0.0,2.3810633965076247,-1.8666824012602872,-0.35868988712536304,-0.26626336650843857,-0.6887014328728039,1.2288757104902426,-0.5814082766277411,-1.1388225173063948,-1.456577044359211,-3.2187572328514045,-2.3425100513830497,-0.6327127096901252,-0.39490031082736166,-0.09054800057280586,-0.0654998920079103,-1.1033444078400838,0.08756587808085661,0.1088522866270358,-0.02751463411546361,-2.050809560817168,-0.6863319521301239,-0.020556396480338506,0.05398933138494591,1.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,11.0,0.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119,-1.0668937937131886,-1.0655516557728948,0.0,1.0,0.0,0.0,-2.8459485822366686,3.113870803913011,-1.0668937937131886,0.4814571854142339,-0.14389843516182568,-0.6070412800155738,-0.0008738692828990547,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.3219341906823512,-1.2214916452517803,-1.8762702958556654,1.3547033296282522,-0.16570857325544477,-0.02751463411546361,0.6357097254491489,-0.07771139130807232,-0.020262422739933207,-4.222484923037896,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,6.0,0.0,1.0,199.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,-0.8866390112235624,-0.8855937699410515,0.0,1.0,0.0,0.0,-2.0112959708603344,2.022037818995141,-0.8866390112235624,0.10759690945289764,-0.41629993401731485,-0.27323819083269807,-0.2548027570793564,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.0386789354130697,-0.9454811094049634,-1.745708490447628,1.487963172318661,-0.13113637683792362,7.423772558619193,1.2400392172472978,-0.07771139130807232,-0.02016488978274305,-4.165681659696416,0.0,1.0,0.0,1.0,0.0,5.0,11.0,0.0,1.0,10.0,1.0,1.0,245.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,-0.7559883687011223,-0.7546470430970051,0.0,1.0,0.0,0.0,-2.3242907001264594,1.5733393320425915,-0.7559883687011223,0.4814571854142339,-0.14389843516182568,-0.4401397354241359,-0.0008738692828990547,-0.004965795860347653,-0.8376221588839879,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.8654469432837536,-0.827126346079487,-1.8841040041801476,1.4154885210308947,-0.142372340673618,0.9899302034466991,1.8993077537543694,-0.07771139130807232,0.01257713146292252,-4.230599674943821,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,1.0,192.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.20598278228389727,0.20735034225992094,0.0,1.0,0.0,0.0,1.8020231473652926,-0.9692854273551882,0.20598278228389727,0.4814571854142339,-0.41629993401731485,0.06056489835017766,-0.2878147677024253,-0.004965795860347653,0.4002876120664582,0.310614121258471,0.42680348322782885,-0.6327127096901252,2.5317565522595,0.5814318300949624,0.6640533246739385,1.351217533831019,-1.0369601628680316,0.06678944765238505,-0.02751463411546361,-0.6278883028560717,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,30.0,2.0,3.0,110.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
123,0.8280293775061701,0.8293083540168684,0.0,0.0,1.0,0.0,3.2522320596316727,-1.7918993201015292,0.8280293775061701,0.10759690945289764,-0.6887014328728039,0.7281710767159291,-0.5417436554988826,-0.004965795860347653,-0.21866727340876485,-3.2187572328514045,-2.3425100513830497,-0.6327127096901252,-0.39490031082736166,1.8297586882045356,1.688589978193711,2.351320963256585,-0.9457823757640674,0.1503389223280612,-0.02751463411546361,0.284099839312044,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
124,-0.5144761974724392,-0.5135908871742967,0.0,1.0,0.0,0.0,-2.741617005814627,1.7229054943601079,-0.5144761974724392,0.8553174613755701,0.40090456254915263,0.22746644294161553,0.5399959169330846,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.723910394509328,-0.6170692279636607,-1.9989983929392203,1.4505569006862655,-0.22361700225479275,-0.02751463411546361,0.9928135160571461,-0.07771139130807232,-0.0074136661455562695,-5.2043699036549045,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,15.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,-1.013798418532636,-1.01245785980155,0.0,1.0,0.0,0.0,-1.3487904605803693,2.807260171162102,-1.013798418532636,0.10759690945289764,-0.14389843516182568,-0.4401397354241359,-0.11321512216368473,-2.272679238752442,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.2946105326177904,-1.187611464910518,-1.4793624074152316,0.08756587808085661,-0.09425936732590104,8.082119218218239,0.19619736777776783,-0.6510496007781209,-0.01998089143797297,-2.5995345418527567,0.0,1.0,0.0,1.0,0.0,2.0,10.0,0.0,5.0,6.0,0.0,0.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.04144080539235727,0.04300364656839472,0.0,1.0,0.0,0.0,-1.5939696651721673,0.5263761958199764,0.04144080539235727,1.2291777373369064,1.21810905911562,-0.1063366462412602,0.8966009442339921,-1.1388225173063948,0.4002876120664582,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,0.030222568072553323,0.04878924967661464,-0.8474432692403308,-0.777454153418288,-0.11932420972860389,-2.3317279427121242,1.2070757904219442,-0.07771139130807232,-0.0146975103952892,2.2612018497967337,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,1.0,17.0,2.0,0.0,1212.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,-0.5924813009723041,-0.591014793775594,0.0,1.0,0.0,0.0,-2.1677933354933976,2.485692922179442,-0.5924813009723041,1.2291777373369064,0.40090456254915263,0.06056489835017766,0.5456443598153587,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.8408556510256487,-0.7200649762010982,0.7506332289540469,-1.1538547617192674,-0.1377627144846152,-0.02751463411546361,0.38299011978810477,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,-0.89514422403066,-0.893763480113563,0.0,1.0,0.0,0.0,-2.8981143704476895,2.4258664572524355,-0.89514422403066,0.4814571854142339,0.12850306369366346,-0.27323819083269807,0.21339039738470003,-1.1388225173063948,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.1534382992842256,-1.043959500263566,-1.9154388374780764,1.4973147402267597,-0.18357087473783074,-0.02751463411546361,0.5917584896820108,-0.07771139130807232,0.5722502921902647,-4.206255419226044,0.0,1.0,0.0,1.0,0.0,62.0,0.0,0.0,4.0,14.0,1.0,1.0,74.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
129,-0.24063996844323132,-0.23937158347191126,0.0,1.0,0.0,0.0,-3.6284354054019823,-0.07188845345008964,-0.24063996844323132,1.6030380132982425,0.6733060614046418,0.5612695321244913,0.9439223434921552,-1.1388225173063948,-1.456577044359211,0.310614121258471,-2.3425100513830497,-0.6327127096901252,-0.39490031082736166,-0.46451780061642967,-0.32208579112573676,-1.899771420829112,1.4225021969619691,-0.261646418314066,-0.02751463411546361,0.2731120303702595,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,42.0,2.0,0.0,5.0,7.0,1.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130,1.739971066598069,1.7417632505527076,0.0,1.0,0.0,0.0,1.5098947333835757,-2.689296294006627,1.739971066598069,0.4814571854142339,0.6733060614046418,6.4028235928248165,1.1053422889722562,-1.1388225173063948,-1.456577044359211,-3.2187572328514045,-2.3425100513830497,-0.6327127096901252,-0.39490031082736166,2.1973529680330954,2.719450932043852,-2.0224995179126672,1.4599084685943646,-0.17809694363838988,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,-1.1895711822638502,-1.1882698386025667,0.0,1.0,0.0,0.0,-2.7937827940256477,3.2709152743464034,-1.1895711822638502,0.10759690945289764,-0.41629993401731485,-0.7739428246070117,-0.2548027570793564,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.4319574538223168,-1.3452672374318588,-1.8031556848271642,1.4271779809160186,-0.16974199617082225,-0.02751463411546361,1.0092952294698228,-0.07771139130807232,-0.020384166005645743,-4.092648892543084,0.0,1.0,1.0,1.0,0.0,25.0,4.0,0.0,5.0,10.0,1.0,1.0,248.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.1406139482608019,0.1419444801088741,0.0,1.0,0.0,0.0,2.428012605897543,-1.3432008331489793,0.1406139482608019,0.10759690945289764,-0.6887014328728039,0.06056489835017766,-0.5417436554988826,-0.004965795860347653,0.4002876120664582,0.310614121258471,-2.3425100513830497,-0.6327127096901252,2.5317565522595,0.5546546451916927,0.6301731443326762,2.393100740987157,-0.9621476196032406,0.09559961133365269,-0.02751463411546361,-0.023558811057922718,-0.07771139130807232,-0.01986468195706555,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,20.0,2.0,17.0,3.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
133,-0.9604995752261319,-0.9591234070755589,0.0,1.0,0.0,0.0,-1.9069643944382928,1.4985562508838333,-0.9604995752261319,0.4814571854142339,0.12850306369366346,-0.6070412800155738,0.0852335044335467,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.9581652229828304,-1.0959091101201681,-1.4924185879560354,2.1729655215869026,-0.08302340349020668,-0.02751463411546361,0.9323805668773312,-0.07771139130807232,-0.020464405885319916,0.05398933138494591,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,-0.9603373727241183,-0.9590205558880663,0.0,1.0,0.0,0.0,-2.0112959708603344,2.4183881491365593,-0.9603373727241183,0.10759690945289764,-0.41629993401731485,-0.4401397354241359,-0.2548027570793564,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.1009768758002687,-1.0060136982813521,-1.6778163516354485,1.4926389562727105,-0.12105281954947997,-0.02751463411546361,1.349917306665143,-0.07771139130807232,-0.020407684591067485,-4.108878396354936,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,7.0,0.0,1.0,246.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,-0.6618672004860744,-0.6605308605793707,0.0,1.0,0.0,0.0,-1.6461354533831885,0.9750746827725255,-0.6618672004860744,0.4814571854142339,-0.41629993401731485,-0.4401397354241359,-0.05660517238800386,-0.004965795860347653,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.699683417692084,-0.6947677748796223,-1.7430972543394672,1.464584252548414,-0.10780014425609684,4.99985985736816,1.3224477843106819,-0.07771139130807232,-0.020463714162219277,-0.027158187674311465,1.0,1.0,0.0,1.0,0.0,4.0,8.0,0.0,2.0,17.0,1.0,1.0,256.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,-1.0012553031376272,-1.000218411298302,0.0,1.0,0.0,0.0,-2.428622276548502,2.0818642839221475,-1.0012553031376272,0.4814571854142339,-0.41629993401731485,-0.6070412800155738,-0.2548027570793564,-0.004965795860347653,-1.456577044359211,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-1.2093607194563605,-1.1302410261993139,-1.7927107403945215,1.382758033352549,-0.14899867832030955,-0.02751463411546361,0.7675634327505633,-0.07771139130807232,-0.02036479775882784,-4.62822251833418,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,1.0,12.0,0.0,20.0,39.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,-0.4121088501688746,-0.41100001348294685,0.0,1.0,0.0,0.0,-2.1677933354933976,-0.5953700215613971,-0.4121088501688746,0.10759690945289764,-0.14389843516182568,-0.27323819083269807,-0.09677187732862,1.1288909255856996,-0.21866727340876485,0.310614121258471,0.42680348322782885,-0.6327127096901252,-0.39490031082736166,-0.3863721385517853,-0.3744871367202225,1.6410647418368618,0.5621579494168739,-0.01387901065516433,-0.02751463411546361,0.8554659042848395,-0.07771139130807232,-0.020210543507385253,0.05398933138494591,0.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,5.0,13.0,1.0,0.0,1377.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
